accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
P40939	HADHA	erythrocytes	56	56	56	0	56	0	0	0	0	3966.68	79008.9600	0.05020544505
P41091	EIF2S3	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	50977.6900	0.002393596101
P41214	EIF2D	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	64705.5050	0.004357898142
P41222	PTGDS	plasma	4	4	1	3	0	0	3	0	1	-2.016	18697.7650	-0.0001078203732
P41440	SLC19A1	erythrocytes	8	8	7	1	7	0	1	0	0	521.92	64867.2400	0.00804597205
P42025	ACTR1B	erythrocytes	2	2	2	0	2	0	0	0	0	87.04	42292.8250	0.002058032302
P42285	MTREX	erythrocytes	8	8	8	0	4	0	0	4	0	134.02	117672.0700	0.00113892787
P42330	AKR1C3	erythrocytes	0	0	0	0	0	0	0	0	0	0	36852.7100	0
P42345	MTOR	erythrocytes	13	13	13	0	12	0	0	1	0	865.86	288886.8200	0.002997229157
P42356	PI4KA	erythrocytes	10	10	10	0	10	0	0	0	0	799.8	236826.8550	0.003377150788
P42566	EPS15	erythrocytes	17	17	17	0	17	0	0	0	0	1321.72	98522.9600	0.01341535009
P42574	CASP3	erythrocytes	5	2	2	0	5	0	0	0	0	553.27	28492.1200	0.01941835146
P42677	RPS27	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	9329.8600	0.0085724759
P42766	RPL35	erythrocytes	4	4	4	0	3	0	0	1	0	146.04	14420.1050	0.01012752681
P42858	HTT	erythrocytes	16	16	16	0	15	1	0	0	0	1220.36	347597.3550	0.003510843746
P43034	PAFAH1B1	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	46637.4050	0.002616354834
P43155	CRAT	erythrocytes	4	4	4	0	4	0	0	0	0	284.22	70856.5350	0.004011203765
P43250	GRK6	erythrocytes	7	7	7	0	4	3	0	0	0	1035.15	65990.1850	0.01568642367
P43251	BTD	erythrocytes;plasma	6	6	0	6	0	0	6	0	0	0	56770.8550	0
P43307	SSR1	erythrocytes	5	5	3	2	3	0	2	0	0	239.94	30160.2250	0.007955510942
P43308	SSR2	erythrocytes	2	2	0	2	0	0	2	0	0	0	18273.4450	0
P43353	ALDH3B1	erythrocytes	4	4	4	0	2	2	0	0	0	566.96	51511.5500	0.0110064636
P43378	PTPN9	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	68019.1100	0.0006180616006
P43405	SYK	erythrocytes	31	31	31	0	31	0	0	0	0	2479.38	72065.2700	0.03440464457
P43487	RANBP1	erythrocytes	10	10	10	0	9	0	0	1	0	608.07	23178.6150	0.02623409552
P43490	NAMPT	erythrocytes	3	3	3	0	3	0	0	0	0	202	55520.5000	0.003638295765
P43652	AFM	plasma	22	22	17	5	0	0	5	0	17	-34.272	66576.3450	-0.0005147774333
P43686	PSMC4	erythrocytes	6	6	6	0	6	0	0	0	0	366.06	47365.5450	0.007728402576
P45880	VDAC2	erythrocytes	17	17	17	0	8	0	0	9	0	345.99	31435.0000	0.01100652139
P45974	USP5	erythrocytes	10	10	10	0	8	0	0	1	1	581.864	95653.8200	0.006083018953
P46019	PHKA2	erythrocytes	7	7	7	0	6	1	0	0	0	684.24	138405.9000	0.004943719885
P46060	RANGAP1	erythrocytes	18	18	18	0	10	0	0	8	0	579.76	63409.8750	0.009143055399
P46100	ATRX	erythrocytes	61	61	61	0	49	0	0	12	0	3532.94	282583.2550	0.01250229777
P46108	CRK	erythrocytes	10	10	10	0	10	0	0	0	0	761.86	33698.9900	0.02260779922
P46109	CRKL	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	33776.5100	0.004735835644
P46199	MTIF2	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	77710.0350	0.001029210706
P46379	BAG6	erythrocytes	11	11	11	0	11	0	0	0	0	841.84	119406.8150	0.007050183861
P46459	NSF	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	82593.2050	0.003414082309
P46734	MAP2K3	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	39317.9000	0.00920598506
P46736	BRCC3	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	35940.1400	0.003395089724
P46776	RPL27A	erythrocytes	5	5	5	0	5	0	0	0	0	222.1	16561.2250	0.0134108437
P46777	RPL5	erythrocytes	9	9	9	0	7	0	0	2	0	372.06	34231.0950	0.0108690651
P46778	RPL21	erythrocytes	0	0	0	0	0	0	0	0	0	0	18433.4900	0
P46779	RPL28	erythrocytes	4	4	4	0	2	0	0	2	0	85.98	15616.1150	0.005505850847
P46781	RPS9	erythrocytes	7	7	7	0	5	0	0	2	0	250.04	22459.9200	0.01113271997
P46782	RPS5	erythrocytes	6	6	6	0	5	0	0	1	0	268.06	22876.0650	0.01171792439
P46783	RPS10	erythrocytes	7	7	7	0	5	0	0	2	0	194.05	18897.5300	0.01026853774
P46926	GNPDA1	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	32668.1200	0.003735139947
P46934	NEDD4	erythrocytes	7	7	7	0	6	0	0	1	0	423.92	149112.2700	0.002842958531
P46940	IQGAP1	erythrocytes	6	6	6	0	6	0	0	0	0	441.94	189117.7850	0.002336850551
P46976	GYG1	erythrocytes	3	3	2	1	2	0	1	0	0	122.02	39251.9900	0.003108632199
P46977	STT3A	erythrocytes	3	3	0	3	0	0	3	0	0	0	80528.5000	0
P47755	CAPZA2	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	32817.4500	0.003718143853
P47756	CAPZB	erythrocytes	4	4	4	0	4	0	0	0	0	244.04	30497.1100	0.008002069704
P47813	EIF1AX	erythrocytes	0	0	0	0	0	0	0	0	0	0	16460.2150	0
P47897	QARS1	erythrocytes	4	4	4	0	4	0	0	0	0	244.04	87666.3050	0.00278373772
P47914	RPL29	erythrocytes	4	4	4	0	4	0	0	0	0	216.03	17620.6150	0.01226007151
P48029	SLC6A8	erythrocytes	7	7	4	3	4	0	3	0	0	319.92	70521.9500	0.004536459925
P48047	ATP5PO	erythrocytes	13	13	13	0	13	0	0	0	0	778.64	20875.2350	0.03729969986
P48147	PREP	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	80698.4850	0.001041903079
P48426	PIP4K2A	erythrocytes	5	5	5	0	5	0	0	0	0	286.08	46092.8100	0.006206607929
P48444	ARCN1	erythrocytes	7	7	7	0	7	0	0	0	0	408.1	57078.5450	0.007149796828
P48449	LSS	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	83176.2700	0.0005054326192
P48506	GCLC	erythrocytes	3	3	3	0	3	0	0	0	0	202	72764.8500	0.002776065642
P48507	GCLM	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	30726.5050	0.001368199865
P48509	CD151	erythrocytes	5	5	4	1	0	4	1	0	0	953.64	28294.8000	0.03370371941
P48556	PSMD8	erythrocytes	2	2	2	0	1	0	0	1	0	61.96	39611.2950	0.001564200312
P48637	GSS	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	52252.7500	0.0023351881
P48643	CCT5	erythrocytes	11	11	11	0	4	0	0	7	0	155.84	59539.0350	0.00261744249
P48729	CSNK1A1	erythrocytes	5	5	5	0	5	0	0	0	0	324.02	38783.1350	0.008354662407
P48735	IDH2	erythrocytes	29	29	29	0	29	0	0	0	0	1683.4	46613.7500	0.03611380762
P48739	PITPNB	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	31539.6800	0.003868777362
P48740	MASP1	plasma	25	25	19	6	1	0	6	0	18	390.124	77027.1250	0.005064761277
P49006	MARCKSL1	erythrocytes	20	20	20	0	19	1	0	0	0	1729.98	19397.3650	0.08918634052
P49184	DNASE1L1	erythrocytes	2	2	1	1	0	0	1	0	1	-2.016	31965.9750	-6.306705802e-05
P49189	ALDH9A1	erythrocytes	8	8	8	0	8	0	0	0	0	510.41	53801.3950	0.009486928731
P49207	RPL34	erythrocytes	4	4	4	0	3	0	0	1	0	146.04	13161.6450	0.01109587745
P49247	RPIA	erythrocytes	2	2	2	0	2	0	0	0	0	94.01	33268.5500	0.002825791927
P49257	LMAN1	erythrocytes	4	4	2	2	1	0	0	0	3	77.964	54208.1250	0.001438234582
P49281	SLC11A2	erythrocytes	5	5	3	2	2	0	2	0	1	157.944	62264.9250	0.002536644829
P49321	NASP	erythrocytes	35	35	35	0	34	0	0	1	0	2549.54	85105.5800	0.02995737765
P49327	FASN	erythrocytes	29	29	29	0	28	0	0	1	0	2073.68	273422.2700	0.007584166425
P49368	CCT3	erythrocytes	15	15	15	0	10	0	0	4	1	649.824	60533.0600	0.01073502645
P49407	ARRB1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	47065.1450	0.003398693449
P49588	AARS1	erythrocytes	10	10	10	0	10	0	0	0	0	531.21	106808.9850	0.004973457991
P49589	CARS1	erythrocytes	7	7	7	0	7	0	0	0	0	483.98	85340.9600	0.005671133767
P49591	SARS1	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	58776.5150	0.002791250893
P49593	PPM1F	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	49829.9750	0.001605058
P49683	PRLHR	erythrocytes	3	3	1	2	0	0	2	0	1	-2.016	41120.0350	-4.902719562e-05
P49720	PSMB3	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	22817.4450	0.003684899865
P49721	PSMB2	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	22835.9300	0.001840958525
P49736	MCM2	erythrocytes	19	19	19	0	18	0	0	1	0	1345.74	101763.4300	0.01322420048
P49747	COMP	plasma	25	25	21	4	0	0	2	0	23	-42.336	80961.3100	-0.00052291644
P49754	VPS41	erythrocytes	0	0	0	0	0	0	0	0	0	0	98564.6750	0
P49755	TMED10	erythrocytes	3	3	2	1	2	0	1	0	0	56.1	21749.6750	0.002579348887
P49768	PSEN1	erythrocytes	5	5	5	0	5	0	0	0	0	399.9	52667.0200	0.007592987034
P49770	EIF2B2	erythrocytes	0	0	0	0	0	0	0	0	0	0	38989.0700	0
P49773	HINT1	erythrocytes	5	5	5	0	5	0	0	0	0	286.08	13670.5000	0.02092681321
P49840	GSK3A	erythrocytes	7	7	7	0	7	0	0	0	0	521.92	50849.0250	0.01026411028
P49888	SULT1E1	erythrocytes	0	0	0	0	0	0	0	0	0	0	35125.9850	0
P49913	CAMP	plasma	2	2	2	0	0	0	0	0	2	-4.032	19301.1250	-0.0002088997403
P49915	GMPS	erythrocytes	5	5	5	0	5	0	0	0	0	324.02	76583.3150	0.004230947694
P49959	MRE11	erythrocytes	29	29	28	1	21	0	0	8	0	950.13	80460.9200	0.01180858981
P50148	GNAQ	erythrocytes	4	4	4	0	2	2	0	0	0	571.92	42141.4700	0.01357142976
P50395	GDI2	erythrocytes	7	7	7	0	7	0	0	0	0	466.13	50662.6900	0.009200656341
P50402	EMD	erythrocytes	15	15	15	0	15	0	0	0	0	1161.76	28993.3450	0.040069885
P50416	CPT1A	erythrocytes	7	7	7	0	7	0	0	0	0	451.96	88235.1450	0.00512222199
P50454	SERPINH1	erythrocytes	7	7	5	2	5	0	2	0	0	364.2	44522.4550	0.008180141908
P50502	ST13	erythrocytes	3	3	3	0	3	0	0	0	0	164.06	41331.1600	0.003969402262
P50552	VASP	erythrocytes	14	14	14	0	14	0	0	0	0	1043.84	39698.0100	0.02629451703
P50570	DNM2	erythrocytes	7	7	7	0	7	0	0	0	0	483.98	98062.7350	0.004935412009
P50579	METAP2	erythrocytes	7	7	7	0	5	0	2	0	0	768.34	52759.8300	0.01456297338
P50748	KNTC1	erythrocytes	4	4	4	0	4	0	0	0	0	319.92	250744.4100	0.001275880886
P50895	BCAM	erythrocytes	14	14	9	5	4	0	5	0	5	309.84	64247.2800	0.004822616615
P50914	RPL14	erythrocytes	6	6	6	0	5	0	0	1	0	346.18	23300.3050	0.01485731625
P50990	CCT8	erythrocytes	18	18	18	0	12	0	0	6	0	699.88	59488.7100	0.01176492144
P50991	CCT4	erythrocytes	10	10	10	0	10	0	0	0	0	544.15	57792.2550	0.009415621522
P51148	RAB5C	erythrocytes	3	3	3	0	1	2	0	0	0	624.94	23482.2350	0.02661331002
P51149	RAB7A	erythrocytes	7	7	7	0	3	2	0	2	0	644.97	23358.2650	0.02761206793
P51570	GALK1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	42271.5850	0.001892051126
P51571	SSR4	erythrocytes	2	2	2	0	0	0	0	1	1	-20.036	16765.6050	-0.001195065731
P51610	HCFC1	erythrocytes	27	27	27	0	19	0	0	8	0	1025.85	208598.4850	0.004917820952
P51617	IRAK1	erythrocytes	9	9	9	0	7	0	0	2	0	523.82	76535.3450	0.006844158081
P51665	PSMD7	erythrocytes	5	5	5	0	4	0	0	1	0	150.14	37024.9650	0.00405510174
P51692	STAT5B	erythrocytes	5	5	5	0	5	0	0	0	0	399.9	89864.3400	0.004450041029
P51784	USP11	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	109815.0800	0.002567771202
P51790	CLCN3	erythrocytes	3	3	0	3	0	0	3	0	0	0	90964.9650	0
P51809	VAMP7	erythrocytes	3	3	3	0	3	0	0	0	0	202	24803.5300	0.008144002084
P51811	XK	erythrocytes	2	2	1	1	1	0	0	0	1	79.98	50901.3650	0.001571274169
P51812	RPS6KA3	erythrocytes	9	9	9	0	9	0	0	0	0	719.82	83734.7550	0.008596430479
P51858	HDGF	erythrocytes	13	13	13	0	10	0	0	2	1	723.804	26788.0250	0.0270196851
P51884	LUM	plasma	11	11	7	4	6	0	4	0	1	381.174	36660.3750	0.01039743865
P51991	HNRNPA3	erythrocytes	37	37	37	0	31	0	0	6	0	1338.32	39594.8550	0.03380035108
P52209	PGD	erythrocytes	5	5	5	0	5	0	0	0	0	286.08	53139.2600	0.005383590212
P52272	HNRNPM	erythrocytes	46	46	46	0	24	0	0	22	0	1267.43	77383.8700	0.01637847784
P52292	KPNA2	erythrocytes	3	3	3	0	3	0	0	0	0	202	57729.8650	0.003499055472
P52294	KPNA1	erythrocytes	4	4	4	0	4	0	0	0	0	244.04	60220.8550	0.004052416725
P52298	NCBP2	erythrocytes	4	4	4	0	4	0	0	0	0	216.03	17869.6900	0.01208918565
P52306	RAP1GDS1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	66315.8100	0.0006339363117
P52565	ARHGDIA	erythrocytes	13	13	13	0	9	0	0	4	0	440.19	23075.6000	0.01907599369
P52566	ARHGDIB	erythrocytes	10	10	10	0	10	0	0	0	0	496.28	22856.5550	0.02171280843
P52594	AGFG1	erythrocytes	5	5	5	0	4	0	1	0	0	523.11	58259.2450	0.008979004105
P52597	HNRNPF	erythrocytes	18	18	18	0	12	0	0	6	0	699.88	45671.3700	0.01532426113
P52788	SMS	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	41136.5000	0.002966222211
P52815	MRPL12	erythrocytes	13	13	13	0	12	0	0	1	0	660.55	17437.1150	0.03788183997
P52888	THOP1	erythrocytes	5	5	5	0	5	0	0	0	0	324.02	78838.6600	0.004109912573
P52907	CAPZA1	erythrocytes	4	4	4	0	4	0	0	0	0	206.1	32791.0800	0.006285245866
P53004	BLVRA	erythrocytes	5	5	5	0	5	0	0	0	0	324.02	33182.7650	0.009764707673
P53041	PPP5C	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	56746.7550	0.000740835313
P53384	NUBP1	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	34534.0550	0.003533323845
P53396	ACLY	erythrocytes	23	23	23	0	20	0	0	3	0	1304.09	120837.7400	0.01079207539
P53602	MVD	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	43272.7300	0.002819789738
P53611	RABGGTB	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	36792.6750	0.003316421
P53618	COPB1	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	107009.4550	0.0007857249623
P53621	COPA	erythrocytes	7	7	7	0	7	0	0	0	0	493.91	138343.8450	0.003570162446
P53675	CLTCL1	erythrocytes	17	17	17	0	17	0	0	0	0	1248.08	186895.8300	0.006677944607
P53680	AP2S1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	17017.5050	0.004699866402
P53985	SLC16A1	erythrocytes	8	8	8	0	8	0	0	0	0	639.84	53943.5650	0.01186128503
P53990	IST1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	39749.9750	0.004024153474
P53992	SEC24C	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	118323.1650	0.0006759454076
P54105	CLNS1A	erythrocytes	8	8	8	0	8	0	0	0	0	601.9	26083.7450	0.02307567414
P54108	CRISP3	plasma	6	6	5	1	0	0	1	0	5	-10.08	25501.3500	-0.0003952731914
P54252	ATXN3	erythrocytes	6	6	5	1	4	0	0	2	0	301.9	41249.3100	0.007318910304
P54577	YARS1	erythrocytes	9	9	9	0	9	0	0	0	0	454.24	59142.7750	0.007680397141
P54578	USP14	erythrocytes	8	8	8	0	8	0	0	0	0	601.9	56068.3350	0.01073511457
P54619	PRKAG1	erythrocytes	3	3	3	0	3	0	0	0	0	239.94	37578.8700	0.006384971129
P54652	HSPA2	erythrocytes	4	4	4	0	4	0	0	0	0	283.03	70020.1300	0.004042123315
P54707	ATP12A	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	115508.9100	0.0006924141177
P54709	ATP1B3	erythrocytes	5	5	3	2	0	0	2	0	3	-6.048	31512.2400	-0.0001919254233
P54725	RAD23A	erythrocytes	9	9	9	0	8	0	0	1	0	621.82	39608.5900	0.01569911981
P54727	RAD23B	erythrocytes	7	7	7	0	7	0	0	0	0	559.86	43170.4700	0.01296858709
P54760	EPHB4	erythrocytes	11	11	8	3	6	0	3	0	2	475.848	106639.8350	0.004462197452
P54852	EMP3	erythrocytes	2	2	0	2	0	0	2	0	0	0	18428.7100	0
P54920	NAPA	erythrocytes	4	4	4	0	4	0	0	0	0	281.98	33232.2000	0.008485143927
P55010	EIF5	erythrocytes	9	9	9	0	7	0	0	2	0	523.82	49222.2000	0.01064194611
P55036	PSMD4	erythrocytes	7	7	7	0	6	0	0	1	0	461.86	40736.1100	0.01133785234
P55056	APOC4	plasma	1	1	0	1	0	0	1	0	0	0	11712.2450	0
P55058	PLTP	plasma	7	7	1	6	0	0	6	0	1	-2.016	53069.5550	-3.798788213e-05
P55060	CSE1L	erythrocytes	5	5	5	0	5	0	0	0	0	286.08	110414.8000	0.002590957009
P55072	VCP	erythrocytes	21	21	21	0	18	0	0	3	0	1179.08	89189.4200	0.01321995367
P55145	MANF	erythrocytes	5	5	5	0	1	0	0	0	4	71.916	18161.8450	0.003959729862
P55160	NCKAP1L	erythrocytes	0	0	0	0	0	0	0	0	0	0	128151.3300	0
P55201	BRPF1	erythrocytes	13	13	13	0	13	0	0	0	0	963.86	137496.8450	0.007010051758
P55209	NAP1L1	erythrocytes	10	9	9	0	9	1	0	0	0	702.37	44857.9600	0.01565764471
P55212	CASP6	erythrocytes	4	4	4	0	2	2	0	0	0	636.78	29335.3850	0.02170689084
P55263	ADK	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	40413.6700	0.003019275409
P55268	LAMB2	erythrocytes	62	62	52	10	1	0	7	0	54	-22.836	192448.2450	-0.0001186604741
P55290	CDH13	plasma	9	7	0	7	0	1	8	0	0	0	60813.7800	0
P55786	NPEPPS	erythrocytes	1	1	1	0	1	0	0	0	0	45	103274.7900	0.0004357307335
P55808	XG	erythrocytes	0	0	0	0	0	0	0	0	0	0	17271.6600	0
P55884	EIF3B	erythrocytes	14	14	14	0	14	0	0	0	0	967.96	92480.2350	0.0104666689
P55899	FCGRT	erythrocytes	4	4	3	1	1	0	1	0	2	75.948	37327.7550	0.002034625442
P55957	BID	erythrocytes	3	3	3	0	3	0	0	0	0	202	21994.3200	0.009184189373
P56537	EIF6	erythrocytes	8	8	8	0	8	0	0	0	0	639.84	26598.7800	0.02405523862
P56557	TMEM50B	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	17804.3400	0.002361222039
P56589	PEX3	erythrocytes	0	0	0	0	0	0	0	0	0	0	42139.1500	0
P57088	TMEM33	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	27846.4650	0.001509706887
P57737	CORO7	erythrocytes	5	5	5	0	3	0	0	2	0	203.9	100603.4200	0.002026770064
P57738	TCTA	erythrocytes	2	2	1	1	1	0	1	0	0	42.04	11209.5450	0.003750375238
P57764	GSDMD	erythrocytes	11	11	11	0	8	1	1	1	0	1243.87	52800.1850	0.0235580614
P57772	EEFSEC	erythrocytes	3	3	3	0	3	0	0	0	0	173.99	65303.7350	0.002664319277
P58546	MTPN	erythrocytes	5	5	5	0	5	0	0	0	0	248.14	12763.4200	0.01944149766
P59666	DEFA3	erythrocytes	3	3	3	0	0	0	0	0	3	-6.048	6350.3050	-0.0009523951999
P59768	GNG2	erythrocytes	3	3	3	0	2	1	0	0	0	328.55	7421.4400	0.04427038418
P59998	ARPC4	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	19535.5700	0.002151972018
P60059	SEC61G	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	7741.2350	0.01576234283
P60174	TPI1	erythrocytes	20	20	20	0	19	0	0	1	0	1274.2	26537.9850	0.0480141955
P60228	EIF3E	erythrocytes	5	5	5	0	5	0	0	0	0	361.96	52088.8050	0.006948901976
P60468	SEC61B	erythrocytes	7	7	7	0	6	1	0	0	0	680.35	9843.1600	0.06911906339
P60510	PPP4C	erythrocytes	2	2	2	0	2	0	0	0	0	56.07	34948.2550	0.001604371949
P60520	GABARAPL2	erythrocytes	6	6	5	1	4	2	0	0	0	981.97	13519.4850	0.0726336839
P60660	MYL6	erythrocytes	4	4	4	0	4	0	0	0	0	244.04	16798.7250	0.01452729299
P60709	ACTB	erythrocytes;plasma	8	8	6	2	6	0	0	2	0	144.14	41736.1800	0.003453598293
P60763	RAC3	erythrocytes	4	4	4	0	1	1	1	1	0	471.68	21031.2100	0.02242762066
P60842	EIF4A1	erythrocytes	14	14	14	0	8	0	0	6	0	304.08	46022.0800	0.006607263296
P60866	RPS20	erythrocytes	8	8	8	0	6	0	0	2	0	350.11	13241.3650	0.02644062753
P60891	PRPS1	erythrocytes	0	0	0	0	0	0	0	0	0	0	34702.5500	0
P60896	SEM1	erythrocytes	0	0	0	0	0	0	0	0	0	0	8277.5150	0
P60900	PSMA6	erythrocytes	7	7	7	0	6	0	1	0	0	607.19	27399.1550	0.02216090241
P60953	CDC42	erythrocytes	8	8	8	0	4	1	3	0	0	1593.43	20932.9450	0.07612067963
P60983	GMFB	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	16581.7800	0.002535312855
P61006	RAB8A	erythrocytes	5	5	5	0	4	1	0	0	0	526.45	23342.4650	0.02255331646
P61009	SPCS3	erythrocytes	1	1	0	1	0	0	1	0	0	0	20313.1550	0
P61018	RAB4B	erythrocytes	7	7	7	0	5	2	0	0	0	920.18	23455.2150	0.0392313607
P61019	RAB2A	erythrocytes	3	3	3	0	1	2	0	0	0	587	23414.0300	0.02507043854
P61020	RAB5B	erythrocytes	4	4	4	0	2	2	0	0	0	666.98	23575.2450	0.02829154055
P61026	RAB10	erythrocytes	7	7	7	0	2	2	0	3	0	612.92	22540.6850	0.02719172022
P61077	UBE2D3	erythrocytes	1	1	1	0	0	0	0	0	1	-2.016	16686.8900	-0.000120813405
P61081	UBE2M	erythrocytes	6	6	6	0	6	0	0	0	0	248.18	20899.7300	0.01187479455
P61086	UBE2K	erythrocytes	4	4	4	0	3	0	0	1	0	146.04	22275.1100	0.00655619658
P61088	UBE2N	erythrocytes	3	3	2	1	1	0	0	1	1	24.02	17137.5250	0.001401602623
P61106	RAB14	erythrocytes	4	4	4	0	2	2	0	0	0	601.03	23765.4150	0.0252901117
P61158	ACTR3	erythrocytes	5	5	5	0	5	0	0	0	0	210.2	47239.3900	0.004449676425
P61160	ACTR2	erythrocytes	3	3	3	0	3	0	0	0	0	126.12	44760.3050	0.00281767517
P61163	ACTR1A	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	42613.1350	0.0009865502738
P61201	COPS2	erythrocytes	0	0	0	0	0	0	0	0	0	0	51595.9100	0
P61221	ABCE1	erythrocytes	3	3	3	0	2	0	0	1	0	141.94	67313.5500	0.002108639345
P61224	RAP1B	erythrocytes	4	4	4	0	3	1	0	0	0	907.79	20470.1100	0.04434709926
P61225	RAP2B	erythrocytes	4	4	4	0	1	3	0	0	0	763.33	20178.7050	0.03782849296
P61247	RPS3A	erythrocytes	10	10	9	1	8	0	0	2	0	410	29813.4600	0.01375217771
P61254	RPL26	erythrocytes	2	2	2	0	1	0	0	1	0	61.96	17258.0400	0.003590210708
P61313	RPL15	erythrocytes	5	5	5	0	3	1	0	1	0	432.28	24014.5200	0.0180007762
P61326	MAGOH	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	17163.3950	0.002449398851
P61353	RPL27	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	15797.5850	0.005322332496
P61421	ATP6V0D1	erythrocytes	2	2	2	0	2	0	0	0	0	159.96	40328.5100	0.003966424745
P61457	PCBD1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	11868.2100	0.00354223594
P61513	RPL37A	erythrocytes	0	0	0	0	0	0	0	0	0	0	10275.1950	0
P61586	RHOA	erythrocytes	14	14	14	0	6	4	3	1	0	3075.31	21442.4650	0.143421477
P61604	HSPE1	erythrocytes	21	21	21	0	21	0	0	0	0	1517.05	10800.4100	0.1404622602
P61619	SEC61A1	erythrocytes	0	0	0	0	0	0	0	0	0	0	52264.0050	0
P61626	LYZ	erythrocytes;plasma	4	4	4	0	0	0	0	0	4	-8.064	14700.5050	-0.0005485525837
P61758	VBP1	erythrocytes	2	2	2	0	2	0	0	0	0	84.08	22494.4350	0.003737813375
P61764	STXBP1	erythrocytes	5	5	5	0	5	0	0	0	0	399.9	67567.6650	0.005918511466
P61769	B2M	erythrocytes;plasma	9	9	9	0	1	0	7	0	1	1115.934	11731.0100	0.09512684756
P61803	DAD1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	12365.3250	0.003399829766
P61923	COPZ1	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	20197.9200	0.002081402441
P61956	SUMO2	erythrocytes	10	10	9	1	1	0	0	9	0	-102.12	10608.7800	-0.009625989039
P61960	UFM1	erythrocytes	2	2	2	0	0	0	0	2	0	-36.04	8927.2400	-0.00403708201
P61966	AP1S1	erythrocytes	1	1	1	0	1	0	0	0	0	79.98	18732.7250	0.004269533664
P61970	NUTF2	erythrocytes	1	1	1	0	1	0	0	0	0	42.04	14478.2100	0.002903673866
P61978	HNRNPK	erythrocytes	28	28	28	0	17	0	0	11	0	897.87	50975.5800	0.01761372799
P61981	YWHAG	erythrocytes	9	9	9	0	9	0	0	0	0	606	28302.1800	0.02141177817
P62070	RRAS2	erythrocytes	9	9	9	0	3	6	0	0	0	1532.46	22908.6050	0.06689451409
P62081	RPS7	erythrocytes	4	4	4	0	2	0	0	2	0	48.04	22126.5550	0.002171146841
P62136	PPP1CA	erythrocytes	7	7	7	0	7	0	0	0	0	483.98	37380.4100	0.01294742353
P62140	PPP1CB	erythrocytes	2	2	2	0	2	0	0	0	0	122.02	37055.2050	0.003292924705
P62191	PSMC1	erythrocytes	7	7	7	0	5	1	0	1	0	554.3	49052.7200	0.01130008693
P62195	PSMC5	erythrocytes	4	3	3	0	4	0	0	0	0	164.06	45494.2500	0.00360617001
P62241	RPS8	erythrocytes	7	7	7	0	4	1	0	2	0	418.36	24073.7400	0.01737827193
P62244	RPS15A	erythrocytes	1	1	1	0	1	0	0	0	0	100.07	14708.1500	0.006803710868
