accession	gene_primary	protein_name	length	reviewed	organism_id	subtree_terms_returning_entry	in_term_level_query
P38117	ETFB	Electron transfer flavoprotein subunit beta (Beta-ETF)	255	reviewed	9606		
P38159	RBMX	RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	391	reviewed	9606		
P38435	GGCX	Vitamin K-dependent gamma-carboxylase (VKGC) (EC 4.1.1.90) (Gamma-glutamyl carboxylase) (Peptidyl-glutamate 4-carboxylase) (Vitamin K gamma glutamyl carboxylase)	758	reviewed	9606		
P38606	ATP6V1A	V-type proton ATPase catalytic subunit A (V-ATPase subunit A) (EC 7.1.2.2) (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha)	617	reviewed	9606		
P38646	HSPA9	Stress-70 protein, mitochondrial (mt-HSP70) (EC 3.6.4.10) (75 kDa glucose-regulated protein) (GRP-75) (Heat shock 70 kDa protein 9) (Heat shock protein family A member 9) (Mortalin) (MOT) (Peptide-binding protein 74) (PBP74)	679	reviewed	9606		
P38919	EIF4A3	Eukaryotic initiation factor 4A-III (eIF-4A-III) (eIF4A-III) (EC 3.6.4.13) (ATP-dependent RNA helicase DDX48) (ATP-dependent RNA helicase eIF4A-3) (DEAD box protein 48) (Eukaryotic initiation factor 4A-like NUK-34) (Eukaryotic translation initiation factor 4A isoform 3) (Nuclear matrix protein 265) (NMP 265) (hNMP 265) [Cleaved into: Eukaryotic initiation factor 4A-III, N-terminally processed]	411	reviewed	9606		
P39019	RPS19	Small ribosomal subunit protein eS19 (40S ribosomal protein S19)	145	reviewed	9606		
P39023	RPL3	Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (HIV-1 TAR RNA-binding protein B) (TARBP-B)	403	reviewed	9606		
P39059	COL15A1	Collagen alpha-1(XV) chain [Cleaved into: Restin (Endostatin-XV) (Related to endostatin) (Restin-I); Restin-2 (Restin-II); Restin-3 (Restin-III); Restin-4 (Restin-IV)]	1388	reviewed	9606		
P39060	COL18A1	Collagen alpha-1(XVIII) chain [Cleaved into: Endostatin; Non-collagenous domain 1 (NC1)]	1754	reviewed	9606		
P39656	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)	456	reviewed	9606		
P39687	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (pp32) (Leucine-rich acidic nuclear protein) (LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I) (PHAPI)	249	reviewed	9606		
P39748	FEN1	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1) (MF1) (hFEN-1)	380	reviewed	9606		
P40123	CAP2	Adenylyl cyclase-associated protein 2 (CAP 2)	477	reviewed	9606		
P40222	TXLNA	Alpha-taxilin	546	reviewed	9606		
P40227	CCT6A	T-complex protein 1 subunit zeta (TCP-1-zeta) (EC 3.6.1.-) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (Chaperonin containing T-complex polypeptide 1 subunit 6A) (HTR3) (Tcp20)	531	reviewed	9606		
P40261	NNMT	Nicotinamide N-methyltransferase (EC 2.1.1.1)	264	reviewed	9606		
P40337	VHL	von Hippel-Lindau disease tumor suppressor (Protein G7) (pVHL)	213	reviewed	9606		
P40429	RPL13A	Large ribosomal subunit protein uL13 (23 kDa highly basic protein) (60S ribosomal protein L13a)	203	reviewed	9606		
P40616	ARL1	ADP-ribosylation factor-like protein 1	181	reviewed	9606		
P40763	STAT3	Signal transducer and activator of transcription 3 (Acute-phase response factor)	770	reviewed	9606		
P40855	PEX19	Peroxisomal biogenesis factor 19 (33 kDa housekeeping protein) (Peroxin-19) (Peroxisomal farnesylated protein)	299	reviewed	9606		
P40925	MDH1	Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (Aromatic alpha-keto acid reductase) (KAR) (Cytosolic malate dehydrogenase)	334	reviewed	9606		
P40926	MDH2	Malate dehydrogenase, mitochondrial (EC 1.1.1.37)	338	reviewed	9606		
P40937	RFC5	Replication factor C subunit 5 (Activator 1 36 kDa subunit) (A1 36 kDa subunit) (Activator 1 subunit 5) (Replication factor C 36 kDa subunit) (RF-C 36 kDa subunit) (RFC36)	340	reviewed	9606		
P40939	HADHA	Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (Monolysocardiolipin acyltransferase) (MLCL AT) (EC 2.3.1.-) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (LCEH) (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (LCHAD) (EC 1.1.1.211)]	763	reviewed	9606		
P41091	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3 (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma X) (eIF2-gamma X) (eIF2gX)	472	reviewed	9606		
P41218	MNDA	Myeloid cell nuclear differentiation antigen	407	reviewed	9606		
P41226	UBA7	Ubiquitin-like modifier-activating enzyme 7 (Ubiquitin-activating enzyme 7) (EC 6.2.1.-) (D8) (Ubiquitin-activating enzyme E1 homolog)	1012	reviewed	9606		
P41236	PPP1R2	Protein phosphatase inhibitor 2 (IPP-2)	205	reviewed	9606		
P41240	CSK	Tyrosine-protein kinase CSK (EC 2.7.10.4) (C-Src kinase) (Protein-tyrosine kinase CYL)	450	reviewed	9606		
P41250	GARS1	Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1)	739	reviewed	9606		
P41252	IARS1	Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)	1262	reviewed	9606		
P41567	EIF1	Eukaryotic translation initiation factor 1 (eIF1) (A121) (Protein translation factor SUI1 homolog) (Sui1iso1)	113	reviewed	9606		
P42025	ACTR1B	Beta-centractin (Actin-related protein 1B) (ARP1B)	376	reviewed	9606		
P42126	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	302	reviewed	9606		
P42224	STAT1	Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84)	750	reviewed	9606		
P42226	STAT6	Signal transducer and activator of transcription 6 (IL-4 Stat)	847	reviewed	9606		
P42229	STAT5A	Signal transducer and activator of transcription 5A	794	reviewed	9606		
P42345	MTOR	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1) (Tyrosine-protein kinase mTOR) (EC 2.7.10.2)	2549	reviewed	9606		
P42357	HAL	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	657	reviewed	9606		
P42566	EPS15	Epidermal growth factor receptor substrate 15 (Protein Eps15) (Protein AF-1p)	896	reviewed	9606		
P42677	RPS27	Small ribosomal subunit protein eS27 (40S ribosomal protein S27) (Metallopan-stimulin 1) (MPS-1)	84	reviewed	9606		
P42704	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)	1394	reviewed	9606		
P42765	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial (EC 2.3.1.16) (Acetyl-CoA acetyltransferase) (EC 2.3.1.9) (Acetyl-CoA acyltransferase) (Acyl-CoA hydrolase, mitochondrial) (EC 3.1.2.-, EC 3.1.2.1, EC 3.1.2.2) (Beta-ketothiolase) (Mitochondrial 3-oxoacyl-CoA thiolase) (T1)	397	reviewed	9606		
P42766	RPL35	Large ribosomal subunit protein uL29 (60S ribosomal protein L35)	123	reviewed	9606		
P42898	MTHFR	Methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53)	656	reviewed	9606		
P43007	SLC1A4	Neutral amino acid transporter A (Alanine/serine/cysteine/threonine transporter 1) (ASCT-1) (Solute carrier family 1 member 4)	532	reviewed	9606		
P43034	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)	410	reviewed	9606		
P43121	MCAM	Cell surface glycoprotein MUC18 (Cell surface glycoprotein P1H12) (Melanoma cell adhesion molecule) (Melanoma-associated antigen A32) (Melanoma-associated antigen MUC18) (S-endo 1 endothelial-associated antigen) (CD antigen CD146)	646	reviewed	9606		
P43155	CRAT	Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.137) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT)	626	reviewed	9606		
P43243	MATR3	Matrin-3	847	reviewed	9606		
P43246	MSH2	DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2)	934	reviewed	9606		
P43251	BTD	Biotinidase (Biotinase) (EC 3.5.1.12)	523	reviewed	9606		
P43304	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3) (mitochondrial glycerophosphate dehydrogenase gene) (mGDH) (mtGPD)	727	reviewed	9606		
P43307	SSR1	Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)	286	reviewed	9606		
P43487	RANBP1	Ran-specific GTPase-activating protein (Ran-binding protein 1) (RanBP1)	201	reviewed	9606		
P43490	NAMPT	Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin)	491	reviewed	9606		
P43652	AFM	Afamin (Alpha-albumin) (Alpha-Alb)	599	reviewed	9606		
P43686	PSMC4	26S proteasome regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	418	reviewed	9606		
P43897	TSFM	Elongation factor Ts, mitochondrial (EF-Ts) (EF-TsMt)	325	reviewed	9606		
P45381	ASPA	Aspartoacylase (EC 3.5.1.15) (Aminoacylase-2) (ACY-2)	313	reviewed	9606		
P45877	PPIC	Peptidyl-prolyl cis-trans isomerase C (PPIase C) (EC 5.2.1.8) (Cyclophilin C) (Rotamase C)	212	reviewed	9606		
P45880	VDAC2	Non-selective voltage-gated ion channel VDAC2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2)	294	reviewed	9606		
P45954	ACADSB	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.1) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase) (EC 1.3.8.5)	432	reviewed	9606		
P45973	CBX5	Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha)	191	reviewed	9606		
P45974	USP5	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	858	reviewed	9606		
P45985	MAP2K4	Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1) (Stress-activated protein kinase kinase 1) (SAPK kinase 1) (SAPKK-1) (SAPKK1) (c-Jun N-terminal kinase kinase 1) (JNKK)	399	reviewed	9606		
P46019	PHKA2	Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)	1235	reviewed	9606		
P46020	PHKA1	Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform (Phosphorylase kinase alpha M subunit)	1223	reviewed	9606		
P46060	RANGAP1	Ran GTPase-activating protein 1 (RanGAP1)	587	reviewed	9606		
P46063	RECQL	ATP-dependent DNA helicase Q1 (EC 5.6.2.4) (DNA 3'-5' helicase Q1) (DNA helicase, RecQ-like type 1) (RecQ1) (DNA-dependent ATPase Q1) (RecQ protein-like 1)	649	reviewed	9606		
P46087	NOP2	28S rRNA (cytosine(4447)-C(5))-methyltransferase (EC 2.1.1.-) (Nucleolar protein 1) (Nucleolar protein 2 homolog) (Proliferating-cell nucleolar antigen p120) (Proliferation-associated nucleolar protein p120)	812	reviewed	9606		
P46108	CRK	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	304	reviewed	9606		
P46109	CRKL	Crk-like protein	303	reviewed	9606		
P46199	MTIF2	Translation initiation factor IF-2, mitochondrial (IF-2(Mt)) (IF-2Mt) (IF2(mt))	727	reviewed	9606		
P46379	BAG6	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	1132	reviewed	9606		
P46459	NSF	Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (NEM-sensitive fusion protein) (Vesicular-fusion protein NSF)	744	reviewed	9606		
P46734	MAP2K3	Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3) (Stress-activated protein kinase kinase 2) (SAPK kinase 2) (SAPKK-2) (SAPKK2)	347	reviewed	9606		
P46736	BRCC3	Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)	316	reviewed	9606		
P46776	RPL27A	Large ribosomal subunit protein uL15 (60S ribosomal protein L27a)	148	reviewed	9606		
P46777	RPL5	Large ribosomal subunit protein uL18 (60S ribosomal protein L5)	297	reviewed	9606		
P46778	RPL21	Large ribosomal subunit protein eL21 (60S ribosomal protein L21)	160	reviewed	9606		
P46779	RPL28	Large ribosomal subunit protein eL28 (60S ribosomal protein L28)	137	reviewed	9606		
P46781	RPS9	Small ribosomal subunit protein uS4 (40S ribosomal protein S9)	194	reviewed	9606		
P46782	RPS5	Small ribosomal subunit protein uS7 (40S ribosomal protein S5) [Cleaved into: Small ribosomal subunit protein uS7, N-terminally processed (40S ribosomal protein S5, N-terminally processed)]	204	reviewed	9606		
P46783	RPS10	Small ribosomal subunit protein eS10 (40S ribosomal protein S10)	165	reviewed	9606		
P46821	MAP1B	Microtubule-associated protein 1B (MAP-1B) [Cleaved into: MAP1B heavy chain; MAP1 light chain LC1]	2468	reviewed	9606		
P46926	GNPDA1	Glucosamine-6-phosphate deaminase 1 (GlcN6P deaminase 1) (EC 3.5.99.6) (Glucosamine-6-phosphate isomerase 1) (Protein oscillin)	289	reviewed	9606		
P46939	UTRN	Utrophin (Dystrophin-related protein 1) (DRP-1)	3433	reviewed	9606		
P46940	IQGAP1	Ras GTPase-activating-like protein IQGAP1 (p195)	1657	reviewed	9606		
P46976	GYG1	Glycogenin-1 (GN-1) (GN1) (EC 2.4.1.186)	350	reviewed	9606		
P46977	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1) (Transmembrane protein TMC)	705	reviewed	9606		
P47755	CAPZA2	F-actin-capping protein subunit alpha-2 (CapZ alpha-2)	286	reviewed	9606		
P47813	EIF1AX	Eukaryotic translation initiation factor 1A, X-chromosomal (eIF-1A X isoform) (eIF1A X isoform) (Eukaryotic translation initiation factor 4C) (eIF-4C)	144	reviewed	9606		
P47914	RPL29	Large ribosomal subunit protein eL29 (60S ribosomal protein L29) (Cell surface heparin-binding protein HIP)	159	reviewed	9606		
P47985	UQCRFS1	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence) (UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein)]	274	reviewed	9606		
P48047	ATP5PO	ATP synthase peripheral stalk subunit OSCP, mitochondrial (ATP synthase subunit O) (Oligomycin sensitivity conferral protein) (OSCP)	213	reviewed	9606		
P48059	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1 (Particularly interesting new Cys-His protein 1) (PINCH-1) (Renal carcinoma antigen NY-REN-48)	325	reviewed	9606		
P48163	ME1	NADP-dependent malic enzyme (NADP-ME) (EC 1.1.1.40) (Malic enzyme 1)	572	reviewed	9606		
P48444	ARCN1	Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)	511	reviewed	9606		
P48449	LSS	Lanosterol synthase (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC) (hOSC)	732	reviewed	9606		
P48507	GCLM	Glutamate--cysteine ligase regulatory subunit (GCS light chain) (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit)	274	reviewed	9606		
P48509	CD151	CD151 antigen (GP27) (Membrane glycoprotein SFA-1) (Platelet-endothelial tetraspan antigen 3) (PETA-3) (Tetraspanin-24) (Tspan-24) (CD antigen CD151)	253	reviewed	9606		
P48556	PSMD8	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12) (26S proteasome regulatory subunit S14) (p31)	350	reviewed	9606		
P48594	SERPINB4	Serpin B4 (Leupin) (Peptidase inhibitor 11) (PI-11) (Squamous cell carcinoma antigen 2) (SCCA-2)	390	reviewed	9606		
P48637	GSS	Glutathione synthetase (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)	474	reviewed	9606		
P48643	CCT5	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (EC 3.6.1.-) (CCT-epsilon) (Chaperonin containing T-complex polypeptide 1 subunit 5)	541	reviewed	9606		
P48681	NES	Nestin	1621	reviewed	9606		
P48730	CSNK1D	Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26)	415	reviewed	9606		
P48735	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	452	reviewed	9606		
P48739	PITPNB	Phosphatidylinositol transfer protein beta isoform (PI-TP-beta) (PtdIns transfer protein beta) (PtdInsTP beta)	271	reviewed	9606		
P49023	PXN	Paxillin	591	reviewed	9606		
P49069	CAMLG	Guided entry of tail-anchored proteins factor CAMLG (Calcium signal-modulating cyclophilin ligand)	296	reviewed	9606		
P49137	MAPKAPK2	MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1)	400	reviewed	9606		
P49189	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase (TMABA-DH) (TMABALDH) (EC 1.2.1.47) (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Formaldehyde dehydrogenase) (EC 1.2.1.46) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]	494	reviewed	9606		
P49207	RPL34	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	117	reviewed	9606		
P49247	RPIA	Ribose-5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)	311	reviewed	9606		
P49321	NASP	Nuclear autoantigenic sperm protein (NASP)	788	reviewed	9606		
P49327	FASN	Fatty acid synthase (EC 2.3.1.85) (Type I fatty acid synthase) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]	2511	reviewed	9606		
P49356	FNTB	Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta)	437	reviewed	9606		
P49368	CCT3	T-complex protein 1 subunit gamma (TCP-1-gamma) (EC 3.6.1.-) (CCT-gamma) (Chaperonin containing T-complex polypeptide 1 subunit 3) (hTRiC5)	545	reviewed	9606		
P49406	MRPL19	Large ribosomal subunit protein bL19m (39S ribosomal protein L15, mitochondrial) (L15mt) (MRP-L15) (39S ribosomal protein L19, mitochondrial) (L19mt) (MRP-L19)	292	reviewed	9606		
P49411	TUFM	Elongation factor Tu, mitochondrial (EF-Tu) (EC 3.6.5.3) (P43)	455	reviewed	9606		
P49419	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase) (EC 1.2.1.31) (Aldehyde dehydrogenase family 7 member A1) (EC 1.2.1.3) (Antiquitin-1) (Betaine aldehyde dehydrogenase) (EC 1.2.1.8) (Delta1-piperideine-6-carboxylate dehydrogenase) (P6c dehydrogenase)	539	reviewed	9606		
P49448	GLUD2	Glutamate dehydrogenase 2, mitochondrial (GDH 2) (EC 1.4.1.3)	558	reviewed	9606		
P49458	SRP9	Signal recognition particle 9 kDa protein (SRP9)	86	reviewed	9606		
P49585	PCYT1A	Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)	367	reviewed	9606		
P49588	AARS1	Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Protein lactyltransferase AARS1) (EC 6.-.-.-) (Renal carcinoma antigen NY-REN-42)	968	reviewed	9606		
P49589	CARS1	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	748	reviewed	9606		
P49591	SARS1	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	514	reviewed	9606		
