# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-13T04:25:20Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
rank	accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff	robust_z
1222	Q32MZ4	LRRFIP1	2	808	89251.9	43	0.481782	43	45	-0.0465116	-0.465249
1223	O75521	ECI2	2	394	43584.6	21	0.481821	21	19	0.0952381	-0.464814
1224	Q99460	PSMD1	2	953	105835	51	0.481883	51	50	0.0196078	-0.464133
1225	Q8N4X5	AFAP1L2	2	818	91298.3	44	0.481936	44	44	0	-0.463537
1226	Q96JJ7	TMX3	2	454	51871.4	25	0.481962	25	24	0.04	-0.463258
1227	Q93008	USP9X	2	2554	290458	140	0.481997	140	132	0.0571429	-0.462865
1228	O14618	CCS	2	274	29040.2	14	0.48209	14	15	-0.0714286	-0.461833
1229	Q9HAC7	SUGCT	2	438	47707.4	23	0.482105	23	19	0.173913	-0.461661
1230	Q15063	POSTN	2	836	93312.8	45	0.482249	45	44	0.0222222	-0.460069
1231	P17858	PFKL	2	780	85017.5	41	0.482254	41	41	0	-0.460013
1232	P25398	RPS12	2	132	14514.8	7	0.482266	7	7	0	-0.45988
1233	Q12996	CSTF3	2	717	82920.4	40	0.48239	40	40	0	-0.458501
1234	Q13177	PAK2	2	524	58041.9	28	0.48241	28	25	0.107143	-0.458277
1235	P40227	CCT6A	2	531	58023.4	28	0.482564	28	29	-0.0357143	-0.456572
1236	O95747	OXSR1	2	527	58021.3	28	0.482581	28	28	0	-0.456379
1237	P20020	ATP2B1	2	1220	134683	65	0.482615	65	65	0	-0.456009
1238	P49641	MAN2A2	2	1150	130536	63	0.482624	63	60	0.047619	-0.455905
1239	P01011	SERPINA3	2	423	47650.1	23	0.482685	23	23	0	-0.455224
1240	Q13423	NNT	2	1086	113894	55	0.482904	55	49	0.109091	-0.452791
1241	Q9UBS8	RNF14	2	474	53836.8	26	0.482941	26	24	0.0769231	-0.45238
1242	P46776	RPL27A	2	148	16561.2	8	0.483056	8	8	0	-0.451107
1243	Q9UI12	ATP6V1H	2	483	55882.2	27	0.483159	27	27	0	-0.449965
1244	Q8IYU8	MICU2	2	434	49665.5	24	0.483233	24	23	0.0416667	-0.449142
1245	Q15363	TMED2	2	201	22761	11	0.483283	11	11	0	-0.448585
1246	Q5U651	RASIP1	2	963	103456	50	0.483299	50	43	0.14	-0.448413
1247	Q5T749	KPRP	2	579	64135	31	0.483355	31	21	0.322581	-0.447783
1248	O14981	BTAF1	2	1849	206884	100	0.483362	100	95	0.05	-0.447709
1249	Q9NZL4	HSPBP1	2	359	39302.2	19	0.483433	19	18	0.0526316	-0.446917
1250	Q02750	MAP2K1	2	393	43438.4	21	0.483443	21	18	0.142857	-0.446813
1251	Q0ZGT2	NEXN	1	675	80657.3	39	0.483527	39	40	-0.025641	-0.445878
1252	Q99643	SDHC	2	169	18609.9	9	0.483613	9	8	0.111111	-0.444924
1253	Q9BWH2	FUNDC2	2	189	20675.4	10	0.483666	10	10	0	-0.444335
1254	Q14624	ITIH4	2	930	103356	50	0.483766	50	47	0.06	-0.44323
1255	P01023	A2M	2	1474	163289	79	0.483805	79	75	0.0506329	-0.442794
1256	Q92831	KAT2B	1	832	93011.9	45	0.483809	45	46	-0.0222222	-0.442747
1257	Q13363	CTBP1	2	440	47534.6	23	0.483858	23	21	0.0869565	-0.4422
1258	Q9HCU5	PREB	2	417	45467.5	22	0.483863	22	22	0	-0.442154
1259	P49959	MRE11	2	708	80592.1	39	0.483918	39	39	0	-0.441535
1260	P62899	RPL31	2	125	14462.7	7	0.484002	7	7	0	-0.440602
1261	O15160	POLR1C	2	346	39249.2	19	0.484087	19	16	0.157895	-0.439665
1262	O14880	MGST3	2	152	16516.1	8	0.484375	8	8	0	-0.43646
1263	O60341	KDM1A	2	852	92901.3	45	0.484385	45	44	0.0222222	-0.436355
1264	Q6P996	PDXDC1	2	788	86705.7	42	0.484397	42	41	0.0238095	-0.436217
1265	Q9H1H9	KIF13A	2	1805	202306	98	0.484416	98	95	0.0306122	-0.436013
1266	Q8IWV7	UBR1	2	1749	200208	97	0.484497	97	94	0.0309278	-0.435111
1267	P61201	COPS2	2	443	51595.9	25	0.484535	25	26	-0.04	-0.434694
1268	O14972	VPS26C	2	297	33010.1	16	0.484701	16	15	0.0625	-0.432849
1269	Q13442	PDAP1	2	181	20629.7	10	0.484737	10	10	0	-0.432442
1270	P21817	RYR1	1	5038	565168	274	0.484812	274	266	0.0291971	-0.431615
1271	Q15046	KARS1	2	597	68047.2	33	0.484957	33	31	0.0606061	-0.43
1272	O95573	ACSL3	2	720	80419.2	39	0.484959	39	36	0.0769231	-0.429982
1273	Q63HR2	TNS2	2	1409	152578	74	0.484997	74	67	0.0945946	-0.429555
1274	P19961	AMY2B	2	511	57709.2	28	0.485192	28	27	0.0357143	-0.427399
1275	P04746	AMY2A	2	511	57706.2	28	0.485216	28	27	0.0357143	-0.427123
1276	Q2V2M9	FHOD3	1	1422	158611	77	0.485465	77	74	0.038961	-0.424362
1277	Q9BQE5	APOL2	2	337	37077.8	18	0.485466	18	18	0	-0.424353
1278	Q9UBB5	MBD2	2	411	43254.1	21	0.485503	21	22	-0.047619	-0.423938
1279	Q5VZM2	RRAGB	2	374	43249.9	21	0.485551	21	21	0	-0.423412
1280	P47755	CAPZA2	2	286	32948.6	16	0.485604	16	15	0.0625	-0.422819
1281	P23109	AMPD1	2	747	86488.7	42	0.485613	42	39	0.0714286	-0.422725
1282	P04062	GBA1	2	536	59715.3	29	0.485638	29	29	0	-0.422447
1283	Q6NYC8	PPP1R18	2	613	67941.5	33	0.485712	33	32	0.030303	-0.421624
1284	Q9UIQ6	LNPEP	2	1025	117347	57	0.485737	57	56	0.0175439	-0.421339
1285	Q00653	NFKB2	2	900	96747.7	47	0.485799	47	46	0.0212766	-0.42065
1286	Q9Y5U8	MPC1	2	109	12347.3	6	0.485936	6	6	0	-0.419137
1287	P48730	CSNK1D	2	415	47329.4	23	0.485956	23	22	0.0434783	-0.418918
1288	P52907	CAPZA1	2	286	32922.3	16	0.485993	16	16	0	-0.4185
1289	P43243	MATR3	2	847	94621.8	46	0.486146	46	47	-0.0217391	-0.416807
1290	O00233	PSMD9	2	223	24681.5	12	0.486195	12	11	0.0833333	-0.416258
1291	Q15274	QPRT	2	297	30845.2	15	0.4863	15	13	0.133333	-0.415094
1292	Q9Y576	ASB1	2	335	37013.9	18	0.486303	18	18	0	-0.415059
1293	Q8NHV4	NEDD1	2	660	71965.1	35	0.486347	35	35	0	-0.414576
1294	Q15477	SKIC2	2	1246	137753	67	0.486377	67	63	0.0597015	-0.414235
1295	Q9ULC4	MCTS1	2	181	20555	10	0.486499	10	10	0	-0.412888
1296	P02746	C1QB	2	253	26721.5	13	0.486499	13	13	0	-0.412884
1297	Q8NEV1	CSNK2A3	2	391	45219.1	22	0.48652	22	23	-0.0454545	-0.412648
1298	P50416	CPT1A	2	773	88366.3	43	0.486611	43	44	-0.0232558	-0.411645
1299	Q14554	PDIA5	2	519	59593.6	29	0.486629	29	30	-0.0344828	-0.41144
1300	Q96AG4	LRRC59	2	307	34929.9	17	0.486689	17	18	-0.0588235	-0.410778
1301	P36873	PPP1CC	2	323	36983.3	18	0.486706	18	19	-0.0555556	-0.410586
1302	Q9Y2X3	NOP58	2	529	59577.5	29	0.486761	29	29	0	-0.409974
1303	P0C7P4	UQCRFS1P1	2	283	30815	15	0.486777	15	16	-0.0666667	-0.409803
1304	P80188	LCN2	2	198	22587.8	11	0.486989	11	11	0	-0.407441
1305	P22061	PCMT1	2	227	24636	12	0.487091	12	11	0.0833333	-0.406307
1306	Q9HAU5	UPF2	2	1272	147808	72	0.487118	72	67	0.0694444	-0.406008
1307	Q14247	CTTN	2	550	61585.3	30	0.487129	30	30	0	-0.40589
1308	Q9NZJ6	COQ3	2	369	41053.5	20	0.487169	20	17	0.15	-0.40545
1309	Q9BYV7	BCO2	2	579	65673.3	32	0.48726	32	31	0.03125	-0.404434
1310	P08253	MMP2	1	660	73881.4	36	0.487267	36	36	0	-0.404357
1311	Q9NP77	SSU72	2	194	22574.2	11	0.487282	11	11	0	-0.404194
1312	P49770	EIF2B2	2	351	38989.1	19	0.487316	19	19	0	-0.403814
1313	O14647	CHD2	2	1828	211340	103	0.487366	103	103	0	-0.403265
1314	Q9ULJ7	ANKRD50	2	1429	155857	76	0.487627	76	72	0.0526316	-0.400356
1315	Q12905	ILF2	2	390	43061.6	21	0.487674	21	21	0	-0.39984
1316	Q53H82	LACTB2	2	288	32805.2	16	0.487727	16	16	0	-0.399248
1317	P17568	NDUFB7	2	137	16401.7	8	0.487754	8	8	0	-0.398955
1318	Q96PV6	LENG8	2	800	88156	43	0.487772	43	41	0.0465116	-0.398753
1319	P21399	ACO1	2	889	98397.6	48	0.487817	48	48	0	-0.398255
1320	P01160	NPPA	2	151	16395.4	8	0.487943	8	8	0	-0.396854
1321	P46020	PHKA1	2	1223	137310	67	0.487948	67	66	0.0149254	-0.396803
1322	Q5VST9	OBSCN	1	7968	868452	424	0.488225	424	391	0.0778302	-0.393722
1323	P27635	RPL10	2	214	24576.6	12	0.488269	12	13	-0.0833333	-0.39323
1324	P36776	LONP1	2	959	106488	52	0.488319	52	51	0.0192308	-0.392684
1325	P51452	DUSP3	2	185	20478	10	0.488329	10	10	0	-0.392569
1326	Q4J6C6	PREPL	2	727	83925.9	41	0.488526	41	42	-0.0243902	-0.390378
1327	P10644	PRKAR1A	2	381	42981.1	21	0.488587	21	20	0.047619	-0.389708
1328	Q9Y6D6	ARFGEF1	2	1849	208764	102	0.48859	102	99	0.0294118	-0.389668
1329	Q9UGP8	SEC63	2	760	87995.7	43	0.48866	43	41	0.0465116	-0.388888
1330	Q8IYB8	SUPV3L1	2	786	87989.8	43	0.488693	43	37	0.139535	-0.38853
1331	P60602	ROMO1	2	79	8182.83	4	0.488828	4	4	0	-0.387023
1332	Q15413	RYR3	1	4870	552034	270	0.4891	270	267	0.0111111	-0.384009
1333	P41091	EIF2S3	2	472	51108.9	25	0.489152	25	24	0.04	-0.383434
1334	Q9BQC6	MRPL57	2	102	12266	6	0.489155	6	6	0	-0.383396
1335	Q641Q2	WASHC2A	2	1341	147181	72	0.489192	72	67	0.0694444	-0.382986
1336	O75298	RTN2	1	545	59262.8	29	0.489346	29	29	0	-0.38128
1337	P20231	TPSB2	2	275	30650.8	15	0.489384	15	14	0.0666667	-0.38086
1338	P84090	ERH	2	104	12258.8	6	0.489446	6	6	0	-0.380171
1339	Q53GS9	USP39	2	565	65379.6	32	0.489449	32	31	0.03125	-0.380132
1340	Q13595	TRA2A	2	282	32688.2	16	0.489473	16	14	0.125	-0.379867
1341	Q9BWS9	CHID1	2	393	44939.9	22	0.489543	22	22	0	-0.379094
1342	Q9UKG1	APPL1	2	709	79662.2	39	0.489567	39	37	0.0512821	-0.378825
1343	Q13724	MOGS	2	837	91916	45	0.489577	45	42	0.0666667	-0.378709
1344	Q99757	TXN2	2	166	18383	9	0.489582	9	9	0	-0.378662
1345	Q9Y2J8	PADI2	2	665	75563	37	0.489657	37	37	0	-0.377821
1346	Q96L92	SNX27	2	541	61264.5	30	0.48968	30	30	0	-0.377569
1347	P40616	ARL1	2	181	20417.3	10	0.489781	10	10	0	-0.376443
1348	Q96DD0	LRRC39	1	335	38792.4	19	0.489787	19	19	0	-0.376383
1349	Q14CX7	NAA25	2	972	112291	55	0.4898	55	55	0	-0.376232
1350	P07942	LAMB1	2	1786	198036	97	0.489809	97	87	0.103093	-0.376138
1351	Q13838	DDX39B	2	428	48990.7	24	0.489889	24	26	-0.0833333	-0.375249
1352	Q9NQ50	MRPL40	2	206	24489.9	12	0.489997	12	11	0.0833333	-0.37405
1353	Q5SSJ5	HP1BP3	2	553	61206.2	30	0.490146	30	32	-0.0666667	-0.372392
1354	Q9Y371	SH3GLB1	2	365	40795.7	20	0.490247	20	20	0	-0.371272
1355	Q16647	PTGIS	2	500	57103	28	0.490342	28	28	0	-0.370219
1356	P09651	HNRNPA1	2	372	38746.5	19	0.490367	19	19	0	-0.369939
1357	Q9UKF6	CPSF3	2	684	77484.9	38	0.490418	38	36	0.0526316	-0.369377
1358	Q13586	STIM1	2	685	77422	38	0.490816	38	38	0	-0.364954
1359	Q8IX01	SUGP2	2	1082	120205	59	0.490827	59	58	0.0169492	-0.364835
1360	Q9Y6B6	SAR1B	2	198	22409.6	11	0.490862	11	11	0	-0.364452
1361	O75153	CLUH	2	1309	146668	72	0.490906	72	73	-0.0138889	-0.363961
1362	Q9BUJ2	HNRNPUL1	2	856	95737.4	47	0.490926	47	46	0.0212766	-0.363732
1363	Q14699	RFTN1	2	578	63144.8	31	0.490935	31	29	0.0645161	-0.363636
1364	Q13596	SNX1	2	522	59068.6	29	0.490955	29	27	0.0689655	-0.363415
1365	P32456	GBP2	2	591	67208.1	33	0.491013	33	33	0	-0.362776
1366	P00751	CFB	2	764	85531.9	42	0.491045	42	40	0.047619	-0.362417
1367	Q9NZM3	ITSN2	2	1697	193458	95	0.491061	95	94	0.0105263	-0.362234
1368	Q9NPA0	EMC7	2	242	26470.3	13	0.491117	13	12	0.0769231	-0.361621
1369	P26678	PLN	2	52	6108.48	3	0.491121	3	3	0	-0.361573
1370	Q9NQE9	HINT3	2	182	20361	10	0.491134	10	10	0	-0.361428
1371	P06703	S100A6	2	90	10179.6	5	0.49118	5	5	0	-0.360921
1372	P26640	VARS1	2	1264	140474	69	0.491195	69	65	0.057971	-0.360752
1373	Q96RL7	VPS13A	2	3174	360271	177	0.491297	177	164	0.0734463	-0.359621
1374	Q86VP6	CAND1	2	1230	136374	67	0.491297	67	66	0.0149254	-0.359614
1375	Q9NVA1	UQCC1	2	299	34599.7	17	0.491334	17	16	0.0588235	-0.359207
1376	P62826	RAN	2	216	24422.8	12	0.491344	12	11	0.0833333	-0.359098
1377	Q9BU61	NDUFAF3	2	184	20349.9	10	0.491403	10	11	-0.1	-0.358441
1378	P21980	TGM2	2	687	77327.9	38	0.491414	38	36	0.0526316	-0.358321
1379	Q9UBT2	UBA2	2	640	71222.6	35	0.491417	35	34	0.0285714	-0.358286
1380	Q6PCB0	VWA1	2	445	46803.3	23	0.491419	23	22	0.0434783	-0.358267
1381	A2RRP1	NBAS	2	2371	268567	132	0.491498	132	129	0.0227273	-0.357392
1382	P29144	TPP2	2	1249	138348	68	0.491514	68	70	-0.0294118	-0.357207
1383	O00487	PSMD14	2	310	34576.6	17	0.491661	17	16	0.0588235	-0.355571
1384	Q99798	ACO2	2	780	85424.2	42	0.491664	42	39	0.0714286	-0.355546
1385	Q8WUP2	FBLIM1	2	373	40669.3	20	0.491771	20	19	0.05	-0.354352
1386	Q96QV6	H2AC1	2	131	14233.3	7	0.491805	7	7	0	-0.353977
1387	Q9NR31	SAR1A	2	198	22366.5	11	0.491807	11	11	0	-0.35396
1388	Q9NZ45	CISD1	2	108	12198.9	6	0.491847	6	6	0	-0.353507
1389	P35030	PRSS3	2	304	32528.5	16	0.491877	16	16	0	-0.353184
1390	Q96JB5	CDK5RAP3	2	506	56919.7	28	0.491921	28	27	0.0357143	-0.352688
1391	Q9Y223	GNE	2	722	79273.5	39	0.491967	39	39	0	-0.352175
1392	P50851	LRBA	2	2863	319103	157	0.492004	157	156	0.00636943	-0.35177
1393	Q9NX20	MRPL16	2	251	28448.9	14	0.492111	14	14	0	-0.35058
1394	O43824	GTPBP6	2	516	56896.6	28	0.49212	28	29	-0.0357143	-0.350476
1395	Q96C86	DCPS	2	337	38608.1	19	0.492125	19	19	0	-0.350426
1396	Q8IW45	NAXD	2	347	36575.4	18	0.492134	18	18	0	-0.350328
1397	Q9NZB2	FAM120A	2	1118	121886	60	0.492264	60	54	0.1	-0.348886
1398	Q9HBL0	TNS1	2	1839	197020	97	0.492337	97	96	0.0103093	-0.348073
1399	O00754	MAN2B1	2	1011	113742	56	0.492341	56	55	0.0178571	-0.348026
1400	P22694	PRKACB	2	351	40622.2	20	0.492342	20	20	0	-0.348014
1401	O00468	AGRN	2	2068	217317	107	0.492367	107	99	0.0747664	-0.347735
1402	Q86SQ0	PHLDB2	2	1253	142156	70	0.492417	70	72	-0.0285714	-0.347183
1403	Q9UBF8	PI4KB	2	816	91377.5	45	0.492463	45	42	0.0666667	-0.346676
1404	O00401	WASL	2	505	54826.2	27	0.492465	27	25	0.0740741	-0.346652
1405	Q6NUQ4	TMEM214	2	689	77149.1	38	0.492552	38	37	0.0263158	-0.345681
1406	Q9NP87	POLM	2	494	54814.6	27	0.492569	27	24	0.111111	-0.345493
1407	O43747	AP1G1	2	822	91350.1	45	0.49261	45	44	0.0222222	-0.345039
1408	P56945	BCAR1	2	870	93370.3	46	0.492662	46	44	0.0434783	-0.344464
1409	P09661	SNRPA1	2	255	28415.2	14	0.492694	14	14	0	-0.344104
1410	P15172	MYOD1	1	320	34500.8	17	0.492742	17	16	0.0588235	-0.343574
1411	Q53EU6	GPAT3	2	434	48704.6	24	0.492767	24	25	-0.0416667	-0.3433
1412	O75147	OBSL1	1	1896	206944	102	0.492887	102	94	0.0784314	-0.341967
1413	O15269	SPTLC1	2	473	52743.2	26	0.492955	26	26	0	-0.341215
1414	Q6ZMU5	TRIM72	2	477	52729.7	26	0.49308	26	23	0.115385	-0.339819
1415	Q96EP0	RNF31	2	1072	119650	59	0.493104	59	55	0.0677966	-0.339556
1416	O95831	AIFM1	2	613	66899.7	33	0.493275	33	32	0.030303	-0.337653
1417	Q14764	MVP	2	893	99325.4	49	0.493328	49	49	0	-0.337071
1418	Q08945	SSRP1	2	709	81073.9	40	0.493377	40	40	0	-0.336522
1419	Q15029	EFTUD2	2	972	109434	54	0.493446	54	56	-0.037037	-0.335755
1420	Q8WYL5	SSH1	2	1049	115509	57	0.493467	57	55	0.0350877	-0.335525
1421	Q9H0S4	DDX47	2	455	50645.8	25	0.493624	25	25	0	-0.333781
1422	Q5VZ89	DENND4C	2	1909	212707	105	0.493636	105	99	0.0571429	-0.333654
1423	O94901	SUN1	2	785	87108.2	43	0.493639	43	43	0	-0.333618
1424	Q9UBS4	DNAJB11	2	358	40513.5	20	0.493663	20	22	-0.1	-0.333351
1425	Q9NYL2	MAP3K20	2	800	91153.7	45	0.493672	45	45	0	-0.333254
1426	P62913	RPL11	2	178	20252.2	10	0.493774	10	9	0.1	-0.332115
1427	P01031	C5	2	1676	188303	93	0.493885	93	92	0.0107527	-0.330884
1428	O75688	PPM1B	2	479	52642	26	0.493902	26	26	0	-0.330694
1429	Q9UH62	ARMCX3	2	379	42500.1	21	0.494117	21	19	0.0952381	-0.32831
1430	P01889	HLA-B	2	362	40459.4	20	0.494323	20	20	0	-0.326029
1431	Q9P289	STK26	2	416	46528.1	23	0.494325	23	24	-0.0434783	-0.326005
1432	P04632	CAPNS1	2	268	28315.4	14	0.49443	14	14	0	-0.324838
1433	P04899	GNAI2	2	355	40450.4	20	0.494433	20	20	0	-0.324801
1434	P23508	MCC	2	829	93025.8	46	0.494487	46	43	0.0652174	-0.324208
1435	Q99873	PRMT1	2	371	42461.2	21	0.494569	21	20	0.047619	-0.323288
1436	P46777	RPL5	2	297	34362.3	17	0.494728	17	17	0	-0.321523
1437	P17812	CTPS1	2	591	66689.5	33	0.49483	33	31	0.0606061	-0.320392
1438	P12955	PEPD	2	493	54547.6	27	0.494981	27	25	0.0740741	-0.31872
1439	O95479	H6PD	2	791	88891.1	44	0.494988	44	42	0.0454545	-0.318643
1440	Q9Y6P5	SESN1	2	492	56556.4	28	0.495081	28	28	0	-0.31761
1441	O60610	DIAPH1	2	1272	141345	70	0.495241	70	70	0	-0.315834
1442	P31040	SDHA	2	664	72690.6	36	0.495249	36	35	0.0277778	-0.315738
1443	O14979	HNRNPDL	2	420	46436.9	23	0.495296	23	24	-0.0434783	-0.315227
1444	O15198	SMAD9	2	467	52492.7	26	0.495307	26	23	0.115385	-0.315096
1445	P12694	BCKDHA	2	445	50470.2	25	0.495342	25	24	0.04	-0.314709
1446	Q05639	EEF1A2	2	463	50469.6	25	0.495347	25	23	0.08	-0.314652
1447	Q9Y5K8	ATP6V1D	2	247	28262.4	14	0.495357	14	14	0	-0.314542
1448	O75170	PPP6R2	2	966	104940	52	0.495521	52	53	-0.0192308	-0.312727
1449	Q13206	DDX10	2	875	100886	50	0.495606	50	50	0	-0.311775
1450	Q96MG2	JSRP1	2	331	36318.1	18	0.495621	18	19	-0.0555556	-0.311616
1451	Q9Y639	NPTN	2	398	44386.6	22	0.495645	22	22	0	-0.311347
1452	Q9P265	DIP2B	2	1576	171489	85	0.495658	85	76	0.105882	-0.311204
1453	P53609	PGGT1B	2	377	42367.7	21	0.495661	21	20	0.047619	-0.311173
1454	Q7L7L0	H2AC25	2	130	14121.3	7	0.495706	7	7	0	-0.310667
1455	Q96CG8	CTHRC1	2	243	26223.6	13	0.495736	13	13	0	-0.310336
1456	Q5VVQ6	YOD1	2	348	38321.9	19	0.4958	19	19	0	-0.309622
1457	Q96K76	USP47	2	1375	157309	78	0.495839	78	77	0.0128205	-0.309193
1458	P49023	PXN	2	591	64504.5	32	0.496089	32	30	0.0625	-0.306416
1459	O75027	ABCB7	2	752	82640.1	41	0.496127	41	39	0.0487805	-0.305993
1460	Q9BYV6	TRIM55	2	548	60464.9	30	0.496156	30	30	0	-0.305674
1461	P20671	H2AC7	2	130	14107.3	7	0.496198	7	7	0	-0.305213
1462	Q93077	H2AC6	2	130	14105.3	7	0.496269	7	7	0	-0.304424
1463	Q9Y570	PPME1	2	386	42314.9	21	0.496279	21	21	0	-0.304307
1464	Q96CN7	ISOC1	2	298	32236.3	16	0.496335	16	16	0	-0.303687
1465	Q9H269	VPS16	2	839	94692.1	47	0.496345	47	47	0	-0.303571
1466	Q9BXW7	HDHD5	2	423	46320.8	23	0.496537	23	22	0.0434783	-0.301442
1467	O75439	PMPCB	2	489	54365.4	27	0.49664	27	27	0	-0.300304
1468	P42566	EPS15	2	896	98654.2	49	0.496685	49	48	0.0204082	-0.299806
1469	Q9NZ32	ACTR10	2	417	46306.4	23	0.496691	23	24	-0.0434783	-0.29973
1470	Q7Z3D6	DGLUCY	2	616	66435.7	33	0.496721	33	31	0.0606061	-0.299402
1471	O15382	BCAT2	2	392	44287.1	22	0.496758	22	20	0.0909091	-0.298986
1472	Q9BYG3	NIFK	2	293	34221.8	17	0.49676	17	17	0	-0.298974
1473	Q9Y2A7	NCKAP1	2	1128	128788	64	0.496941	64	63	0.015625	-0.296964
1474	P35625	TIMP3	2	211	24144.8	12	0.497002	12	12	0	-0.296277
1475	Q9NVD7	PARVA	1	372	42243.1	21	0.497122	21	19	0.0952381	-0.294945
1476	Q96S44	TP53RK	2	253	28160	14	0.497159	14	13	0.0714286	-0.294538
1477	P04004	VTN	2	478	54304.8	27	0.497193	27	22	0.185185	-0.294157
1478	P62745	RHOB	2	196	22123.2	11	0.497216	11	11	0	-0.293902
1479	A8MXV4	NUDT19	2	375	42232.6	21	0.497247	21	19	0.0952381	-0.293566
1480	O75923	DYSF	2	2080	237291	118	0.497279	118	113	0.0423729	-0.29321
1481	P01591	JCHAIN	2	159	18098.4	9	0.497282	9	9	0	-0.293179
1482	Q15642	TRIP10	2	601	68351.2	34	0.497431	34	34	0	-0.291519
1483	Q7LBR1	CHMP1B	2	199	22109.1	11	0.497533	11	11	0	-0.290383
1484	Q9H2G2	SLK	2	1235	142693	71	0.497572	71	71	0	-0.289951
1485	O95178	NDUFB2	2	105	12058.2	6	0.497585	6	6	0	-0.289805
1486	P19367	HK1	2	917	102485	51	0.497635	51	51	0	-0.289256
1487	Q9UMZ2	SYNRG	2	1314	140652	70	0.497681	70	61	0.128571	-0.28874
1488	P00390	GSR	2	522	56256.4	28	0.497722	28	27	0.0357143	-0.288294
1489	O75342	ALOX12B	2	701	80354.5	40	0.497794	40	40	0	-0.287486
1490	Q9UJU6	DBNL	2	430	48206.6	24	0.497857	24	24	0	-0.286789
1491	P11172	UMPS	2	480	52220.8	26	0.497885	26	27	-0.0384615	-0.286474
1492	Q5T440	IBA57	2	356	38154.4	19	0.497977	19	19	0	-0.285457
1493	O60343	TBC1D4	2	1298	146561	73	0.498086	73	73	0	-0.284247
1494	Q9Y4E8	USP15	2	981	112418	56	0.498142	56	55	0.0178571	-0.283621
1495	Q5VTE0	EEF1A1P5	2	462	50184.5	25	0.498161	25	23	0.08	-0.28341
1496	Q15208	STK38	2	465	54189.5	27	0.498251	27	25	0.0740741	-0.282411
1497	Q9P2J5	LARS1	2	1176	134464	67	0.498273	67	63	0.0597015	-0.282173
1498	Q5XPI4	RNF123	2	1314	148512	74	0.498275	74	67	0.0945946	-0.282148
1499	Q99715	COL12A1	2	3063	333143	166	0.498284	166	158	0.0481928	-0.282044
1500	P09622	DLD	2	509	54176.7	27	0.498369	27	27	0	-0.281102
1501	Q8IYB3	SRRM1	2	904	102334	51	0.49837	51	51	0	-0.28109
1502	Q13283	G3BP1	2	466	52163.6	26	0.498432	26	24	0.0769231	-0.280411
1503	Q96Q27	ASB2	1	635	70211	35	0.498497	35	35	0	-0.279681
1504	Q16666	IFI16	2	785	88254.6	44	0.498558	44	44	0	-0.279011
1505	P68104	EEF1A1	2	462	50140.4	25	0.4986	25	23	0.08	-0.278539
1506	Q86TI2	DPP9	2	863	98262	49	0.498667	49	46	0.0612245	-0.277799
1507	Q15717	ELAVL1	2	326	36091.4	18	0.498733	18	17	0.0555556	-0.277063
1508	P29317	EPHA2	2	976	108265	54	0.498776	54	52	0.037037	-0.276592
1509	P50993	ATP1A2	2	1020	112264	56	0.498824	56	56	0	-0.276053
1510	P48163	ME1	2	572	64148.7	32	0.498841	32	30	0.0625	-0.275868
1511	Q9BVG4	PBDC1	2	233	26056.5	13	0.498915	13	14	-0.0769231	-0.275042
1512	Q9NQ88	TIGAR	2	270	30062.2	15	0.498966	15	15	0	-0.274483
1513	P46736	BRCC3	2	316	36071.3	18	0.499011	18	18	0	-0.273976
1514	Q8TAT6	NPLOC4	2	608	68119.4	34	0.499124	34	33	0.0294118	-0.272725
1515	Q16854	DGUOK	2	277	32055.2	16	0.499138	16	16	0	-0.272565
1516	O75165	DNAJC13	2	2243	254411	127	0.499192	127	124	0.023622	-0.27197
1517	Q9UQM7	CAMK2A	2	478	54086.9	27	0.499197	27	26	0.037037	-0.271918
1518	O60716	CTNND1	2	968	108168	54	0.499221	54	54	0	-0.271645
1519	P23352	ANOS1	2	680	76110.9	38	0.499271	38	37	0.0263158	-0.271087
1520	O14908	GIPC1	2	333	36048.8	18	0.499323	18	18	0	-0.270513
1521	P21964	COMT	2	271	30036.6	15	0.499391	15	15	0	-0.269764
1522	P30519	HMOX2	2	316	36032.4	18	0.49955	18	18	0	-0.267991
1523	P23921	RRM1	2	792	90069	45	0.499617	45	44	0.0222222	-0.267248
1524	P02745	C1QA	2	245	26016.3	13	0.499686	13	15	-0.153846	-0.266481
1525	Q7L7X3	TAOK1	2	1001	116068	58	0.499706	58	57	0.0172414	-0.266267
1526	P08134	RHOC	2	193	22006.1	11	0.499861	11	11	0	-0.264543
1527	P07738	BPGM	2	259	30004.7	15	0.499921	15	15	0	-0.263876
1528	Q6ZXV5	TMTC3	2	915	104007	52	0.499965	52	53	-0.0192308	-0.263388
1529	Q6P4A7	SFXN4	2	337	37997.8	19	0.500029	19	20	-0.0526316	-0.262674
