accession	gene	tier	n_sites_total	n_sites_in_master	n_sites_with_mass	n_sites_count_only	n_modified_residue	n_lipidation	n_glycosylation	n_cross_link	n_disulfide_bond	sum_mass_delta_g_per_mol	mw_master	ptm_mass_delta_fraction_of_mw
P28289	TMOD1	1	0	0	0	0	0	0	0	0	0	0	40568.6300	0
P28331	NDUFS1	2	4	4	4	0	4	0	0	0	0	168.16	76974.3950	0.002184622562
P28370	SMARCA1	2	6	6	6	0	3	0	0	3	0	185.88	121140.3450	0.001534418612
P28482	MAPK1	2	8	8	8	0	8	0	0	0	0	601.9	41257.8600	0.01458873533
P28827	PTPRM	2	16	16	4	12	1	0	12	0	3	73.932	161795.0650	0.0004569484242
P28838	LAP3	2	15	15	15	0	15	0	0	0	0	1226.51	56165.6000	0.02183738801
P28907	CD38	2	9	9	5	4	0	0	4	0	5	-10.08	34328.0050	-0.0002936378039
P29144	TPP2	2	3	3	3	0	3	0	0	0	0	164.06	138216.7950	0.001186975866
P29218	IMPA1	2	1	1	1	0	1	0	0	0	0	79.98	30188.5000	0.002649353231
P29279	CCN2	2	13	13	11	2	0	0	2	0	11	-22.176	35492.1200	-0.0006248147476
P29317	EPHA2	2	19	19	17	2	15	0	2	0	2	1195.668	105960.4000	0.01128410236
P29373	CRABP2	2	1	1	1	0	0	0	0	1	0	-18.02	15692.8950	-0.001148290357
P29475	NOS1	1	3	3	3	0	3	0	0	0	0	239.94	160968.0450	0.001490606412
P29508	SERPINB3	2	1	1	1	0	1	0	0	0	0	42.04	44564.0250	0.000943361826
P29536	LMOD1	1	4	4	4	0	4	0	0	0	0	319.92	67029.3650	0.004772833519
P29590	PML	2	45	45	45	0	21	0	0	24	0	1171.22	97548.9250	0.01200648803
P29692	EEF1D	2	19	19	19	0	19	0	0	0	0	1387.95	30990.1350	0.04478683297
P29728	OAS2	2	2	2	2	0	1	1	0	0	0	252.4	82298.2150	0.003066895193
P29992	GNA11	2	3	3	3	0	1	2	0	0	0	477.8	42122.7300	0.01134304448
P30038	ALDH4A1	2	23	23	23	0	23	0	0	0	0	1527.13	59033.3500	0.0258689368
P30040	ERP29	2	2	2	2	0	2	0	0	0	0	159.96	25852.2800	0.006187461996
P30041	PRDX6	2	6	6	6	0	6	0	0	0	0	424.09	24903.4600	0.01702936058
P30043	BLVRB	2	2	2	2	0	2	0	0	0	0	159.96	21987.8500	0.007274926835
P30044	PRDX5	2	8	8	8	0	6	1	0	0	1	680.574	17030.5850	0.0399618686
P30046	DDT	2	2	2	2	0	2	0	0	0	0	84.08	12580.3700	0.00668342823
P30048	PRDX3	2	6	6	4	2	4	0	0	0	2	322.16	21539.2500	0.01495688104
P30049	ATP5F1D	2	4	4	4	0	4	0	0	0	0	284.22	15019.6750	0.0189231791
P30050	RPL12	2	6	6	6	0	3	0	0	3	0	147.94	17818.3400	0.008302681395
P30084	ECHS1	2	9	9	9	0	9	0	0	0	0	628.33	28342.2600	0.02216936829
P30085	CMPK1	2	6	6	6	0	5	0	0	1	0	326.09	22222.1050	0.01467412741
P30086	PEBP1	2	7	7	7	0	7	0	0	0	0	559.86	20925.2950	0.02675517836
P30101	PDIA3	2	12	12	11	1	8	0	0	0	4	456.262	54264.6000	0.008408096623
P30153	PPP2R1A	2	2	2	2	0	2	0	0	0	0	84.08	65176.3850	0.001290037795
P30405	PPIF	2	9	9	9	0	9	0	0	0	0	721.58	18897.2450	0.03818440201
P30419	NMT1	2	3	3	3	0	3	0	0	0	0	239.94	56805.4850	0.004223887887
P30519	HMOX2	2	4	4	4	0	4	0	0	0	0	180.02	35901.2100	0.005014315673
P30533	LRPAP1	2	4	4	3	1	3	0	1	0	0	239.94	37770.8000	0.00635252629
P30566	ADSL	2	4	4	4	0	3	0	0	1	0	108.1	54757.2200	0.001974168886
P30622	CLIP1	2	17	17	17	0	17	0	0	0	0	1359.66	162243.8850	0.008380346661
P30626	SRI	1	0	0	0	0	0	0	0	0	0	0	21676.1250	0
P30711	GSTT1	2	0	0	0	0	0	0	0	0	0	0	27203.3500	0
P30740	SERPINB1	2	4	4	4	0	4	0	0	0	0	206.1	42741.2100	0.004822044112
P30837	ALDH1B1	2	15	15	15	0	15	0	0	0	0	1036.81	55323.3150	0.01874092324
P30876	POLR2B	2	2	2	2	0	2	0	0	0	0	94.01	133894.7450	0.0007021186679
P31025	LCN1	2	1	1	1	0	0	0	0	0	1	-2.016	17445.5050	-0.0001155598534
P31040	SDHA	2	28	28	28	0	28	0	0	0	0	2420.8	68082.3050	0.035556963
P31150	GDI1	2	0	0	0	0	0	0	0	0	0	0	50582.1800	0
P31151	S100A7	2	2	2	2	0	1	0	0	0	1	40.024	11339.6350	0.003529566869
P31153	MAT2A	2	5	5	5	0	3	0	0	2	0	165.96	43660.0800	0.003801184056
P31323	PRKAR2B	2	4	4	4	0	4	0	0	0	0	319.92	46301.5150	0.006909493134
P31327	CPS1	2	156	156	156	0	153	0	3	0	0	13050.66	160547.1950	0.08128862046
P31415	CASQ1	1	5	5	4	1	4	0	1	0	0	319.92	41688.2750	0.007674100212
P31431	SDC4	1	4	4	0	4	0	0	4	0	0	0	19765.9650	0
P31689	DNAJA1	2	6	6	6	0	5	1	0	0	0	500.37	44551.4650	0.0112312805
P31749	AKT1	2	21	21	21	0	13	0	5	1	2	1957.758	55685.7350	0.03515726245
P31751	AKT2	2	15	15	15	0	8	0	5	0	2	1613.818	55768.0600	0.02893803371
P31930	UQCRC1	2	6	6	6	0	6	0	0	0	0	348.21	49127.8750	0.007087829465
P31937	HIBADH	2	17	17	17	0	17	0	0	0	0	1236.95	31537.0850	0.03922207775
P31939	ATIC	2	2	2	2	0	2	0	0	0	0	84.08	64614.9650	0.001301246546
P31942	HNRNPH3	2	15	15	15	0	13	0	0	2	0	452.18	36926.2550	0.01224548766
P31943	HNRNPH1	2	12	12	12	0	9	0	0	3	0	472	49228.9800	0.009587848458
P31944	CASP14	2	0	0	0	0	0	0	0	0	0	0	27679.1650	0
P31946	YWHAB	2	14	14	14	0	13	0	0	1	0	686.18	28081.9950	0.02443487366
P31948	STIP1	2	16	16	16	0	12	0	0	4	0	622.1	62638.4300	0.009931602692
P31949	S100A11	2	8	8	7	1	7	0	0	0	1	408.1	11740.3000	0.03476061089
P32119	PRDX2	2	6	6	4	2	4	0	0	0	2	244.04	21760.4700	0.0112148313
P32121	ARRB2	2	5	5	5	0	5	0	0	0	0	271.94	46105.1900	0.005898251368
P32322	PYCR1	2	3	3	3	0	3	0	0	0	0	202	33228.9050	0.006079044735
P32418	SLC8A1	1	4	4	2	2	2	0	2	0	0	159.96	104542.9550	0.001530088756
P32455	GBP1	2	12	11	11	0	3	1	0	8	0	154.21	67628.3900	0.002280255378
P32456	GBP2	2	2	2	2	0	1	1	0	0	0	286.51	66867.6450	0.004284732923
P32856	STX2	2	0	0	0	0	0	0	0	0	0	0	33340.5650	0
P33121	ACSL1	2	9	9	9	0	8	0	1	0	0	618.35	77942.4250	0.007933420085
P33176	KIF5B	2	4	4	4	0	3	0	0	1	0	118.03	109552.1850	0.001077386088
P33240	CSTF2	2	7	7	7	0	6	0	0	1	0	264.01	60958.6900	0.004330965774
P33316	DUT	2	3	2	2	0	3	0	0	0	0	159.96	19345.6100	0.008268542579
P33778	H2BC3	2	96	96	83	13	91	0	1	4	0	7015.22	13818.8200	0.507656949
P33897	ABCD1	2	2	2	1	1	1	0	1	0	0	79.98	82935.5700	0.0009643630592
P34896	SHMT1	2	7	7	4	3	3	0	0	4	0	255.12	52950.7350	0.004818063432
P34897	SHMT2	2	11	11	11	0	11	0	0	0	0	745.5	52559.0500	0.01418404633
P34913	EPHX2	2	9	9	9	0	8	1	0	0	0	922.82	62614.9200	0.01473802091
P34932	HSPA4	2	14	14	14	0	14	0	0	0	0	939.95	94329.8250	0.009964504864
P34949	MPI	2	3	3	3	0	3	0	0	0	0	202	46523.9750	0.004341847402
P35030	PRSS3	2	6	6	6	0	1	0	0	0	5	69.98	24279.2550	0.002882296018
P35052	GPC1	2	13	13	7	6	0	1	5	0	7	-14.112	59208.3200	-0.0002383448813
P35080	PFN2	2	1	1	1	0	1	0	0	0	0	42.04	14914.9500	0.002818648403
P35221	CTNNA1	2	14	14	14	0	12	0	0	2	0	885.78	99938.5500	0.008863246465
P35222	CTNNB1	1	20	20	20	0	19	0	1	0	0	1595.95	85364.0250	0.01869581478
P35232	PHB1	2	7	7	7	0	7	0	0	0	0	428.19	29672.4000	0.01443058195
P35237	SERPINB6	2	3	3	3	0	3	0	0	0	0	164.06	42621.4250	0.003849237795
P35241	RDX	2	2	2	2	0	2	0	0	0	0	180.05	68562.9000	0.002626055782
P35244	RPA3	2	4	4	4	0	1	0	0	3	0	-12.02	13437.3850	-0.0008945192833
P35268	RPL22	2	3	3	3	0	3	0	0	0	0	260.03	14655.6700	0.01774262112
P35269	GTF2F1	2	20	20	20	0	20	0	0	0	0	1523.72	58108.5350	0.0262219655
P35270	SPR	2	4	4	4	0	4	0	0	0	0	281.98	28048.0400	0.01005346541
P35321	SPRR1A	2	0	0	0	0	0	0	0	0	0	0	9877.3800	0
P35443	THBS4	2	25	25	21	4	0	0	2	0	23	-42.336	103145.8100	-0.0004104480832
P35498	SCN1A	1	25	25	14	11	8	0	9	0	8	627.744	228968.7300	0.002741614543
P35499	SCN4A	2	17	17	6	11	0	0	11	0	6	-12.096	208058.4250	-5.813751594e-05
P35520	CBS	2	4	4	4	0	3	0	0	1	0	371.07	60585.7000	0.006124712597
P35555	FBN1	2	199	199	184	15	2	0	42	0	155	4225.26	307513.2400	0.01374009132
P35568	IRS1	2	32	32	32	0	30	0	0	2	0	2363.36	131589.0450	0.0179601577
P35573	AGL	2	1	1	1	0	1	0	0	0	0	79.98	174761.3450	0.000457652692
P35579	MYH9	2	29	29	29	0	29	0	0	0	0	1534.85	226397.6100	0.006779444359
P35580	MYH10	2	18	18	18	0	18	0	0	0	0	1090.03	228995.4250	0.004760051429
P35606	COPB2	2	3	3	3	0	3	0	0	0	0	202	102354.5300	0.001973532583
P35609	ACTN2	1	1	1	1	0	1	0	0	0	0	79.98	103852.0450	0.0007701340884
P35611	ADD1	2	30	30	30	0	30	0	0	0	0	2361.46	80954.0700	0.02917036784
P35612	ADD2	2	27	27	27	0	27	0	0	0	0	2159.46	80853.1150	0.02670843294
P35613	BSG	2	8	8	5	3	2	0	3	0	3	153.912	40200.3650	0.003828621954
P35625	TIMP3	2	6	6	6	0	0	0	0	0	6	-12.096	21689.9350	-0.0005576780198
P35637	FUS	2	34	34	34	0	33	0	0	1	0	1215.06	53425.4550	0.02274309128
P35658	NUP214	2	33	33	33	0	32	0	0	1	0	2503.4	213485.1500	0.01172634256
P35659	DEK	2	31	31	31	0	31	0	0	0	0	2902.76	42542.6650	0.06823173866
P35754	GLRX	2	4	4	4	0	2	0	0	0	2	138.078	11644.3900	0.01185789895
P35813	PPM1A	2	3	3	3	0	2	1	0	0	0	370.32	42316.0800	0.0087512832
P35914	HMGCL	2	9	9	8	1	8	0	0	0	1	510.41	31546.3550	0.01617968225
P35998	PSMC2	2	2	2	2	0	2	0	0	0	0	84.08	48502.0150	0.001733536225
P36404	ARL2	2	3	3	3	0	1	1	0	1	0	272.32	20746.4400	0.01312610742
P36405	ARL3	2	2	2	2	0	1	1	0	0	0	290.34	20324.0000	0.01428557371
P36507	MAP2K2	2	11	11	11	0	11	0	0	0	0	765.96	44423.5250	0.0172422157
P36542	ATP5F1C	2	10	10	10	0	10	0	0	0	0	690.46	30165.2600	0.02288924412
P36543	ATP6V1E1	2	5	5	5	0	5	0	0	0	0	248.14	26013.7200	0.009538812596
P36551	CPOX	2	3	3	3	0	3	0	0	0	0	222.09	39248.0050	0.005658631566
P36578	RPL4	2	16	16	16	0	13	0	0	3	0	575.15	47565.5550	0.01209173319
P36776	LONP1	2	2	2	2	0	2	0	0	0	0	159.96	99357.6750	0.001609941054
P36871	PGM1	2	22	22	22	0	22	0	0	0	0	1627.89	61448.2850	0.0264920331
P36873	PPP1CC	2	3	3	3	0	3	0	0	0	0	202	36852.1150	0.005481367894
P36915	GNL1	2	11	11	11	0	11	0	0	0	0	879.78	68659.8600	0.01281360026
P36952	SERPINB5	2	4	4	0	4	0	0	4	0	0	0	42099.7900	0
P36955	SERPINF1	2	5	5	4	1	4	0	1	0	0	222.91	44387.0700	0.005021957971
P36957	DLST	2	8	8	8	0	8	0	0	0	0	520.52	41389.1950	0.01257622913
P36959	GMPR	2	0	0	0	0	0	0	0	0	0	0	37418.4600	0
P37108	SRP14	2	1	1	1	0	1	0	0	0	0	79.98	14438.5600	0.005539333562
P37198	NUP62	2	7	7	5	2	3	0	2	0	2	608.38	53122.8900	0.01145231368
P37235	HPCAL1	2	1	1	1	0	0	1	0	0	0	210.36	22181.6950	0.009483495287
P37802	TAGLN2	2	9	9	9	0	8	0	0	1	0	376.1	22259.9450	0.01689581892
P37837	TALDO1	2	7	7	7	0	7	0	0	0	0	370.16	37539.5400	0.009860536384
P38117	ETFB	2	12	12	12	0	12	0	0	0	0	670.51	27712.1050	0.02419556364
P38159	RBMX	2	20	20	20	0	17	0	0	3	0	927.98	42331.3600	0.02192180927
P38435	GGCX	2	6	6	2	4	1	0	4	0	1	40.024	87428.2300	0.0004577926375
P38606	ATP6V1A	2	3	3	3	0	3	0	0	0	0	202	68303.2400	0.002957399971
P38646	HSPA9	2	26	26	26	0	26	0	0	0	0	1765.22	68758.1700	0.0256728764
P38919	EIF4A3	2	14	14	14	0	9	0	0	5	0	402.08	46870.3900	0.008578550338
P39019	RPS19	2	5	5	5	0	5	0	0	0	0	240.22	15929.1050	0.01508057107
P39023	RPL3	2	17	17	17	0	8	0	0	9	0	222.01	45977.2250	0.004828695077
P39059	COL15A1	2	13	13	2	11	0	0	11	0	2	-4.032	138763.9600	-2.905653601e-05
P39060	COL18A1	2	14	14	8	6	1	0	6	0	7	65.868	178185.4250	0.0003696598642
P39656	DDOST	2	0	0	0	0	0	0	0	0	0	0	46115.5250	0
P39687	ANP32A	2	4	4	4	0	4	0	0	0	0	319.92	28585.0900	0.01119184862
P39748	FEN1	2	16	16	16	0	16	0	0	0	0	882.26	42592.3950	0.02071402653
P40123	CAP2	2	3	3	3	0	3	0	0	0	0	202	52691.9750	0.003833600847
P40222	TXLNA	2	2	2	2	0	2	0	0	0	0	159.96	61890.2250	0.002584576159
P40227	CCT6A	2	9	9	9	0	8	0	0	1	0	356.24	57892.2150	0.006153504405
P40261	NNMT	2	4	4	4	0	4	0	0	0	0	44.98	29573.6250	0.001520949833
P40337	VHL	2	0	0	0	0	0	0	0	0	0	0	24152.4700	0
P40429	RPL13A	2	5	5	5	0	5	0	0	0	0	166.02	23445.7850	0.007081016908
P40616	ARL1	2	1	1	1	0	0	1	0	0	0	210.36	20286.0750	0.01036967476
P40763	STAT3	2	22	22	22	0	18	0	0	4	0	674.05	87935.2800	0.007665296568
P40855	PEX19	2	7	7	7	0	6	1	0	0	0	580.35	32317.2900	0.01795787951
P40925	MDH1	2	14	14	14	0	14	0	0	0	0	982.37	36294.4700	0.02706665781
P40926	MDH2	2	35	35	35	0	33	1	1	0	0	2849.25	33000.1050	0.08634063437
P40937	RFC5	2	1	1	1	0	1	0	0	0	0	42.04	38495.9550	0.001092062789
P40939	HADHA	2	56	56	56	0	56	0	0	0	0	3966.68	79008.9600	0.05020544505
P41091	EIF2S3	2	2	2	2	0	2	0	0	0	0	122.02	50977.6900	0.002393596101
P41218	MNDA	2	0	0	0	0	0	0	0	0	0	0	45835.6000	0
P41226	UBA7	2	1	1	1	0	1	0	0	0	0	79.98	111692.3150	0.0007160743333
P41236	PPP1R2	2	10	10	10	0	10	0	0	0	0	761.86	22883.6250	0.03329280217
P41240	CSK	2	5	5	5	0	5	0	0	0	0	361.96	50572.5600	0.007157241002
P41250	GARS1	2	6	5	5	0	6	0	0	0	0	324.02	79184.5600	0.004091959342
P41252	IARS1	2	4	4	4	0	4	0	0	0	0	281.98	144496.2450	0.001951469396
P41567	EIF1	2	3	3	3	0	3	0	0	0	0	202	12601.1050	0.0160303402
P42025	ACTR1B	2	2	2	2	0	2	0	0	0	0	87.04	42292.8250	0.002058032302
P42126	ECI1	2	7	7	7	0	7	0	0	0	0	526.4	28735.7300	0.01831865764
P42224	STAT1	2	18	18	18	0	15	0	0	3	0	1568.69	87202.2300	0.01798910418
P42226	STAT6	2	2	2	2	0	2	0	0	0	0	122.02	94002.3250	0.001298053
P42229	STAT5A	2	6	6	6	0	6	0	0	0	0	479.88	90645.3950	0.005294036172
P42345	MTOR	2	13	13	13	0	12	0	0	1	0	865.86	288886.8200	0.002997229157
P42357	HAL	2	6	6	6	0	5	0	0	1	0	283.88	72696.5900	0.00390499747
P42566	EPS15	2	17	17	17	0	17	0	0	0	0	1321.72	98522.9600	0.01341535009
P42677	RPS27	2	1	1	1	0	1	0	0	0	0	79.98	9329.8600	0.0085724759
P42704	LRPPRC	2	13	13	13	0	13	0	0	0	0	736.22	151837.5600	0.004848734397
P42765	ACAA2	2	35	35	35	0	35	0	0	0	0	2549.4	41923.6300	0.06081057389
P42766	RPL35	2	4	4	4	0	3	0	0	1	0	146.04	14420.1050	0.01012752681
P42898	MTHFR	2	16	16	16	0	16	0	0	0	0	1279.68	74595.5250	0.01715491646
P43007	SLC1A4	2	6	6	4	2	4	0	2	0	0	281.98	55722.3050	0.005060451107
P43034	PAFAH1B1	2	2	2	2	0	2	0	0	0	0	122.02	46637.4050	0.002616354834
P43121	MCAM	2	16	16	8	8	3	0	8	0	5	229.86	69256.5400	0.003318964534
P43155	CRAT	2	4	4	4	0	4	0	0	0	0	284.22	70856.5350	0.004011203765
P43243	MATR3	2	62	62	62	0	44	0	0	18	0	3005.06	94490.6450	0.03180272502
P43246	MSH2	2	13	13	13	0	8	0	0	5	0	284.16	104610.4900	0.002716362384
P43251	BTD	2	6	6	0	6	0	0	6	0	0	0	56770.8550	0
P43304	GPD2	2	1	1	1	0	1	0	0	0	0	79.98	76360.2400	0.001047403727
P43307	SSR1	2	5	5	3	2	3	0	2	0	0	239.94	30160.2250	0.007955510942
P43487	RANBP1	2	10	10	10	0	9	0	0	1	0	608.07	23178.6150	0.02623409552
P43490	NAMPT	2	3	3	3	0	3	0	0	0	0	202	55520.5000	0.003638295765
P43652	AFM	2	22	22	17	5	0	0	5	0	17	-34.272	66576.3450	-0.0005147774333
P43686	PSMC4	2	6	6	6	0	6	0	0	0	0	366.06	47365.5450	0.007728402576
P43897	TSFM	2	5	5	5	0	5	0	0	0	0	460.17	30503.6450	0.01508573811
P45378	TNNT3	1	6	6	6	0	6	0	0	0	0	441.94	31692.8750	0.01394445913
P45379	TNNT2	1	6	6	6	0	6	0	0	0	0	441.94	35791.8200	0.01234751404
P45381	ASPA	2	0	0	0	0	0	0	0	0	0	0	35734.6300	0
P45877	PPIC	2	0	0	0	0	0	0	0	0	0	0	22763.0750	0
P45880	VDAC2	2	17	17	17	0	8	0	0	9	0	345.99	31435.0000	0.01100652139
P45954	ACADSB	2	6	6	6	0	6	0	0	0	0	406.24	43695.2700	0.009297116141
P45973	CBX5	2	14	14	14	0	8	0	0	6	0	493.78	22224.7500	0.02221757275
P45974	USP5	2	10	10	10	0	8	0	0	1	1	581.864	95653.8200	0.006083018953
P45985	MAP2K4	2	6	6	6	0	6	0	0	0	0	324.06	44155.9750	0.007338984135
P46019	PHKA2	2	7	7	7	0	6	1	0	0	0	684.24	138405.9000	0.004943719885
P46020	PHKA1	2	13	13	13	0	12	1	0	0	0	1164.12	137309.8500	0.008478051647
P46060	RANGAP1	2	18	18	18	0	10	0	0	8	0	579.76	63409.8750	0.009143055399
P46063	RECQL	2	5	5	5	0	5	0	0	0	0	324.02	73456.3900	0.004411052599
P46087	NOP2	2	21	21	21	0	18	0	0	3	0	1189.64	89300.5650	0.01332175222
P46108	CRK	2	10	10	10	0	10	0	0	0	0	761.86	33698.9900	0.02260779922
P46109	CRKL	2	2	2	2	0	2	0	0	0	0	159.96	33776.5100	0.004735835644
P46199	MTIF2	2	1	1	1	0	1	0	0	0	0	79.98	77710.0350	0.001029210706
P46379	BAG6	2	11	11	11	0	11	0	0	0	0	841.84	119406.8150	0.007050183861
P46459	NSF	2	4	4	4	0	4	0	0	0	0	281.98	82593.2050	0.003414082309
P46734	MAP2K3	2	5	5	5	0	5	0	0	0	0	361.96	39317.9000	0.00920598506
P46736	BRCC3	2	2	2	2	0	2	0	0	0	0	122.02	35940.1400	0.003395089724
P46776	RPL27A	2	5	5	5	0	5	0	0	0	0	222.1	16561.2250	0.0134108437
P46777	RPL5	2	9	9	9	0	7	0	0	2	0	372.06	34231.0950	0.0108690651
P46778	RPL21	2	0	0	0	0	0	0	0	0	0	0	18433.4900	0
P46779	RPL28	2	4	4	4	0	2	0	0	2	0	85.98	15616.1150	0.005505850847
P46781	RPS9	2	7	7	7	0	5	0	0	2	0	250.04	22459.9200	0.01113271997
P46782	RPS5	2	6	6	6	0	5	0	0	1	0	268.06	22876.0650	0.01171792439
P46783	RPS10	2	7	7	7	0	5	0	0	2	0	194.05	18897.5300	0.01026853774
P46821	MAP1B	2	101	101	101	0	101	0	0	0	0	7989.06	270499.7600	0.02953444395
P46926	GNPDA1	2	2	2	2	0	2	0	0	0	0	122.02	32668.1200	0.003735139947
P46939	UTRN	2	6	6	6	0	6	0	0	0	0	479.88	394459.4900	0.001216550779
P46940	IQGAP1	2	6	6	6	0	6	0	0	0	0	441.94	189117.7850	0.002336850551
P46976	GYG1	2	3	3	2	1	2	0	1	0	0	122.02	39251.9900	0.003108632199
P46977	STT3A	2	3	3	0	3	0	0	3	0	0	0	80528.5000	0
P47755	CAPZA2	2	2	2	2	0	2	0	0	0	0	122.02	32817.4500	0.003718143853
P47756	CAPZB	1	4	4	4	0	4	0	0	0	0	244.04	30497.1100	0.008002069704
P47813	EIF1AX	2	0	0	0	0	0	0	0	0	0	0	16460.2150	0
P47914	RPL29	2	4	4	4	0	4	0	0	0	0	216.03	17620.6150	0.01226007151
P47985	UQCRFS1	2	1	1	1	0	0	0	0	0	1	-2.016	29667.5850	-6.795295269e-05
P48047	ATP5PO	2	13	13	13	0	13	0	0	0	0	778.64	20875.2350	0.03729969986
P48059	LIMS1	2	1	1	1	0	1	0	0	0	0	42.04	37119.8850	0.001132546612
P48163	ME1	2	2	2	2	0	2	0	0	0	0	122.02	64148.7250	0.001902142248
P48444	ARCN1	2	7	7	7	0	7	0	0	0	0	408.1	57078.5450	0.007149796828
P48449	LSS	2	1	1	1	0	1	0	0	0	0	42.04	83176.2700	0.0005054326192
P48507	GCLM	2	1	1	1	0	1	0	0	0	0	42.04	30726.5050	0.001368199865
P48509	CD151	2	5	5	4	1	0	4	1	0	0	953.64	28294.8000	0.03370371941
P48556	PSMD8	2	2	2	2	0	1	0	0	1	0	61.96	39611.2950	0.001564200312
P48594	SERPINB4	2	1	1	1	0	1	0	0	0	0	42.04	44853.3750	0.0009372761804
P48637	GSS	2	2	2	2	0	2	0	0	0	0	122.02	52252.7500	0.0023351881
P48643	CCT5	2	11	11	11	0	4	0	0	7	0	155.84	59539.0350	0.00261744249
P48681	NES	2	45	45	45	0	43	0	0	2	0	3365.16	177436.1700	0.01896546798
P48730	CSNK1D	2	9	9	9	0	9	0	0	0	0	653.87	47329.4300	0.0138152942
P48735	IDH2	2	29	29	29	0	29	0	0	0	0	1683.4	46613.7500	0.03611380762
P48739	PITPNB	2	2	2	2	0	2	0	0	0	0	122.02	31539.6800	0.003868777362
P48788	TNNI2	1	3	3	3	0	3	0	0	0	0	202	21207.0600	0.009525129839
P49023	PXN	2	27	27	27	0	27	0	0	0	0	2083.58	64504.5300	0.03230129729
P49069	CAMLG	2	2	2	2	0	1	0	0	0	1	77.964	32952.1250	0.002365977915
P49137	MAPKAPK2	2	7	7	7	0	6	0	0	1	0	461.86	45567.1150	0.01013581834
P49189	ALDH9A1	2	8	8	8	0	8	0	0	0	0	510.41	53801.3950	0.009486928731
P49207	RPL34	2	4	4	4	0	3	0	0	1	0	146.04	13161.6450	0.01109587745
P49247	RPIA	2	2	2	2	0	2	0	0	0	0	94.01	33268.5500	0.002825791927
P49257	LMAN1	1	4	4	2	2	1	0	0	0	3	77.964	54208.1250	0.001438234582
P49321	NASP	2	35	35	35	0	34	0	0	1	0	2549.54	85105.5800	0.02995737765
P49327	FASN	2	29	29	29	0	28	0	0	1	0	2073.68	273422.2700	0.007584166425
P49356	FNTB	2	1	1	1	0	1	0	0	0	0	79.98	48772.8700	0.001639846087
P49368	CCT3	2	15	15	15	0	10	0	0	4	1	649.824	60533.0600	0.01073502645
P49406	MRPL19	2	1	1	1	0	1	0	0	0	0	79.98	33534.4750	0.002385008264
P49411	TUFM	2	10	10	10	0	10	0	0	0	0	670.37	45044.5100	0.01488239077
P49419	ALDH7A1	2	7	6	6	0	7	0	0	0	0	406.24	55584.0400	0.007308572749
P49448	GLUD2	2	1	1	1	0	1	0	0	0	0	541.3	56052.1000	0.009657086889
P49458	SRP9	2	1	1	1	0	1	0	0	0	0	42.04	9980.4300	0.00421224336
P49585	PCYT1A	2	17	17	17	0	17	0	0	0	0	1283.78	41730.4800	0.03076360492
P49588	AARS1	2	10	10	10	0	10	0	0	0	0	531.21	106808.9850	0.004973457991
P49589	CARS1	2	7	7	7	0	7	0	0	0	0	483.98	85340.9600	0.005671133767
P49591	SARS1	2	3	3	3	0	3	0	0	0	0	164.06	58776.5150	0.002791250893
P49593	PPM1F	2	1	1	1	0	1	0	0	0	0	79.98	49829.9750	0.001605058
P49641	MAN2A2	2	4	4	0	4	0	0	4	0	0	0	130536.4250	0
P49674	CSNK1E	2	8	8	8	0	8	0	0	0	0	573.89	47314.4450	0.0121292768
P49720	PSMB3	2	2	2	2	0	2	0	0	0	0	84.08	22817.4450	0.003684899865
P49721	PSMB2	2	1	1	1	0	1	0	0	0	0	42.04	22835.9300	0.001840958525
P49748	ACADVL	2	23	23	23	0	23	0	0	0	0	1610.06	66174.3200	0.02433058625
P49750	YLPM1	2	15	15	15	0	8	0	0	7	0	315.85	241641.3850	0.001307102258
P49753	ACOT2	2	2	2	2	0	2	0	0	0	0	142.11	53217.7200	0.002670351154
P49754	VPS41	2	0	0	0	0	0	0	0	0	0	0	98564.6750	0
P49755	TMED10	2	3	3	2	1	2	0	1	0	0	56.1	21749.6750	0.002579348887
P49756	RBM25	2	15	15	15	0	7	0	0	8	0	377.76	100184.1600	0.00377065596
P49770	EIF2B2	2	0	0	0	0	0	0	0	0	0	0	38989.0700	0
P49773	HINT1	2	5	5	5	0	5	0	0	0	0	286.08	13670.5000	0.02092681321
P49790	NUP153	2	43	43	43	0	36	0	6	1	0	3928.64	153805.2950	0.02554294376
P49792	RANBP2	2	72	72	72	0	53	0	0	19	0	3688.81	358194.6650	0.01029833875
P49815	TSC2	2	22	22	22	0	22	0	0	0	0	1759.56	200604.9500	0.008771269104
P49821	NDUFV1	2	5	5	5	0	5	0	0	0	0	240.22	48504.7050	0.004952509246
P49841	GSK3B	2	6	6	6	0	5	1	0	0	0	638.31	46743.6850	0.01365553443
P49862	KLK7	2	7	7	6	1	0	0	1	0	6	-12.096	24447.8550	-0.0004947673323
P49903	SEPHS1	2	1	1	1	0	1	0	0	0	0	42.04	42778.8900	0.0009827276958
P49914	MTHFS	2	1	1	1	0	1	0	0	0	0	42.04	23124.1050	0.001818016308
P49915	GMPS	2	5	5	5	0	5	0	0	0	0	324.02	76583.3150	0.004230947694
P49959	MRE11	2	29	29	28	1	21	0	0	8	0	950.13	80460.9200	0.01180858981
P50135	HNMT	2	0	0	0	0	0	0	0	0	0	0	33294.5850	0
P50213	IDH3A	2	6	6	6	0	6	0	0	0	0	464.27	36639.8100	0.01267119016
