# GENERATED by mass_fractions_pools.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-19T07:18:36Z
# category    = blood
# pool erythrocytes: bryk_2017 file.1 data/literature/bryk_2017/pr7b00025_si_002.xlsx sha256 de865512e5f0478dc6ba2e17258013fa7084a74144fdf1c07bd0e9174daf6400; sheet 'Table S3', header row 3; Bryk AH, Wiśniewski JR. Quantitative analysis of human red blood cell proteome. J Proteome Res 2017;16(8):2752-2761.  [author list verified 2026-09-18 from the article PDF on disk]
# pool plasma: geyer_2016 file.1 data/literature/geyer_2016/1-s2.0-S2405471216300722-mmc3.xlsx sha256 ccffa0e715fa41a3c839842830bcdea45e068004b6b9e1096133c38a6d0921d2; sheet 'Supplementary Table S2', header row 1; Geyer PE, Kulak NA, Pichler G, Holdt LM, Teupser D, Mann M. Plasma proteome profiling to assess human health and disease. Cell Syst 2016;2(3):185-195.  [author list verified 2026-09-18 from the article PDF on disk]
# accessions  = config/blood/accessions.ini sha256 ca1780b8054f3bd0c63af53ab3bf3232e35cca24e13302444f0e92a8639fb271
# composition = outputs/blood/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 5fa362bcf0b6766e6d694840c9c21f80e8d5c70b324748fd239b4caa786cd439
# rules       = B0 (hash), D105 (published mass share, no MW step), D108 (mean of replicates), D47 (summed rows), D48 (shared rows), D53a, D31 (within pool), B5 (low/high), A7, D113 (immunoglobulin bound)
# v = the entry's published mass share (mass_share, D105), summed over its rows (D47) plus its split of shared rows (D48); as a fraction of the listing (not renormalised).
# sd / n: share_columns -> sd over the replicates of v (the replicate sums, D53a), n = replicates; replicate_columns (log10 runs) -> sd of 10^run in linear space, n = runs present.
# w_<pool> = v / sum over the pool's entries (D31 within pool: the listing renormalised after the contaminant rule removed its rows); _low/_high = (v -/+ sd) over the same denominator, _high plus the whole of every shared row (B5, D48).
# v_<pool>_rep<k> = the entry's share in replicate k (the per-donor sensitivity's input); cv_percent_published = the dataset's own CV column, carried for the first row of the entry.
# match_rule: single | summed:n | shared_split | none (no dataset row, or every row zero-weighted; w = 0).
accession	gene	tier	mw_master	match_rule_erythrocytes	n_rows_erythrocytes	rows_erythrocytes	v_erythrocytes	sd_erythrocytes	n_erythrocytes	published_share_erythrocytes	shared_row_value_erythrocytes	w_erythrocytes	w_erythrocytes_low	w_erythrocytes_high	v_erythrocytes_rep1	v_erythrocytes_rep2	v_erythrocytes_rep3	v_erythrocytes_rep4	match_rule_plasma	n_rows_plasma	rows_plasma	v_plasma	sd_plasma	n_plasma	published_share_plasma	shared_row_value_plasma	w_plasma	w_plasma_low	w_plasma_high	cv_percent_published_plasma
P13667	PDIA4	erythrocytes	70670.6900	single	1	1575	3.199890997e-05	3.788222016e-05	4	3.199890997e-05	0	3.227529916e-05	0	7.048472535e-05	8.821880186e-05	2.103457617e-05	9.733197785e-06	9.009064078e-06												
P13671	C6	plasma	102411.2000																single	1	81	2865497276	176317227.2	15	0.0007086568027	0	0.0007111922236	0.0006674317768	0.0007549526703	6.2
P13693	TPT1	erythrocytes	19595.1450	single	1	2395	8.72280913e-06	8.361120667e-06	4	8.72280913e-06	0	8.798152014e-06	3.648125311e-07	1.72314915e-05	2.126048001e-05	4.275040305e-06	4.564015639e-06	4.791700566e-06												
P13716	ALAD	erythrocytes	36294.3450	summed:3	3	97;98;99	0.002705217787	0.0003102235349	4	0.002705217787	0	0.002728583988	0.002415680911	0.003041487065	0.0025178919	0.002396699306	0.003086388731	0.002819891213												
P13747	HLA-E	erythrocytes	37815.2800	single	1	1040	0	0	4	0	0	0	0	0	0	0	0	0												
P13796	LCP1	erythrocytes;plasma	70156.3250	single	1	1258	0.0002485313539	0.0003174860131	4	0.0002485313539	0	0.0002506780326	0	0.0005709063173	0.0007243158891	7.502985558e-05	8.664519935e-05	0.0001081344714	single	1	269	12006985.88	5311136.24	15	2.969408589e-06	0	2.980032492e-06	1.661853332e-06	4.298211651e-06	42.6
P13798	APEH	erythrocytes	81223.4050	single	1	167	0.001678631023	7.759634566e-05	4	0.001678631023	0	0.001693130125	0.001614863545	0.001771396706	0.001775723368	0.001601838755	0.001704072811	0.001632889159												
P13804	ETFA	erythrocytes	32964.5750	single	1	788	1.233825562e-07	2.467651124e-07	4	1.233825562e-07	0	1.244482677e-07	0	3.73344803e-07	0	0	0	4.935302249e-07												
P13807	GYS1	erythrocytes	83784.3400	single	1	988	0.0007518007799	0.0006126756805	4	0.0007518007799	0	0.0007582944264	0.0001403267864	0.001376262066	3.323785186e-05	0.001480457654	0.0009452355465	0.0005482720668												
P13861	PRKAR2A	erythrocytes	45386.6200	single	1	1724	0	0	4	0	0	0	0	0	0	0	0	0												
P13987	CD59	erythrocytes	8961.0600	single	1	419	4.879600204e-05	9.12937725e-06	4	4.879600204e-05	0	4.921747538e-05	4.000924353e-05	5.842570723e-05	4.070105517e-05	5.038646311e-05	6.101553795e-05	4.308095194e-05												
P14091	CTSE	erythrocytes	36608.6000	single	1	555	6.056329433e-06	5.030842448e-06	4	6.056329433e-06	0	6.108640714e-06	1.034344584e-06	1.118293684e-05	1.199948933e-06	2.592334727e-06	8.523869032e-06	1.190916504e-05												
P14151	SELL	plasma	37571.2850																single	1	235	104440032.9	20813349.37	13	2.582872453e-05	0	2.592113412e-05	2.075543659e-05	3.108683166e-05	19.4
P14174	MIF	erythrocytes	12344.9350	single	1	1357	4.61408867e-05	2.974538493e-05	4	4.61408867e-05	0	4.65394266e-05	1.65371172e-05	7.654173599e-05	2.062034004e-05	3.594052753e-05	3.889131585e-05	8.911136339e-05												
P14209	CD99	erythrocytes	16728.0100	summed:3	3	422;423;424	3.376662766e-06	1.410794592e-06	4	3.376662766e-06	0	3.405828543e-06	1.982848275e-06	4.828808812e-06	3.202310069e-06	3.590271505e-06	5.073750513e-06	1.640318975e-06												
P14314	PRKCSH	erythrocytes	57815.5150	single	1	1726	1.18735178e-05	1.375688387e-05	4	1.18735178e-05	0	1.19760748e-05	0	2.585178315e-05	3.188922077e-05	4.690737519e-06	1.383181706e-06	9.530931227e-06												
P14317	HCLS1	erythrocytes	54013.3750	single	1	1012	1.973072634e-06	2.139559272e-06	4	1.973072634e-06	0	1.990114963e-06	0	4.148154585e-06	1.939674237e-06	6.227727211e-07	3.248998006e-07	5.004943779e-06												
P14324	FDPS	erythrocytes	48274.7000	single	1	831	5.444918898e-05	2.71350195e-05	4	5.444918898e-05	0	5.491949148e-05	2.755009443e-05	8.228888852e-05	3.413598026e-05	9.445143414e-05	4.567534945e-05	4.353399208e-05												
P14406	COX7A2	erythrocytes	6721.7250	single	1	518	0	0	4	0	0	0	0	0	0	0	0	0												
P14415	ATP1B2	erythrocytes	33366.7450	single	1	242	3.412199661e-07	3.942186835e-07	4	3.412199661e-07	0	3.441672386e-07	0	7.417909689e-07	6.982647613e-07	0	0	6.666151029e-07												
P14543	NID1	erythrocytes	133455.8600	single	1	1467	0	0	4	0	0	0	0	0	0	0	0	0												
P14550	AKR1A1	erythrocytes	36441.2850	single	1	92	6.402835343e-05	3.019821497e-06	4	6.402835343e-05	0	6.458139554e-05	6.153549047e-05	6.762730061e-05	6.707434874e-05	6.084268429e-05	6.608837073e-05	6.210800996e-05												
P14598	NCF1	erythrocytes	44681.1450	single	1	1448	0	0	4	0	0	0	0	0	0	0	0	0												
P14625	HSP90B1	erythrocytes	90176.8350	single	1	1068	7.892226993e-05	7.031847263e-05	4	7.892226993e-05	0	7.96039576e-05	8.678112225e-06	0.000150529803	0.0001635528234	0.0001079657241	3.563738693e-05	8.533145268e-06												
P14672	SLC2A4	erythrocytes	54786.4800	single	1	2142	2.740234901e-06	4.343740369e-06	4	2.740234901e-06	0	2.76390356e-06	0	7.145162798e-06	9.226444068e-06	0	9.316018851e-07	8.028936506e-07												
P14735	IDE	erythrocytes	117966.7700	single	1	1096	8.846354356e-05	3.937235659e-05	4	8.846354356e-05	0	8.922764357e-05	4.951520996e-05	0.0001289400772	0.0001309201511	0.0001119816589	6.317521076e-05	4.777715347e-05												
P14868	DARS1	erythrocytes	57135.4100	single	1	580	0.0001460431743	4.377703471e-05	4	0.0001460431743	0	0.0001473046159	0.0001031494589	0.0001914597728	9.56933659e-05	0.000197091202	0.0001631302083	0.0001282579211												
P14923	JUP	erythrocytes	81743.4900	single	1	1155	8.773219024e-06	1.372001228e-05	4	8.773219024e-06	0	8.848997321e-06	0	2.268751561e-05	2.928665005e-05	9.969035452e-07	1.325953845e-06	3.483368655e-06												
P15104	GLUL	erythrocytes	41932.7650	single	1	914	1.661729875e-06	6.086963182e-07	4	1.661729875e-06	0	1.676082994e-06	1.062129088e-06	2.2900369e-06	2.221288107e-06	1.869599637e-06	1.757987495e-06	7.980442606e-07												
P15121	AKR1B1	erythrocytes	35721.7200	single	1	93	3.022968429e-06	1.885251792e-06	4	3.022968429e-06	0	3.049079187e-06	1.147543614e-06	4.95061476e-06	1.9869562e-06	1.518949839e-06	5.724984436e-06	2.860983241e-06												
P15144	ANPEP	plasma	109406.7350																single	1	17	9318499.795	2814451.427	15	2.304527848e-06	0	2.31277295e-06	1.614249875e-06	3.011296025e-06	28.7
P15151	PVR	erythrocytes	43209.3600	single	1	1821	0	0	4	0	0	0	0	0	0	0	0	0												
P15153	RAC2	erythrocytes	21115.1400	single	1	1868	4.282265602e-07	8.564531205e-07	4	4.282265602e-07	0	4.319253485e-07	0	1.295776045e-06	0	1.712906241e-06	0	0												
P15169	CPN1	plasma	50033.7450																single	1	46	526890053.3	45787480.06	15	0.0001303034638	0	0.0001307696614	0.0001194055956	0.0001421337273	8.9
P15170	GSPT1	erythrocytes	55755.3600	single	1	970	8.741225699e-06	3.185688767e-06	4	8.741225699e-06	0	8.816727655e-06	5.603522639e-06	1.202993267e-05	1.332344235e-05	6.805277118e-06	8.46686834e-06	6.369314984e-06												
P15311	EZR	erythrocytes	69411.7350	single	1	795	3.953484134e-05	7.876630754e-06	4	3.953484134e-05	0	3.987632181e-05	3.1931657e-05	4.782098662e-05	4.951930666e-05	3.644291278e-05	4.124225294e-05	3.093489299e-05												
P15374	UCHL3	erythrocytes	26182.2250	summed:2	2	2474;2475	0.0002417817295	8.36450399e-05	4	0.0002417817295	0	0.0002438701087	0.0001595025884	0.000328237629	0.0003561318048	0.000250065679	0.0001677100599	0.0001932193744												
P15531	NME1	erythrocytes	17017.3500	single	1	1474	0.0004401807177	0.0001242103806	4	0.0004401807177	0	0.0004439827595	0.0003186995172	0.0005692660018	0.0003583987464	0.0005782334056	0.0005093968455	0.0003146938733												
P15735	PHKG2	erythrocytes	46441.4550	single	1	1612	2.833799474e-06	2.853081649e-06	4	2.833799474e-06	0	2.858276294e-06	0	5.736001311e-06	8.541244384e-07	1.74738497e-06	1.663109566e-06	7.070578923e-06												
P15814	IGLL1	plasma	19134.3050																single	1	209	149579817.8	30997319.03	15	3.699209779e-05	0	3.712444752e-05	2.943117472e-05	4.481772031e-05	20.9
P15880	RPS2	erythrocytes	31192.9450	single	1	1999	4.513215074e-06	5.476519284e-06	4	4.513215074e-06	0	4.552197772e-06	0	1.007602025e-05	1.170576999e-05	5.857214278e-06	2.697582911e-07	2.201177315e-07												
P15924	DSP	erythrocytes;plasma	331768.7800	single	1	678	0.0004053451784	2.708433462e-05	4	0.0004053451784	0	0.0004088463297	0.0003815280554	0.0004361646041	0.0003947316181	0.0004261578516	0.0003719361045	0.0004285551395	single	1	101	3880502.79	491747.4297	2	9.596745119e-07	0	9.631080198e-07	8.410604608e-07	1.085155579e-06	12.7
P16070	CD44	erythrocytes;plasma	79209.6050	summed:2	2	412;413	3.552284112e-05	1.949957022e-05	4	3.552284112e-05	0	3.582966812e-05	1.616167121e-05	5.549766502e-05	5.829606566e-05	1.137519505e-05	3.184962576e-05	4.057047803e-05	single	1	54	12783506.6	1915038.102	8	3.1614474e-06	0	3.172758376e-06	2.697462092e-06	3.648054659e-06	15.5
P16083	NQO2	erythrocytes	25918.2000	single	1	1486	9.654114748e-06	1.033745818e-05	4	9.654114748e-06	0	9.737501744e-06	0	2.016424927e-05	0	1.681507705e-06	1.640906974e-05	2.052588155e-05												
P16152	CBR1	erythrocytes	30243.3550	single	1	386	0.0003665837781	0.0001325391811	4	0.0003665837781	0	0.0003697501295	0.0002360661469	0.000503434112	0.0002051198638	0.0003455514866	0.0003887865402	0.0005268772217												
P16157	ANK1	erythrocytes	206261.6200	summed:8	8	120;121;122;123;124;125;126;127	0.01311947393	0.001187153905	4	0.01311947393	0	0.01323279281	0.01203538492	0.01443020071	0.01175206117	0.01450106727	0.01358634821	0.01263841907												
P16452	EPB42	erythrocytes	76876.7750	single	1	762	0.004375987317	0.001181808215	4	0.004375987317	0	0.004413784716	0.003221768684	0.005605800749	0.005950017318	0.004619487754	0.003440383551	0.003494060643												
P16455	MGMT	erythrocytes	21645.6900	single	1	1352	0	0	4	0	0	0	0	0	0	0	0	0												
P16591	FER	erythrocytes	94636.5350	single	1	833	0	0	4	0	0	0	0	0	0	0	0	0												
P16615	ATP2A2	erythrocytes	114755.4950	single	1	245	7.162879393e-06	4.148926393e-06	4	7.162879393e-06	0	7.224748452e-06	3.039985888e-06	1.140951102e-05	1.302594642e-05	5.823904504e-06	3.28239935e-06	6.519267296e-06												
P16671	CD36	erythrocytes	52921.5700	single	1	410	5.192169088e-07	1.038433818e-06	4	5.192169088e-07	0	5.237016222e-07	0	1.571104867e-06	0	0	0	2.076867635e-06												
P16930	FAH	erythrocytes	46242.4850	single	1	802	0.0001586531552	5.745241562e-05	4	0.0001586531552	0	0.000160023515	0.0001020748566	0.0002179721733	0.0001282956477	0.0001944975642	0.0002178810174	9.393839177e-05												
P16949	STMN1	erythrocytes	17171.0650	single	1	2235	1.474405878e-05	5.518732187e-06	4	1.474405878e-05	0	1.487140995e-05	9.305009954e-06	2.043780994e-05	1.078472204e-05	1.417151451e-05	1.130491e-05	2.271508858e-05												
P16989	YBX3	erythrocytes	39958.2400	single	1	2595	3.873256363e-05	1.738602943e-05	4	3.873256363e-05	0	3.906711446e-05	2.153091395e-05	5.660331496e-05	4.407659861e-05	6.036165984e-05	2.041533337e-05	3.007666269e-05												
P17066	HSPA6	erythrocytes;plasma	71027.2100	single	1	1074	2.282293452e-05	4.120253916e-06	4	2.282293452e-05	0	2.302006662e-05	1.886422419e-05	2.717590905e-05	2.786060196e-05	1.777043127e-05	2.272199044e-05	2.29387144e-05	single	1	126	4030296.524	704808.6396	2	9.967195126e-07	0	1.00028556e-06	8.253580077e-07	1.175213112e-06	17.5
P17174	GOT1	erythrocytes	46115.6550	single	1	949	0.0003937775746	6.102048097e-05	4	0.0003937775746	0	0.0003971788112	0.0003356312685	0.000458726354	0.0003232678875	0.0003989152699	0.0004713842603	0.0003815428807												
P17612	PRKACA	erythrocytes	40457.9150	single	1	1716	4.98277275e-05	3.021604197e-05	4	4.98277275e-05	0	5.025811232e-05	1.978108061e-05	8.073514403e-05	2.541147537e-05	5.155991432e-05	3.04892262e-05	9.18502941e-05												
P17655	CAPN2	erythrocytes	78140.0500	single	1	367	5.731360539e-07	7.572465035e-07	4	5.731360539e-07	0	5.780864916e-07	0	1.341873679e-06	0	4.739695949e-07	1.490398033e-07	1.669534817e-06												
P17812	CTPS1	erythrocytes	66689.5300	single	1	552	1.931049097e-05	5.876953811e-06	4	1.931049097e-05	0	1.94772845e-05	1.354956875e-05	2.540500024e-05	1.49791673e-05	2.644474602e-05	1.403413262e-05	2.178391795e-05												
P17813	ENG	erythrocytes	68094.0200	single	1	746	2.456237974e-07	4.912475948e-07	4	2.456237974e-07	0	2.477453622e-07	0	7.432360867e-07	9.824951896e-07	0	0	0												
P17858	PFKL	erythrocytes	84886.2600	single	1	1592	0.0004508943229	0.0001043489094	4	0.0004508943229	0	0.0004547889029	0.0003495386844	0.0005600391215	0.0005366852586	0.0005313684791	0.0004178011104	0.0003177224434												
P17927	CR1	erythrocytes	219706.8850	single	1	525	1.642956366e-05	2.45381424e-05	4	1.642956366e-05	0	1.65714733e-05	0	4.132156284e-05	5.296657854e-05	1.303729073e-06	3.135764844e-06	8.312182198e-06												
P17931	LGALS3	erythrocytes	26020.8100	single	1	1266	0.000103931807	6.164766463e-05	4	0.000103931807	0	0.0001048295135	4.264936981e-05	0.0001670096571	0.0001755669743	0.0001337418164	6.406066771e-05	4.23577697e-05												
P17936	IGFBP3	plasma	28749.3250																single	1	211	115890009.9	20084166.53	15	2.866038107e-05	0	2.876292172e-05	2.37782012e-05	3.374764223e-05	17.4
P17980	PSMC3	erythrocytes	49202.8900	single	1	1776	0.0002171489176	5.697747756e-05	4	0.0002171489176	0	0.0002190245319	0.0001615549139	0.00027649415	0.0001584487206	0.0002857930387	0.0002398548308	0.0001844990805												
P17987	TCP1	erythrocytes	60342.7550	summed:2	2	2298;2299	0.0006783327454	0.0002380803702	4	0.0006783327454	0	0.000684191815	0.000444055036	0.000924328594	0.0004744470812	0.001022007238	0.000625683743	0.0005911929192												
P18031	PTPN1	erythrocytes	49966.1500	single	1	1810	0	0	4	0	0	0	0	0	0	0	0	0												
P18077	RPL35A	erythrocytes	12537.5450	single	1	1970	3.90240028e-06	2.724405732e-06	4	3.90240028e-06	0	3.936107092e-06	1.188169425e-06	6.68404476e-06	1.988552132e-06	1.73928593e-06	4.26540104e-06	7.616362018e-06												
P18124	RPL7	erythrocytes	29225.4650	single	1	1978	7.564872597e-07	7.160532781e-07	4	7.564872597e-07	0	7.630213854e-07	4.078322828e-08	1.485259543e-06	1.797102515e-06	6.327397425e-07	3.97250439e-07	1.988563421e-07												
P18428	LBP	plasma	50907.8050																single	1	232	457529393.4	72010713.79	15	0.0001131501048	0	0.0001135549314	9.56824804e-05	0.0001314273824	15.4
P18433	PTPRA	erythrocytes	88711.5000	single	1	1816	4.6062094e-06	6.054987017e-06	4	4.6062094e-06	0	4.645995333e-06	0	1.075328204e-05	0	2.47074722e-06	2.432400399e-06	1.352168998e-05												
P18577	RHCE	erythrocytes	45319.1650	summed:2	2	1918;1919	0.0002432326012	4.631076744e-05	4	0.0002432326012	0	0.0002453335122	0.0001986227375	0.0002920442869	0.0001816328533	0.0002934694303	0.0002539754656	0.0002438526556												
P18621	RPL17	erythrocytes	21265.5700	single	1	1950	2.70291641e-08	5.40583282e-08	4	2.70291641e-08	0	2.726262733e-08	0	8.178788198e-08	0	1.081166564e-07	0	0												
P18669	PGAM1	erythrocytes	28672.2800	single	1	1596	0.0002884386759	5.573029715e-05	4	0.0002884386759	0	0.0002909300524	0.0002347183872	0.0003471417176	0.0002166123497	0.0003222389606	0.0002735907474	0.0003413126459												
P19086	GNAZ	erythrocytes	40791.9450	single	1	933	2.581164262e-07	5.162328524e-07	4	2.581164262e-07	0	2.603458956e-07	0	7.810376867e-07	0	0	1.032465705e-06	0												
P19105	MYL12A	erythrocytes	19793.8900	single	1	1411	0	0	4	0	0	0	0	0	0	0	0	0												
P19174	PLCG1	erythrocytes	148398.7300	single	1	1642	5.531849822e-07	3.794119718e-07	4	5.531849822e-07	0	5.579630934e-07	1.752739672e-07	9.406522196e-07	7.794515003e-07	8.196304516e-07	0	6.13657977e-07												
P19256	CD58	erythrocytes	25338.6950	single	1	418	5.296289555e-06	4.094458983e-06	4	5.296289555e-06	0	5.342036026e-06	1.212211332e-06	9.471860719e-06	1.10705659e-05	5.328534834e-06	2.177820266e-06	2.608237224e-06												
P19320	VCAM1	plasma	78744.1300																single	1	311	28284988.08	12512312.84	15	6.995068319e-06	0	7.020095161e-06	3.914644787e-06	1.012554554e-05	43.1
P19474	TRIM21	erythrocytes	54168.9500	single	1	2404	9.748992433e-07	7.135612289e-07	4	9.748992433e-07	0	9.83319893e-07	2.635953101e-07	1.703044476e-06	0	1.425002671e-06	8.932172711e-07	1.581377032e-06												
P19652	ORM2	plasma	21650.9200																single	1	10	1695500804	132846707.2	15	0.000419308784	0	0.0004208089802	0.0003878375494	0.000453780411	7.9
P19784	CSNK2A2	erythrocytes	41212.6150	single	1	546	4.823936054e-07	9.054765551e-07	4	4.823936054e-07	0	4.865602592e-07	0	1.399857829e-06	1.839100945e-06	9.047347619e-08	0	0												
P19823	ITIH2	plasma	72451.2250																single	1	214	2.415794566e+10	1455954035	15	0.005974422894	0	0.005995798087	0.005634442592	0.006357153583	6
P19827	ITIH1	erythrocytes;plasma	71413.9450	single	1	1149	0	0	4	0	0	0	0	0	0	0	0	0	single	1	213	1.440190693e+10	937753569.5	15	0.003561688717	0	0.003574431669	0.003341689153	0.003807174185	6.5
P20020	ATP2B1	erythrocytes	134551.8500	single	1	247	6.027723577e-05	4.974056459e-05	4	6.027723577e-05	0	6.079787777e-05	1.062768122e-05	0.0001109680743	0.0001145306365	2.854883394e-06	3.760689634e-05	8.611652683e-05												
P20042	EIF2S2	erythrocytes	38256.7950	single	1	715	1.73326366e-05	6.037099981e-06	4	1.73326366e-05	0	1.74823465e-05	1.139310133e-05	2.357159166e-05	8.9867372e-06	2.139589291e-05	1.682772272e-05	2.212019359e-05												
P20073	ANXA7	erythrocytes	52738.5450	single	1	149	0.0002606235467	6.910107053e-05	4	0.0002606235467	0	0.0002628746712	0.0001931767432	0.0003325725993	0.0003370004554	0.0002088616789	0.0003008003125	0.0001958317401												
P20339	RAB5A	erythrocytes	23658.3700	single	1	1849	1.200453548e-05	9.560306954e-06	4	1.200453548e-05	0	1.210822413e-05	2.465340442e-06	2.175110782e-05	2.599412927e-05	9.225907344e-06	8.389784041e-06	4.408321259e-06												
P20340	RAB6A	erythrocytes	23461.2900	single	1	1853	4.575906047e-06	3.603316103e-06	4	4.575906047e-06	0	4.615430236e-06	9.809906469e-07	8.249869825e-06	6.196313909e-09	3.379022597e-06	7.388190975e-06	7.530214302e-06												
P20618	PSMB1	erythrocytes	23548.6800	single	1	1763	0.0002770963905	3.27442844e-05	4	0.0002770963905	0	0.0002794897985	0.0002464626867	0.0003125169102	0.0002509770327	0.0003060847473	0.0003047299423	0.0002465938395												
P20674	COX5A	erythrocytes	12500.9900	single	1	516	5.524097727e-07	6.805316938e-07	4	5.524097727e-07	0	5.571811881e-07	0	1.243590945e-06	0	1.395288073e-06	0	8.143510182e-07												
P20742	PZP	plasma	161054.4400																single	1	274	299309843.6	50220255.6	15	7.402134301e-05	0	7.428617537e-05	6.182193207e-05	8.675041868e-05	17.2
P20810	CAST	erythrocytes	76571.7950	summed:5	5	380;381;382;383;384	0.0009949743881	0.000101001193	4	0.0009949743881	0	0.001003568436	0.0009016948496	0.001105442022	0.0009590382478	0.0008728782461	0.00104302484	0.001104956218												
P20851	C4BPB	plasma	26350.6900																single	1	40	115220034.3	17793766.51	15	2.849469157e-05	0	2.859663942e-05	2.418037685e-05	3.301290199e-05	15.1
P20930	FLG	erythrocytes	435160.0500	single	1	850	9.875527404e-07	1.772518995e-06	4	9.875527404e-07	0	9.960826841e-07	0	2.783911735e-06	3.642543326e-06	0	7.946695953e-08	2.282006762e-07												
P21108	PRPS1L1	erythrocytes	34707.6300	single	1	1739	1.323520257e-05	2.647040514e-05	4	1.323520257e-05	0	1.334952105e-05	0	4.004856316e-05	0	0	0	5.294081027e-05												
P21145	MAL	erythrocytes	16713.2800	single	1	1310	2.647989961e-07	5.295979923e-07	4	2.647989961e-07	0	2.670861859e-07	0	8.012585578e-07	0	1.059195985e-06	0	0												
P21266	GSTM3	erythrocytes	26559.2200	single	1	975	1.92196462e-05	1.3843434e-05	4	1.92196462e-05	0	1.938565506e-05	5.422649001e-06	3.334866112e-05	1.391974157e-05	1.824037764e-05	3.857897433e-05	6.139491273e-06												
P21281	ATP6V1B2	erythrocytes	56499.9700	single	1	263	6.194441233e-05	2.114601699e-05	4	6.194441233e-05	0	6.247945449e-05	4.11507897e-05	8.380811929e-05	3.569895502e-05	8.135435404e-05	7.659894237e-05	5.41253979e-05												
P21333	FLNA	erythrocytes	280605.1050	single	1	853	2.254849361e-05	1.471174157e-05	4	2.254849361e-05	0	2.274325524e-05	7.904441638e-06	3.758206883e-05	4.43989809e-05	1.550036274e-05	1.766040101e-05	1.263422977e-05												
P21399	ACO1	erythrocytes	98397.6100	single	1	34	7.560291247e-06	2.046907815e-06	4	7.560291247e-06	0	7.625592933e-06	5.561005041e-06	9.690180825e-06	6.928758334e-06	5.281683877e-06	1.01867177e-05	7.844005078e-06												
P21439	ABCB4	erythrocytes	141521.0150	single	1	11	0	0	4	0	0	0	0	0	0	0	0	0												
P21796	VDAC1	erythrocytes	30641.0650	single	1	2528	0	0	4	0	0	0	0	0	0	0	0	0												
P21964	COMT	erythrocytes	30036.6100	single	1	497	3.98911342e-06	5.024296426e-06	4	3.98911342e-06	0	4.023569214e-06	0	9.091262781e-06	1.139964478e-05	2.503186185e-06	1.753530649e-06	3.000920634e-07												
P21980	TGM2	erythrocytes	77196.7050	single	1	2313	0.0009251760871	0.0001675037433	4	0.0009251760871	0	0.0009331672553	0.0007642167057	0.001102117805	0.0007108194434	0.0009198968308	0.001118886547	0.0009511015271												
P22059	OSBP	erythrocytes	89288.1950	single	1	1526	0	0	4	0	0	0	0	0	0	0	0	0												
P22061	PCMT1	erythrocytes	24504.8350	single	1	1561	0.0006107599323	7.360920027e-05	4	0.0006107599323	0	0.0006160353446	0.0005417903481	0.0006902803412	0.0005171057403	0.0006650552645	0.0005870729445	0.0006738057801												
P22102	GART	erythrocytes	107634.6000	single	1	891	5.893417318e-06	4.24298468e-06	4	5.893417318e-06	0	5.944321453e-06	1.664688178e-06	1.022395473e-05	8.273243847e-07	1.120836201e-05	5.590303605e-06	5.94767927e-06												
P22105	TNXB	plasma	455951.7600																single	1	303	30636983.31	11797657.02	15	7.576732603e-06	0	7.603840514e-06	4.675761679e-06	1.053191935e-05	37.8
P22234	PAICS	erythrocytes	46947.4150	single	1	1544	0.0002369516525	0.0001036059714	4	0.0002369516525	0	0.0002389983121	0.0001344974486	0.0003434991755	0.0003842823494	0.00022436734	0.0001444826569	0.0001946742636												
P22303	ACHE	erythrocytes	64575.1300	single	1	31	2.020427738e-05	9.048237961e-06	4	2.020427738e-05	0	2.037879094e-05	1.125239922e-05	2.950518267e-05	1.0277548e-05	1.860785159e-05	1.97155851e-05	3.221612482e-05												
