# GENERATED by mass_fractions.py. DO NOT EDIT BY HAND.
# generated   = 2026-09-18T05:09:41Z
# dataset     = data/literature/murgia_2021/13395_2021_279_MOESM1_ESM.xlsx sha256 223f875331e1b0de0e97ad80a2a8149932a160be4183f573bbb2908d30210d2a
# accessions  = config/accessions.ini sha256 0daa4a1a963f50ff171818212aae17cdf151d51b5a9ca66d35bb8366668efd27
# composition = outputs/intermediate/composition/amino_acid_composition_per_protein.tsv sha256 697d977bbeec7e47388c1f272690310c061b5c6685fb7a4c9e6cc11b7297454b
# rules       = B0-B8, D31 (within-tier), D47 (summed rows), D48 (shared rows), D58 (combined)
# header_whitespace_stripped_for = ['Median 1', 'Standard deviation 1', 'Median 2A', 'Standard deviation 2A', 'Median 2X', 'Standard deviation 2X']
# per pool entry: intensity in the slow and fast sheets (joined by accession), slow/fast, the primary dataset's I/IIa, and their quotient; fast pools ~80/20 IIa/IIx per config
accession	gene	tier	intensity_slow	intensity_fast	slow_over_fast	primary_I_over_IIa	primary_over_source
Q15942	ZYX	2	84335000	49326600	1.709726598	0.7198842266	0.4210522475
Q16082	HSPB2	2	1160864000	1315726000	0.8822992021	0.8430394787	0.9555029368
Q16134	ETFDH	2	1916120000	1771560000	1.081600397	1.691925912	1.56428004
Q16204	CCDC6	2	24778920	9372680	2.643739037	9.955011581	3.765504628
Q16222	UAP1	2	0	9107300	0	0.05613015725	nan
Q16363	LAMA4	2	201692000	111705000	1.80557719	0.1397161845	0.07738034426
Q16401	PSMD5	2	50866600	40417000	1.258544672	3.01642972	2.396760153
Q16531	DDB1	2	1094056000	1028024000	1.064231963	0.4516267952	0.4243687567
Q16537	PPP2R5E	2	6359760	30112300	0.2112014027	1.14326715	5.413160781
Q16539	MAPK14	2	73686200	76333600	0.9653180251	0.6410628348	0.6640949596
Q16540	MRPL23	2	8102400	16635480	0.487055378	0.6543490252	1.343479725
Q16543	CDC37	2	599980000	445278000	1.347427899	0.3256356733	0.2416720579
Q16555	DPYSL2	2	538202000	309904000	1.736673292	1.712545525	0.9861069049
Q16563	SYPL1	2	45029600	27410600	1.64278053	1.959627375	1.192872291
Q16576	RBBP7	2	24854000	25058400	0.9918430546	0.640232399	0.6454976883
Q16585	SGCB	2	250746000	202150000	1.240395746	1.242953409	1.002061974
Q16586	SGCA	2	647568000	842896000	0.7682655986	0.8530130256	1.110310064
Q16595	FXN	2	228114000	211806000	1.076994986	1.328186582	1.233233766
Q16610	ECM1	2	96453000	44372200	2.173725891	1.471508552	0.6769522127
Q16611	BAK1	2	10697400	14211740	0.7527157125	1.255582362	1.668069818
Q16629	SRSF7	2	146544000	125900000	1.163971406	1.34035289	1.151534207
Q16630	CPSF6	2	29396400	18545400	1.585104662	0.7666188579	0.4836392677
Q16643	DBN1	2	44443500	18198400	2.442165245	0.2220602479	0.09092760956
Q16647	PTGIS	2	7042760	1585320	4.442484798	1.400578139	0.3152690899
Q16654	PDK4	2	14749800	6885940	2.142016921	0.3090937755	0.1443003425
Q16658	FSCN1	2	155106600	64413600	2.40797906	0.2923060234	0.1213906002
Q16666	IFI16	2	22724800	19383600	1.172372521	2.163403279	1.845320698
Q16695	H3-4	2	62196200	26006400	2.391572844	1.090146566	0.4558282928
Q16698	DECR1	2	4584340000	3200600000	1.432337687	1.780599653	1.243142361
Q16718	NDUFA5	2	3692800000	1918604000	1.924732774	1.312336983	0.6818281478
Q16740	CLPP	2	114597400	121574000	0.9426143748	1.122002182	1.190308797
Q16762	TST	2	637808000	384876000	1.657177896	1.263683778	0.7625516732
Q16775	HAGH	2	2903680000	2908020000	0.9985075756	0.3159777347	0.3164500124
Q16777	H2AC20	2	186702800	123372800	1.513322223	1.031612632	0.6816873605
Q16787	LAMA3	2	332312000	230183000	1.443686111	0.8525886049	0.5905636957
Q16795	NDUFA9	2	1556520000	1647194000	0.9449524464	1.338989007	1.416990888
Q16798	ME3	2	21207600	18663600	1.136308108	1.237879409	1.089387113
Q16816	PHKG1	2	653884000	2026320000	0.3226953295	0.1847784789	0.5726097096
Q16821	PPP1R3A	2	788780000	1275824000	0.6182514203	0.4920865935	0.7959328153
Q16822	PCK2	2	368140	27503200	0.01338535152	1.209154599	90.33416843
Q16851	UGP2	2	1.06057166e+10	9490545600	1.11750336	0.2940798907	0.2631579476
Q16853	AOC3	2	263644000	293118000	0.8994466392	0.3696430595	0.4109671918
Q16890	TPD52L1	2	32597200	15554800	2.095636074	1.171993012	0.5592540739
Q16891	IMMT	2	1.34325318e+10	1.19692352e+10	1.122254812	0.9700156582	0.8643452875
Q1KMD3	HNRNPUL2	2	29906920	23730200	1.26028942	0.7771341942	0.6166315306
Q2M2I8	AAK1	2	28699200	26065800	1.101028934	0.659667621	0.5991374071
Q2M389	WASHC4	2	228380	3816400	0.05984173567	1.643603588	27.46584085
Q2TAA2	IAH1	2	42995400	46454200	0.925543869	0.9028406247	0.9754703747
Q2TAL5	SMTNL2	2	1032388000	2010020000	0.51362076	0.7496688667	1.459576647
Q2TBA0	KLHL40	1	3002180000	2234020000	1.343846519	1.533205284	1.14090803
Q32MK0	MYLK3	2	6535260	0	nan	0	nan
Q32MZ4	LRRFIP1	2	11274740	2967000	3.800047186	0.8320383331	0.2189547373
Q32P51	HNRNPA1L2	2	526820000	481650000	1.093781792	0.9965454001	0.9111007402
Q3KQU3	MAP7D1	2	9948180	4790100	2.076820943	0.186563025	0.08983105916
Q3LXA3	TKFC	2	2036680	0	nan	0.5724448349	nan
Q3MHD2	LSM12	2	22022600	25363000	0.8682963372	1.203871861	1.386475803
Q3SXM5	HSDL1	2	9259840	12544180	0.738178183	2.204924612	2.986981548
Q3SY69	ALDH1L2	2	39985800	1542960	25.91499456	2.193206271	0.08463078262
Q3ZCQ8	TIMM50	2	178896000	87244200	2.050520264	0.8609882343	0.4198876985
Q3ZCW2	LGALSL	2	267010000	184988000	1.443390923	0.7520880779	0.5210564
Q49AH0	CDNF	2	105944400	61394200	1.725641836	0.7670466172	0.4444993168
Q49B96	COX19	2	37013020	22467600	1.64739536	1.347843571	0.8181664243
Q4G0N4	NADK2	2	28568260	36438680	0.7840091902	0.5977862852	0.7624735687
Q4G0W2	DUSP28	2	108296800	48937000	2.212984041	0.2134895512	0.09647134697
Q4G176	ACSF3	2	18186820	15357760	1.184210458	1.156591798	0.9766775752
Q4V328	GRIPAP1	2	224252000	1004292000	0.2232936238	0.4263927358	1.909560733
Q4VC31	MIX23	2	80388800	71503800	1.12425913	1.974654029	1.756404707
Q52LJ0	FAM98B	2	242758200	4646780	52.24224086	0.612447502	0.01172322419
Q53EU6	GPAT3	2	4047120	12395980	0.32648649	0.8189553313	2.508389647
Q53FT3	HIKESHI	2	32061800	53296000	0.6015798559	0.9667214427	1.6069711
Q53GG5	PDLIM3	1	1.58992e+10	1.75276e+10	0.9070950957	0.6595450921	0.7270958637
Q53GL7	PARP10	2	2727000	0	nan	0.4650648888	nan
Q53GQ0	HSD17B12	2	72663000	42299600	1.717817663	1.275194683	0.7423341318
Q53H82	LACTB2	2	65354400	38947400	1.678017018	0.08282859149	0.04936099611
Q53RT3	ASPRV1	2	3575120	11524640	0.3102153299	7.266777059	23.42494506
Q53S33	BOLA3	2	3140300	1422460	2.207654345	1.098810895	0.4977277794
Q53T59	HS1BP3	2	11969800	569340	21.02399269	0.9123738088	0.04339679062
Q562R1	ACTBL2	2	4218740	48364000	0.08722893061	1.169987917	13.4128426
Q58FF6	HSP90AB4P	2	536900000	257608000	2.084174405	0.9707993904	0.4657956591
Q58FF8	HSP90AB2P	2	81597200	104316600	0.7822072422	0.274503659	0.3509346938
Q58WW2	DCAF6	2	274098000	334496000	0.8194358079	0.870872856	1.062771296
Q5BJF2	TMEM97	2	7181800	19957800	0.359849282	nan	nan
Q5BJH7	YIF1B	2	54076220	67178360	0.8049648726	0.508857347	0.6321485128
Q5BKX8	CAVIN4	1	793914000	998348000	0.7952277162	1.496294215	1.881592134
Q5EBL4	RILPL1	2	4200160	22747100	0.1846459549	1.495878305	8.101332661
Q5EBM0	CMPK2	2	1954900	0	nan	0	nan
Q5GLZ8	HERC4	2	203653800	241512600	0.8432429612	0.1553510541	0.1842304784
Q5H9R7	PPP6R3	2	0	2238640	0	1.279178523	nan
Q5HYK3	COQ5	2	1373350000	1184676000	1.15926211	1.759798018	1.518032895
Q5JNZ5	RPS26P11	2	34639910	25407600	1.363368047	0.599955299	0.4400538065
Q5JPE7	NOMO2	2	42827200	30959190	1.383343686	0.6765471567	0.4890665737
Q5JPH6	EARS2	2	2784200	6890020	0.4040917153	1.52312558	3.769257133
Q5JRA6	MIA3	2	56070600	44455400	1.261277595	0.3812992005	0.3023118796
Q5JRX3	PITRM1	2	200538000	173315600	1.157068377	0.5240193783	0.4528854031
Q5JSH3	WDR44	2	40664600	7752200	5.2455561	1.207148995	0.2301279353
Q5JTJ3	COA6	2	135529800	105899800	1.279792785	3.299053646	2.577802972
Q5JTV8	TOR1AIP1	2	29320400	38305600	0.7654337747	1.15938039	1.514671065
Q5JTZ9	AARS2	2	3263400	1348240	2.420488934	0.436889448	0.1804963625
Q5JXB2	UBE2NL	2	436301000	648990000	0.6722769226	0.2568592718	0.3820736116
Q5NDL2	EOGT	2	6272500	3263800	1.921839574	0.4510685371	0.2347066547
Q5QJ74	TBCEL	2	39630800	796980	49.72621647	1.721979277	0.03462920366
Q5QNW6	H2BC18	2	688737142.9	487685714.3	1.412256137	0.9292136116	0.6579639397
Q5R3I4	TTC38	2	3774100	5273280	0.7157025608	0.5104256326	0.7131812299
Q5RI15	COX20	2	10624800	5699400	1.864196231	1.984688206	1.064634813
Q5SQH8	C6orf136	2	16111200	5179540	3.110546496	0.3674105216	0.1181176755
Q5SRD1	TIMM23B	2	4647670	3238280	1.435227961	0.5011264778	0.3491615908
Q5SSJ5	HP1BP3	2	18287560	10516720	1.738903384	2.221625938	1.27760171
Q5SV97	PERM1	2	576452000	799288000	0.7212068741	1.416000695	1.963376592
Q5SZK8	FREM2	2	13610260	3125700	4.354307835	2.618874094	0.6014444071
Q5T013	HYI	2	1171590000	576453400	2.032410599	1.479536899	0.7279714542
Q5T1J5	CHCHD2P9	2	154717000	153178000	1.010047135	0.4843414262	0.4795235882
Q5T440	IBA57	2	272382000	230436000	1.18202885	1.344983034	1.137859736
Q5T447	HECTD3	2	20139260	10043560	2.005191386	0.009751149068	0.004862951803
Q5T4S7	UBR4	2	62748400	51373600	1.221413333	0.1681585231	0.1376753623
Q5T6F2	UBAP2	2	12568920	18451480	0.6811876337	0.9946325286	1.460144723
Q5T749	KPRP	2	1398000000	832472000	1.679335761	1.264348607	0.7528861324
Q5T9A4	ATAD3B	2	483940000	390046000	1.240725453	1.178579291	0.9499114314
Q5TAQ9	DCAF8	2	25086340	30531800	0.8216462835	2.554552974	3.109066547
Q5TC12	ATPAF1	2	67960200	50100640	1.35647369	1.84472975	1.359945102
Q5TEC6	H3-7	2	564046000	804430000	0.7011747449	1.152363292	1.643475182
Q5TEU4	NDUFAF5	2	57411400	43211400	1.328616985	1.148459038	0.8644018939
Q5TFE4	NT5DC1	2	11511400	19363600	0.5944865624	0	0
Q5TZA2	CROCC	2	353769000	35418600	9.988226525	2.906531233	0.2909957264
Q5U5X0	LYRM7	2	119662600	69932400	1.711118166	1.185096561	0.6925860441
Q5VST9	OBSCN	1	2.93874776e+10	3.35377744e+10	0.876250083	1.200198111	1.369698143
Q5VTE0	EEF1A1P5	2	192604000	81549000	2.361819274	0.3987032378	0.1688119163
Q5VTT5	MYOM3	1	3.3108e+10	9937100000	3.33175675	4.032520515	1.21032861
Q5VVQ6	YOD1	2	24502440	28610000	0.8564292206	0	0
Q5VW32	BROX	2	28317600	19610040	1.44403581	0.71692679	0.4964743845
Q5VWZ2	LYPLAL1	2	78740000	31351940	2.511487327	2.254325995	0.8976059606
Q5VXT5	SYPL2	2	2067560000	2779580000	0.7438389973	1.011608498	1.359983144
Q5VYK3	ECPAS	2	105918600	117154000	0.9040971712	1.427069867	1.578447441
Q5VZM2	RRAGB	2	15871100	19998300	0.7936224579	4.133397099	5.208266295
Q5XKP0	MICOS13	2	14930040	18076000	0.825959283	0.5465434204	0.6617074614
Q5XPI4	RNF123	2	101400600	178768000	0.5672189654	0.4824691309	0.8505870931
Q63HN8	RNF213	2	1197180	99356800	0.0120493011	1.937951301	160.8351625
Q63HR2	TNS2	2	283340	8697280	0.0325780014	3.369357681	103.4243212
Q63ZY3	KANK2	2	11805240	16892940	0.6988268472	0.1850653697	0.2648229249
Q641Q2	WASHC2A	2	1080220	31391240	0.03441151098	0.8350181388	24.26566329
Q66K74	MAP1S	2	17274840	13835380	1.248598882	1.608094875	1.287919522
Q68EM7	ARHGAP17	2	0	3462640	0	1.484780709	nan
Q68J44	DUSP29	2	100800600	145250000	0.6939800344	0.924006302	1.331459489
Q69YQ0	SPECC1L	2	204367400	41035600	4.98024642	0.5432751799	0.1090860038
Q69YU5	UQCC6	2	31337600	20437420	1.533344228	1.147191019	0.7481627399
Q6DD88	ATL3	2	5714880	6000780	0.9523561937	1.115212435	1.171003499
Q6DKJ4	NXN	2	228122000	255086000	0.8942944732	0.8052223385	0.900399547
Q6FI81	CIAPIN1	2	9547440	134312000	0.07108404312	0.386494901	5.437154162
Q6GMV3	PTRHD1	2	253650000	297640000	0.8522040048	3.200999973	3.756142842
Q6H8Q1	ABLIM2	1	208578000	254190000	0.8205594241	0.7868760842	0.9589507611
Q6IAN0	DHRS7B	2	165806000	292778000	0.5663198738	1.372575185	2.423674762
Q6IBS0	TWF2	1	643022000	600462000	1.070878757	0.6242987711	0.5829780143
Q6IQ22	RAB12	2	13876020	10095140	1.374524771	1.12951581	0.8217500579
Q6IS14	EIF5AL1	2	1316020000	1284700000	1.024379233	0.4654205892	0.4543440304
Q6JBY9	RCSD1	2	481504000	507666000	0.9484661175	1.483369564	1.563966848
Q6L8Q7	PDE12	2	1911640	15527620	0.1231122348	nan	nan
Q6NSJ0	MYORG	2	5066500	65164800	0.07774903015	0.9906829104	12.74206133
Q6NUK1	SLC25A24	2	53893000	59148600	0.9111458259	0.5717263147	0.6274805837
Q6NUM9	RETSAT	2	5466800	2135740	2.559674867	0	0
Q6NUQ4	TMEM214	2	2916440	0	nan	0.2632794331	nan
Q6NVY1	HIBCH	2	846380000	997670000	0.848356671	0.7047306932	0.8307009508
Q6NXS1	PPP1R2B	2	180318000	205223000	0.8786442065	1.365580028	1.554189987
Q6NXT2	H3-5	2	5096440000	4536770000	1.123363098	1.090146566	0.9704311711
Q6NZI2	CAVIN1	2	3552800000	3119480000	1.138907767	0.8886341309	0.7802511818
Q6P1A2	LPCAT3	2	60609800	46083600	1.315214089	1.412749131	1.074159061
Q6P1L8	MRPL14	2	32650980	6879000	4.746471871	0.2561841649	0.05397359804
Q6P1N0	CC2D1A	2	8526000	9858300	0.8648549953	2.012457821	2.326930909
Q6P1N9	TATDN1	2	112802200	104974200	1.074570704	1.427812887	1.328728656
Q6P1X6	C8orf82	2	171406600	25629600	6.6878375	2.03151494	0.3037626049
Q6P2E9	EDC4	2	22983200	15335900	1.498653486	0.1887736704	0.1259621868
Q6P2I3	FAHD2B	2	29467500	11569850	2.546921524	1.804125798	0.7083554717
Q6P2Q9	PRPF8	2	7577100	21316240	0.3554613759	1.212543866	3.411183179
Q6P4A7	SFXN4	2	3986380	8233800	0.4841482669	1.330772548	2.748688033
Q6P587	FAHD1	2	157328000	129820600	1.21188779	1.276169645	1.053042745
Q6P5Q4	LMOD2	1	496244000	220900000	2.246464464	3.513697863	1.564101244
Q6PCB0	VWA1	2	84906600	126603200	0.6706512948	0.3620074001	0.5397848374
Q6PCB7	SLC27A1	2	52962600	66975600	0.7907745507	0.7409837966	0.9370354621
Q6PCE3	PGM2L1	2	14672800	33991600	0.4316595865	0.4544043047	1.052691331
Q6PGP7	SKIC3	2	1697520	798480	2.125939285	0.3324621376	0.1563836465
Q6PH85	DCUN1D2	2	25834280	14885600	1.735521578	0.8560187461	0.4932342859
Q6PI48	DARS2	2	29991600	7910800	3.791222127	1.360331075	0.3588107027
Q6PI78	TMEM65	2	19537400	4404560	4.435721162	2.778875405	0.6264765759
Q6PIU2	NCEH1	2	14047880	10121660	1.387902775	1.429353158	1.02986548
Q6PJW8	CNST	2	14019200	4956100	2.828675773	0.9979868833	0.3528106306
Q6PKG0	LARP1	2	21266560	34155000	0.6226485141	0.7281646938	1.169463473
Q6QEF8	CORO6	2	2094284200	2165151100	0.9672693051	1.87299136	1.936370098
Q6UVK1	CSPG4	2	21026460	23877640	0.8805920518	1.25543222	1.425668353
Q6UW68	TMEM205	2	37466800	211841600	0.1768623349	0.4654976125	2.631977084
Q6UXV4	APOOL	2	488156000	364790000	1.338183612	1.568216245	1.171899155
Q6VY07	PACS1	2	75748200	42610260	1.777698611	0.4566090426	0.2568540246
Q6WCQ1	MPRIP	2	5631360	6450400	0.8730249287	0.3402072132	0.3896878565
Q6XQN6	NAPRT	2	102061800	115443600	0.8840836564	0	0
Q6XZF7	DNMBP	2	44215000	31123000	1.420653536	0	0
Q6Y7W6	GIGYF2	2	18296140	15795600	1.158306111	157.5545397	136.0215044
Q6YHK3	CD109	2	14425100	2253200	6.402050417	0.2248304352	0.03511850432
Q6YN16	HSDL2	2	2212300000	909438000	2.432601233	2.568579155	1.055898156
Q6YP21	KYAT3	2	18969800	11996160	1.58132269	1.602959659	1.01368283
Q6ZMU5	TRIM72	2	1.28688e+10	1.076552e+10	1.195371891	0.9715209339	0.8127353012
Q6ZT12	UBR3	2	7979840	18981160	0.4204084471	2.132034784	5.07134145
Q6ZUT6	CCDC9B	2	16067400	4010400	4.006433273	0.4517014333	0.11274403
Q6ZVM7	TOM1L2	2	76908800	120212800	0.6397721374	0.1970413477	0.30798676
Q6ZVX7	NCCRP1	2	263240000	237411600	1.108791651	0.8792668169	0.7929955243
Q702N8	XIRP1	2	5339220000	3153100000	1.69332403	1.297873771	0.7664650995
Q709C8	VPS13C	2	533662000	248380000	2.148570738	2.232490526	1.039058425
Q709F0	ACAD11	2	0	6844960	0	1.276890849	nan
Q70IA6	MOB2	2	0	5207100	0	1.48858414	nan
Q70UQ0	IKBIP	2	32999200	51026400	0.6467083706	0.1203517183	0.186098903
Q711Q0	CEFIP	1	61431400	44282400	1.387264466	1.183303077	0.8529758427
Q71U36	TUBA1A	2	21683220	4025200	5.386867733	0.6115681474	0.1135294531
Q71UI9	H2AZ2	2	754590000	549472000	1.373300186	0.8985095822	0.6542703417
Q71UM5	RPS27L	2	51385200	51955200	0.9890290096	1.159135693	1.171993623
Q7KZF4	SND1	2	65718200	66599600	0.9867656863	1.163697164	1.179304449
Q7KZN9	COX15	2	9369560	8960800	1.045616463	1.28164554	1.225731983
Q7L014	DDX46	2	4595060	4152600	1.106550113	0.2068286809	0.1869130719
Q7L0Y3	TRMT10C	2	8682460	8923700	0.9729663705	1.379352408	1.417677373
Q7L1Q6	BZW1	2	26662800	68392800	0.3898480542	0.4478806009	1.148859398
Q7L2H7	EIF3M	2	20623660	21421600	0.9627506816	0.8609825147	0.8942943705
Q7L523	RRAGA	2	15871100	19998300	0.7936224579	4.133397099	5.208266295
Q7L576	CYFIP1	2	1259800	801428	1.57194408	0.3218934594	0.204774116
Q7L592	NDUFAF7	2	38160440	18996180	2.008848095	2.307019406	1.148428999
Q7L5N1	COPS6	2	241994000	305828000	0.7912748342	0.5876984249	0.7427235134
Q7L5N7	LPCAT2	2	4853420	0	nan	0.1289674936	nan
Q7L5Y9	MAEA	2	47858400	7909800	6.050519609	0.07649101558	0.0126420573
Q7LBR1	CHMP1B	2	33447000	34296800	0.9752221782	0.6541306674	0.6707504013
Q7Z2K6	ERMP1	2	5146820	3468640	1.483814982	0.3512123183	0.2366954927
Q7Z2Z2	EFL1	2	22316400	5590280	3.992000401	0	0
Q7Z3D6	DGLUCY	2	1639040000	864762000	1.89536543	2.209480321	1.165727878
Q7Z3E5	ARMC9	2	10102400	2412800	4.187002653	0.7122694058	0.1701143909
Q7Z406	MYH14	2	1109512000	1285742000	0.8629351767	1.616358545	1.873093818
Q7Z417	NUFIP2	2	0	1518400	0	0	nan
Q7Z434	MAVS	2	223774000	109294200	2.047446251	1.97595298	0.9650817352
Q7Z460	CLASP1	2	17841600	7940658	2.246866695	0.4584109089	0.2040222991
Q7Z478	DHX29	2	0	1217583000	0	52.64365944	nan
Q7Z4I7	LIMS2	2	0	5277200	0	1.782856001	nan
Q7Z4V5	HDGFL2	2	7658000	19525200	0.3922110913	0.1260715678	0.3214380484
Q7Z4W1	DCXR	2	375614000	254169000	1.477812007	2.923216167	1.978070386
Q7Z6Z7	HUWE1	2	280672000	125845400	2.230292089	0.8652185744	0.3879395792
Q7Z7F7	MRPL55	2	10774400	14514100	0.7423402071	0.6178617526	0.8323161627
Q7Z7G0	ABI3BP	2	7454300	33086400	0.2252980076	0.2272509456	1.008668243
Q7Z7H5	TMED4	2	36130400	21383400	1.689647109	1.110648222	0.6573255537
Q7Z7K0	CMC1	2	22178000	23971600	0.9251781275	1.091606735	1.179888178
Q7Z7K6	CENPV	2	28476200	45681000	0.6233707668	1.348181809	2.162728637
Q7Z7L7	ZER1	2	9585940	3808240	2.517157532	nan	nan
Q86SQ0	PHLDB2	2	96388000	46931400	2.053806194	1.050952187	0.5117095224
Q86SX6	GLRX5	2	165262800	181891600	0.908578516	1.959707399	2.156893834
Q86TC9	MYPN	1	1171084000	1216300000	0.9628249609	1.002248294	1.040945483
Q86TD4	SRL	2	8970420000	9397460000	0.9545579337	1.157021274	1.212101679
Q86TI2	DPP9	2	4816260	3914880	1.230244605	0.1633716885	0.1327961024
Q86TN4	TRPT1	2	0	2326600	0	0	nan
Q86TP1	PRUNE1	2	35992200	22316000	1.612842803	0.3272064605	0.2028756056
Q86TU7	SETD3	2	8638440	15511600	0.5569019315	0	0
Q86TX2	ACOT1	2	4477460000	2713500000	1.650068178	1.47335618	0.892906245
Q86U28	ISCA2	2	17452000	15898620	1.097705335	1.461119881	1.331067486
Q86U42	PABPN1	2	18217360	7471380	2.438285832	1.010877971	0.4145855083
Q86UE4	MTDH	2	13101820	20681600	0.6335012765	1.33168229	2.102098826
Q86UP2	KTN1	2	91107600	49997800	1.822232178	1.803091269	0.9894959001
Q86UT6	NLRX1	2	247639600	238304000	1.039175171	1.138726541	1.095798449
Q86UV5	USP48	2	0	22229200	0	nan	nan
Q86UX2	ITIH5	2	36183600	39512000	0.9157623001	2.01036322	2.195289345
Q86UY8	NT5DC3	2	814880	2587400	0.3149416403	0	0
Q86V81	ALYREF	2	52598200	43085600	1.220783742	1.983574627	1.624837028
Q86VD7	SLC25A42	2	7128040	0	nan	nan	nan
Q86VF2	IGFN1	1	329535400	1372967000	0.2400169851	0.1154773955	0.4811217649
Q86VF7	NRAP	1	3073280000	2151860000	1.428197002	0.9742766183	0.6821724294
Q86VN1	VPS36	2	46667800	23051860	2.024470043	1.425923053	0.7043438644
Q86VP6	CAND1	2	48445600	61693600	0.7852613561	0.7242589311	0.9223157684
Q86VS8	HOOK3	2	8701800	40254360	0.2161703726	1.132567849	5.23923716
Q86VU5	COMTD1	2	4793300	0	nan	0.5632626119	nan
Q86WA6	BPHL	2	48779600	27559200	1.769993323	1.354164695	0.7650676855
Q86WC6	PPP1R27	2	111655400	171232000	0.6520708746	0.3325550274	0.5099982844
Q86WU2	LDHD	2	301224000	215981000	1.394678236	0.9731151641	0.6977345306
Q86X55	CARM1	2	184584000	196280000	0.9404116568	0.6290093549	0.6688659698
Q86X76	NIT1	2	305176000	159071000	1.918489228	1.057131265	0.5510227787
Q86XI6	PPP1R3B	2	0	1805220	0	0.756739225	nan
Q86XP3	DDX42	2	12621220	7003860	1.802037733	1.35712216	0.753104186
Q86XX4	FRAS1	2	4975000	13599400	0.3658249629	1.190358106	3.253900708
Q86Y39	NDUFA11	2	429586000	296998000	1.446427249	1.233162704	0.8525577106
Q86Y82	STX12	2	0	24934900	0	0.7762472003	nan
Q86YB7	ECHDC2	2	76382400	19002960	4.01950012	2.363103725	0.5879098531
Q86YM7	HOMER1	1	26346620	62693600	0.4202441717	1.420115912	3.379263791
Q8IUD2	ERC1	2	17862600	320760000	0.05568836513	0.008243805824	0.1480346174
Q8IUE6	H2AC21	2	2571430	1670090	1.539695466	0.9074848256	0.589392413
Q8IUG5	MYO18B	1	136090000	30242860	4.499905102	0.9369105427	0.2082067336
Q8IUR0	TRAPPC5	2	1132140	10399500	0.1088648493	0.5338507248	4.903793358
Q8IV08	PLD3	2	14616680	2154280	6.784949032	2.079624704	0.306505575
Q8IVD9	NUDCD3	2	2442860	3950560	0.6183579037	1.679081661	2.715388047
Q8IVF2	AHNAK2	2	546614000	727298000	0.751568133	0.3911501192	0.5204453223
Q8IVN3	MUSTN1	2	491794000	484862000	1.014296851	0.2541420102	0.250559794
Q8IVS2	MCAT	2	31025600	6743620	4.600733731	0.7438762861	0.1616864461
Q8IW45	NAXD	2	102231800	32220560	3.172874711	1.540898819	0.4856475466
Q8IWA4	MFN1	2	6069900	15663240	0.3875251864	1.028341285	2.653611485
Q8IWA5	SLC44A2	2	2402380	20359040	0.1180006523	0.579041412	4.907103484
Q8IWE2	FAM114A1	2	1976060	8005040	0.2468519833	2.611127185	10.57770389
Q8IWL3	HSCB	2	4895800	4116000	1.189455782	0.6188571857	0.5202859954
Q8IWV7	UBR1	2	683360	1891340	0.3613099707	0.3806239264	1.053455363
Q8IWW8	ADHFE1	2	285538600	247363200	1.154329342	1.985401049	1.719960652
Q8IWX7	UNC45B	1	291993600	507986000	0.5748063923	0.2070394798	0.3601899397
Q8IWX8	CHERP	2	796240	1607360	0.4953712921	1.58904424	3.207784273
Q8IX12	CCAR1	2	1229540	12909200	0.09524525145	1.132857602	11.8941111
Q8IXI2	RHOT1	2	8292800	0	nan	1.462621422	nan
Q8IXJ6	SIRT2	2	76602200	59828800	1.280356618	0.3845093547	0.3003142635
Q8IXL7	MSRB3	2	47810800	47277200	1.011286624	1.774633095	1.754827021
Q8IXM3	MRPL41	2	6289860	14744400	0.4265931472	0.7411027893	1.737259012
Q8IY17	PNPLA6	2	874240	547520	1.59672706	0.34539167	0.2163122794
Q8IYB8	SUPV3L1	2	19385340	3147200	6.159551347	1.869154855	0.3034563315
Q8IYI6	EXOC8	2	6084232	0	nan	nan	nan
Q8IYS1	PM20D2	2	36865380	16885880	2.183207508	0.6777907305	0.310456394
Q8IYT4	KATNAL2	2	23276400	38866600	0.5988792434	0.736066742	1.229073724
Q8IYU8	MICU2	2	49178000	1813680	27.11503683	1.281418679	0.04725859997
Q8IZ83	ALDH16A1	2	127283100	205745400	0.6186437218	0.8038268421	1.299337266
Q8IZP2	ST13P4	2	387043333.3	361341333.3	1.071129421	0.4734606184	0.4420199921
Q8N0U8	VKORC1L1	2	8965320	39839800	0.2250342622	1.044599863	4.641959194
Q8N0W3	FCSK	2	4087900	0	nan	2.457988145	nan
Q8N0X4	CLYBL	2	127710200	118902000	1.074079494	0.7956128703	0.7407392792
Q8N0X7	SPART	2	10701820	9587160	1.116265922	0.3160281639	0.283111898
Q8N0Z2	ABRA	1	55815800	37748000	1.478642577	0.444403679	0.3005484124
Q8N122	RPTOR	2	1519120	1022320	1.485953517	0.7907774929	0.5321683913
