# Generated by pipeline/digest.py — DO NOT EDIT BY HAND
# generated = 2026-09-19T18:28:04Z
# digest = trypsin; cleave_after=KR; cleave_before_proline=both; length 6-30; missed_cleavages=0; source=Schwanhausser et al. 2011 (B4), Methods, iBAQ definition, as restated in Nature Sci Data 2018;5:180128 (doi 10.1038/sdata.2018.128): "theoretically observable tryptic peptides between 6 and 30 amino acids". Proline rule not stated in A1 Methods; both computed, difference disclosed (D49).
accession	gene	tier	length	mw_full	n_peptides	peptides_per_kDa	n_peptides_trypsin_P	n_peptides_trypsin	proline_rule_rel_diff
P49069	CAMLG	2	296	32952.1	21	0.637288	21	17	0.190476
P49137	MAPKAPK2	2	400	45567.1	24	0.526696	24	24	0
P49189	ALDH9A1	2	494	53801.4	28	0.520433	28	26	0.0714286
P49207	RPL34	2	117	13292.8	6	0.451371	6	6	0
P49247	RPIA	2	311	33268.6	20	0.601168	20	20	0
P49257	LMAN1	1	510	57548.1	24	0.417042	24	25	-0.0416667
P49321	NASP	2	788	85236.8	44	0.516209	44	42	0.0454545
P49327	FASN	2	2511	273422	138	0.504714	138	133	0.0362319
P49356	FNTB	2	437	48772.9	15	0.307548	15	12	0.2
P49368	CCT3	2	545	60533.1	37	0.611236	37	37	0
P49406	MRPL19	2	292	33534.5	24	0.715681	24	23	0.0416667
P49411	TUFM	2	455	49874.3	32	0.641612	32	32	0
P49419	ALDH7A1	2	539	58486.5	28	0.478743	28	27	0.0357143
P49448	GLUD2	2	558	61433.2	36	0.586003	36	34	0.0555556
P49458	SRP9	2	86	10111.6	7	0.692273	7	7	0
P49585	PCYT1A	2	367	41730.5	27	0.647009	27	27	0
P49588	AARS1	2	968	106809	58	0.543025	58	56	0.0344828
P49589	CARS1	2	748	85472.2	43	0.503088	43	42	0.0232558
P49591	SARS1	2	514	58776.5	31	0.527422	31	30	0.0322581
P49593	PPM1F	2	454	49830	23	0.46157	23	22	0.0434783
P49641	MAN2A2	2	1150	130536	63	0.482624	63	60	0.047619
P49674	CSNK1E	2	416	47314.4	22	0.464974	22	22	0
P49720	PSMB3	2	205	22948.6	9	0.39218	9	9	0
P49721	PSMB2	2	201	22835.9	12	0.525488	12	12	0
P49748	ACADVL	2	655	70389.2	43	0.610889	43	43	0
P49750	YLPM1	2	2146	241641	106	0.438667	106	99	0.0660377
P49753	ACOT2	2	483	53217.7	32	0.601303	32	32	0
P49754	VPS41	2	854	98564.7	57	0.5783	57	50	0.122807
P49755	TMED10	2	219	24975.6	13	0.520507	13	13	0
P49756	RBM25	2	843	100184	36	0.359338	36	34	0.0555556
P49770	EIF2B2	2	351	38989.1	19	0.487316	19	19	0
P49773	HINT1	2	126	13801.7	8	0.579639	8	8	0
P49790	NUP153	2	1475	153936	70	0.454733	70	61	0.128571
P49792	RANBP2	2	3224	358195	213	0.594649	213	198	0.0704225
P49815	TSC2	2	1807	200605	103	0.513447	103	101	0.0194175
P49821	NDUFV1	2	464	50816.5	27	0.531324	27	26	0.037037
P49841	GSK3B	2	420	46743.7	25	0.534832	25	24	0.04
P49862	KLK7	2	253	27524.4	13	0.472308	13	13	0
P49903	SEPHS1	2	392	42910.1	15	0.349568	15	15	0
P49914	MTHFS	2	203	23255.3	14	0.602013	14	13	0.0714286
P49915	GMPS	2	693	76714.5	49	0.638732	49	43	0.122449
P49959	MRE11	2	708	80592.1	39	0.483918	39	39	0
P50135	HNMT	2	292	33294.6	16	0.480559	16	16	0
P50213	IDH3A	2	366	39591.3	22	0.555678	22	21	0.0454545
P50225	SULT1A1	2	295	34164.9	23	0.673206	23	21	0.0869565
P50238	CRIP1	2	77	8532.81	5	0.585973	5	5	0
P50395	GDI2	2	445	50662.7	30	0.592152	30	29	0.0333333
P50402	EMD	2	254	28993.3	13	0.448379	13	14	-0.0769231
P50416	CPT1A	2	773	88366.3	43	0.486611	43	44	-0.0232558
P50440	GATM	2	423	48454.8	31	0.639772	31	28	0.0967742
P50452	SERPINB8	2	374	42766.4	24	0.561188	24	24	0
P50453	SERPINB9	2	376	42403	27	0.636747	27	26	0.037037
P50454	SERPINH1	2	418	46439.8	26	0.559865	26	25	0.0384615
P50461	CSRP3	1	194	20968.8	14	0.667658	14	13	0.0714286
P50479	PDLIM4	1	330	35397.5	19	0.536761	19	19	0
P50502	ST13	2	369	41331.2	16	0.387117	16	17	-0.0625
P50552	VASP	2	380	39829.2	17	0.426822	17	17	0
P50570	DNM2	2	870	98062.7	59	0.601656	59	56	0.0508475
P50579	METAP2	2	478	52891	30	0.567204	30	30	0
P50583	NUDT2	2	147	16829	10	0.594214	10	10	0
P50747	HLCS	2	726	80758.8	42	0.520067	42	41	0.0238095
P50851	LRBA	2	2863	319103	157	0.492004	157	156	0.00636943
P50895	BCAM	2	628	67403.9	34	0.504422	34	34	0
P50897	PPT1	2	306	34193	13	0.380195	13	13	0
P50914	RPL14	2	215	23431.5	12	0.512131	12	12	0
P50990	CCT8	2	548	59619.9	41	0.68769	41	40	0.0243902
P50991	CCT4	2	539	57923.4	38	0.656038	38	37	0.0263158
P50993	ATP1A2	2	1020	112264	56	0.498824	56	56	0
P50995	ANXA11	2	505	54389	22	0.404493	22	22	0
P51114	FXR1	1	621	69720	37	0.530694	37	37	0
P51116	FXR2	2	673	74222.4	42	0.565867	42	43	-0.0238095
P51149	RAB7A	2	207	23489.5	17	0.723729	17	17	0
P51151	RAB9A	2	201	22837.3	14	0.613033	14	14	0
P51452	DUSP3	2	185	20478	10	0.488329	10	10	0
P51532	SMARCA4	2	1647	184643	75	0.406189	75	74	0.0133333
P51553	IDH3G	2	393	42793.8	19	0.44399	19	17	0.105263
P51570	GALK1	2	392	42271.6	19	0.449475	19	19	0
P51571	SSR4	2	173	18998.3	9	0.473727	9	9	0
P51572	BCAP31	2	246	27991.2	16	0.571609	16	16	0
P51589	CYP2J2	2	502	57609.7	34	0.590178	34	33	0.0294118
P51608	MECP2	2	486	52440	25	0.476735	25	26	-0.04
P51610	HCFC1	2	2035	208730	83	0.397643	83	66	0.204819
P51648	ALDH3A2	2	485	54847.1	23	0.419347	23	22	0.0434783
P51649	ALDH5A1	2	535	57214.1	27	0.471912	27	26	0.037037
P51659	HSD17B4	2	736	79685.3	48	0.602369	48	43	0.104167
P51665	PSMD7	2	324	37025	15	0.405132	15	15	0
P51668	UBE2D1	2	147	16601.8	5	0.301173	5	5	0
P51687	SUOX	2	545	60282.1	29	0.481072	29	27	0.0689655
P51692	STAT5B	2	787	89864.3	46	0.511883	46	44	0.0434783
P51809	VAMP7	2	220	24934.7	14	0.561466	14	14	0
P51812	RPS6KA3	2	740	83734.8	47	0.561296	47	46	0.0212766
P51857	AKR1D1	2	326	37376.4	24	0.642116	24	23	0.0416667
P51858	HDGF	2	240	26788	17	0.634612	17	17	0
P51884	LUM	2	338	38428.4	16	0.416358	16	16	0
P51888	PRELP	2	382	43809.2	25	0.570657	25	23	0.08
P51911	CNN1	2	297	33170.1	17	0.512511	17	17	0
P51948	MNAT1	2	309	35822.5	18	0.502478	18	17	0.0555556
P51970	NDUFA8	2	172	20104.8	12	0.596873	12	10	0.166667
P51991	HNRNPA3	2	378	39594.9	20	0.505116	20	20	0
P52179	MYOM1	1	1685	187624	114	0.607598	114	112	0.0175439
P52209	PGD	2	483	53139.3	30	0.564554	30	28	0.0666667
P52272	HNRNPM	2	730	77515.1	54	0.696639	54	51	0.0555556
P52294	KPNA1	2	538	60220.9	23	0.381927	23	22	0.0434783
P52306	RAP1GDS1	2	607	66315.8	39	0.588095	39	39	0
P52434	POLR2H	2	150	17143.1	10	0.583326	10	10	0
P52564	MAP2K6	2	334	37491.9	24	0.640139	24	23	0.0416667
P52565	ARHGDIA	2	204	23206.8	13	0.560181	13	12	0.0769231
P52566	ARHGDIB	2	201	22987.8	15	0.652521	15	15	0
P52597	HNRNPF	2	415	45671.4	22	0.481702	22	20	0.0909091
P52630	STAT2	2	851	97914.6	47	0.48001	47	43	0.0851064
P52758	RIDA	2	137	14493.5	10	0.689966	10	10	0
P52788	SMS	2	366	41267.7	23	0.557337	23	23	0
P52789	HK2	2	917	102379	52	0.507918	52	52	0
P52888	THOP1	2	689	78838.7	40	0.507365	40	40	0
P52895	AKR1C2	2	323	36734.8	22	0.598887	22	21	0.0454545
P52907	CAPZA1	2	286	32922.3	16	0.485993	16	16	0
P52943	CRIP2	2	208	22492.6	13	0.577968	13	10	0.230769
P52948	NUP98	2	1817	197576	86	0.435275	86	77	0.104651
P53004	BLVRA	2	296	33428.1	18	0.53847	18	18	0
P53007	SLC25A1	2	311	34012.3	19	0.558621	19	17	0.105263
P53041	PPP5C	2	499	56877.9	31	0.545027	31	29	0.0645161
P53367	ARFIP1	2	373	41737.6	27	0.646899	27	27	0
P53384	NUBP1	2	320	34534.1	13	0.37644	13	13	0
P53396	ACLY	2	1101	120838	64	0.529636	64	62	0.03125
P53582	METAP1	2	386	43214.7	26	0.601647	26	22	0.153846
P53597	SUCLG1	2	346	36249.3	15	0.413801	15	14	0.0666667
P53602	MVD	2	400	43403.9	23	0.529906	23	22	0.0434783
P53609	PGGT1B	2	377	42367.7	21	0.495661	21	20	0.047619
P53618	COPB1	2	953	107141	57	0.532011	57	56	0.0175439
P53621	COPA	2	1224	138344	76	0.549356	76	76	0
P53634	CTSC	2	463	51853.2	23	0.44356	23	23	0
P53680	AP2S1	2	142	17017.5	7	0.411341	7	7	0
P53701	HCCS	2	268	30601.1	17	0.555535	17	16	0.0588235
P53708	ITGA8	2	1063	117472	52	0.442659	52	50	0.0384615
P53778	MAPK12	2	367	41939.6	21	0.50072	21	21	0
P53814	SMTN	2	917	99057.1	55	0.555235	55	55	0
P53985	SLC16A1	2	500	53943.6	16	0.296606	16	13	0.1875
P53990	IST1	2	364	39750	14	0.352201	14	13	0.0714286
P53992	SEC24C	2	1094	118323	46	0.388766	46	45	0.0217391
P53999	SUB1	2	127	14395.1	10	0.694679	10	10	0
P54136	RARS1	2	660	75378	41	0.543926	41	41	0
P54284	CACNB3	2	484	54530.9	28	0.51347	28	26	0.0714286
P54289	CACNA2D1	2	1103	124566	59	0.473643	59	55	0.0677966
P54296	MYOM2	1	1465	164867	96	0.582287	96	91	0.0520833
P54577	YARS1	2	528	59142.8	44	0.743962	44	44	0
P54578	USP14	2	494	56068.3	30	0.535061	30	30	0
P54619	PRKAG1	2	331	37578.9	22	0.585435	22	20	0.0909091
P54646	PRKAA2	2	552	62318.7	29	0.46535	29	29	0
P54652	HSPA2	2	639	70020.1	40	0.571264	40	40	0
P54725	RAD23A	2	363	39608.6	15	0.378706	15	15	0
P54727	RAD23B	2	409	43170.5	15	0.34746	15	15	0
P54819	AK2	2	239	26477.4	17	0.642057	17	17	0
P54868	HMGCS2	2	508	56634.6	33	0.582682	33	29	0.121212
P54886	ALDH18A1	2	795	87300.9	49	0.561277	49	46	0.0612245
P55010	EIF5	2	431	49222.2	26	0.528217	26	26	0
P55011	SLC12A2	2	1212	131445	58	0.441249	58	56	0.0344828
P55036	PSMD4	2	377	40736.1	15	0.368224	15	15	0
P55039	DRG2	2	364	40745.9	24	0.589016	24	24	0
P55042	RRAD	2	308	33244.9	15	0.451197	15	15	0
P55060	CSE1L	2	971	110415	56	0.507178	56	56	0
P55061	TMBIM6	2	237	26537.3	5	0.188414	5	5	0
P55072	VCP	2	806	89320.6	48	0.53739	48	45	0.0625
P55084	HADHB	2	474	51293.7	29	0.565371	29	29	0
P55087	AQP4	2	323	34829.3	9	0.258403	9	8	0.111111
P55145	MANF	2	182	20699.9	11	0.531404	11	10	0.0909091
P55196	AFDN	2	1824	206801	108	0.522241	108	102	0.0555556
P55209	NAP1L1	2	391	45373.6	14	0.30855	14	13	0.0714286
P55210	CASP7	2	303	34276.4	19	0.554317	19	20	-0.0526316
P55263	ADK	2	362	40544.9	25	0.616601	25	23	0.08
P55265	ADAR	2	1226	136065	77	0.565908	77	75	0.025974
P55287	CDH11	2	796	87964.1	40	0.454731	40	38	0.05
P55290	CDH13	2	713	78285.8	37	0.472627	37	34	0.0810811
P55327	TPD52	2	224	24326.7	11	0.452178	11	10	0.0909091
P55735	SEC13	2	322	35540	13	0.365785	13	13	0
P55769	SNU13	2	128	14173.3	10	0.705551	10	9	0.1
P55786	NPEPPS	2	919	103275	57	0.551926	57	53	0.0701754
P55809	OXCT1	2	520	56157	27	0.480795	27	27	0
P55822	SH3BGR	2	239	26085.3	10	0.383358	10	10	0
P55854	SUMO3	2	103	11636.9	4	0.343734	4	5	-0.25
P55884	EIF3B	2	814	92480.2	39	0.421712	39	37	0.0512821
P55957	BID	2	195	21994.3	10	0.454663	10	10	0
P56134	ATP5MF	2	94	10917.7	4	0.366376	4	4	0
P56181	NDUFV3	2	108	11940.3	7	0.586248	7	7	0
P56192	MARS1	2	900	101114	46	0.454931	46	43	0.0652174
P56199	ITGA1	2	1179	130846	62	0.473838	62	61	0.016129
P56211	ARPP19	2	112	12322.8	8	0.649203	8	7	0.125
P56277	CMC4	2	68	7746.85	6	0.774508	6	6	0
P56377	AP1S2	2	157	18614.5	10	0.537216	10	10	0
P56385	ATP5ME	2	69	7933.09	4	0.504217	4	5	-0.25
P56524	HDAC4	2	1084	119038	51	0.428436	51	49	0.0392157
P56537	EIF6	2	245	26598.8	10	0.375957	10	10	0
P56539	CAV3	1	151	17259.1	7	0.405583	7	7	0
P56556	NDUFA6	2	128	15136.4	9	0.594594	9	9	0
P56945	BCAR1	2	870	93370.3	46	0.492662	46	44	0.0434783
P57053	H2BC12L	2	126	13944	11	0.788868	11	11	0
P57088	TMEM33	2	247	27977.7	12	0.428914	12	11	0.0833333
P57105	SYNJ2BP	2	145	15927.8	9	0.565048	9	9	0
P57737	CORO7	2	925	100603	36	0.357841	36	35	0.0277778
P57740	NUP107	2	925	106372	57	0.535853	57	55	0.0350877
P57772	EEFSEC	2	596	65303.7	34	0.520644	34	32	0.0588235
P58107	EPPK1	2	5088	555649	163	0.293351	163	160	0.0184049
P58511	SMIM11	2	58	6886.19	2	0.290437	2	2	0
P58546	MTPN	2	118	12894.6	8	0.620414	8	8	0
P58876	H2BC5	2	126	13936	11	0.789322	11	11	0
P59998	ARPC4	2	168	19666.8	14	0.711861	14	13	0.0714286
P60033	CD81	2	236	25809.1	9	0.348714	9	8	0.111111
P60174	TPI1	2	249	26669.2	17	0.63744	17	16	0.0588235
P60228	EIF3E	2	445	52220	32	0.612792	32	32	0
P60468	SEC61B	2	96	9974.35	6	0.601543	6	6	0
P60520	GABARAPL2	2	117	13666.7	9	0.658537	9	9	0
P60602	ROMO1	2	79	8182.83	4	0.488828	4	4	0
P60660	MYL6	2	151	16929.9	11	0.649737	11	11	0
P60842	EIF4A1	2	406	46153.3	24	0.520006	24	23	0.0416667
P60866	RPS20	2	119	13372.6	6	0.44868	6	6	0
P60891	PRPS1	2	318	34833.7	19	0.545448	19	19	0
P60900	PSMA6	1	246	27399.2	17	0.620457	17	13	0.235294
P60903	S100A10	2	97	11203	5	0.446309	5	5	0
P60953	CDC42	2	191	21258.4	9	0.423362	9	9	0
P60981	DSTN	2	165	18505.6	13	0.702492	13	13	0
P61009	SPCS3	2	180	20313.2	7	0.344604	7	7	0
P61011	SRP54	2	504	55704.1	36	0.646272	36	36	0
P61019	RAB2A	2	212	23545.2	15	0.637072	15	15	0
P61020	RAB5B	2	215	23706.4	14	0.590557	14	14	0
P61026	RAB10	2	200	22540.7	17	0.754192	17	17	0
P61077	UBE2D3	2	147	16686.9	5	0.299636	5	5	0
P61081	UBE2M	2	183	20899.7	12	0.57417	12	11	0.0833333
P61086	UBE2K	2	200	22406.3	14	0.624824	14	14	0
P61088	UBE2N	2	152	17137.5	11	0.641866	11	11	0
P61106	RAB14	2	215	23896.6	16	0.669551	16	15	0.0625
P61158	ACTR3	2	418	47370.6	22	0.464423	22	21	0.0454545
P61160	ACTR2	2	394	44760.3	21	0.469166	21	21	0
P61163	ACTR1A	2	376	42613.1	24	0.563207	24	23	0.0416667
P61201	COPS2	2	443	51595.9	25	0.484535	25	26	-0.04
P61204	ARF3	2	181	20600.5	11	0.533968	11	12	-0.0909091
P61221	ABCE1	2	599	67313.6	36	0.534811	36	34	0.0555556
P61224	RAP1B	2	184	20824.5	12	0.576243	12	12	0
P61247	RPS3A	2	264	29944.7	19	0.634504	19	19	0
P61254	RPL26	2	145	17258	9	0.521496	9	9	0
P61313	RPL15	1	204	24145.7	14	0.579813	14	14	0
P61326	MAGOH	2	146	17163.4	14	0.815689	14	14	0
P61353	RPL27	2	136	15797.6	6	0.379805	6	6	0
P61457	PCBD1	2	104	11999.4	8	0.6667	8	8	0
P61513	RPL37A	2	92	10275.2	6	0.583931	6	6	0
P61586	RHOA	2	193	21767.9	12	0.55127	12	13	-0.0833333
P61604	HSPE1	2	102	10931.6	10	0.914779	10	10	0
P61619	SEC61A1	2	476	52264	18	0.344405	18	17	0.0555556
P61626	LYZ	2	148	16536.8	11	0.665182	11	11	0
P61758	VBP1	2	197	22625.6	15	0.662965	15	15	0
P61764	STXBP1	2	594	67567.7	42	0.621599	42	42	0
P61769	B2M	2	119	13714.4	8	0.58333	8	8	0
P61803	DAD1	2	113	12496.5	5	0.400111	5	5	0
P61916	NPC2	2	151	16570	10	0.6035	10	10	0
P61925	PKIA	2	76	7988.4	5	0.625908	5	5	0
P61956	SUMO2	2	95	10871.1	4	0.367948	4	5	-0.25
P61960	UFM1	2	85	9117.46	5	0.548398	5	5	0
P61970	NUTF2	2	127	14478.2	8	0.552554	8	8	0
P61978	HNRNPK	2	463	50975.6	26	0.510048	26	27	-0.0384615
P61981	YWHAG	2	247	28302.2	18	0.635993	18	18	0
P62070	RRAS2	2	204	23399.3	15	0.641046	15	15	0
P62072	TIMM10	2	90	10332.8	8	0.774231	8	8	0
P62081	RPS7	2	194	22126.6	10	0.451946	10	11	-0.1
P62140	PPP1CB	2	327	37186.4	19	0.510939	19	19	0
P62166	NCS1	2	190	21878.5	13	0.594192	13	13	0
P62191	PSMC1	2	440	49183.9	27	0.54896	27	27	0
P62195	PSMC5	2	406	45625.4	28	0.613693	28	28	0
P62241	RPS8	2	208	24204.9	11	0.454453	11	10	0.0909091
P62244	RPS15A	2	130	14839.3	10	0.673884	10	11	-0.1
P62249	RPS16	2	146	16445.1	12	0.7297	12	12	0
P62258	YWHAE	2	255	29173.5	18	0.616999	18	18	0
P62263	RPS14	2	151	16272.5	6	0.36872	6	6	0
P62266	RPS23	2	143	15807.4	8	0.506092	8	8	0
P62269	RPS18	2	152	17718.4	12	0.677261	12	12	0
P62277	RPS13	2	151	17222	11	0.638717	11	11	0
P62280	RPS11	2	158	18430.6	10	0.542577	10	10	0
P62304	SNRPE	2	92	10803.5	4	0.370252	4	4	0
P62306	SNRPF	2	86	9725.14	5	0.514132	5	4	0.2
P62308	SNRPG	2	76	8495.99	3	0.353108	3	3	0
P62312	LSM6	2	80	9127.49	5	0.547796	5	6	-0.2
P62316	SNRPD2	2	118	13526.8	8	0.591419	8	9	-0.125
P62318	SNRPD3	2	126	13916.1	9	0.646732	9	9	0
P62328	TMSB4X	2	44	5052.6	4	0.791672	4	4	0
P62333	PSMC6	2	389	44172.4	26	0.588603	26	27	-0.0384615
P62424	RPL7A	2	266	29995.3	13	0.433402	13	15	-0.153846
P62491	RAB11A	2	216	24393.2	15	0.614926	15	15	0
P62495	ETF1	2	437	49030.3	28	0.571076	28	27	0.0357143
P62633	CNBP	2	177	19462.6	16	0.822088	16	15	0.0625
P62701	RPS4X	2	263	29597.4	21	0.709522	21	20	0.047619
P62714	PPP2CB	2	309	35574.7	18	0.505978	18	18	0
P62745	RHOB	2	196	22123.2	11	0.497216	11	11	0
P62750	RPL23A	2	156	17694.8	9	0.508624	9	9	0
P62753	RPS6	2	249	28680.3	13	0.453273	13	13	0
P62820	RAB1A	2	205	22677.5	18	0.793738	18	18	0
P62826	RAN	2	216	24422.8	12	0.491344	12	11	0.0833333
P62829	RPL23	2	140	14865.3	9	0.605436	9	10	-0.111111
P62834	RAP1A	2	184	20987	10	0.476486	10	10	0
P62837	UBE2D2	2	147	16735	5	0.298775	5	5	0
P62841	RPS15	2	145	17039.9	8	0.469486	8	7	0.125
P62847	RPS24	2	133	15423.1	7	0.453865	7	7	0
P62851	RPS25	2	125	13742	6	0.436618	6	6	0
P62854	RPS26	2	115	13015.3	6	0.460996	6	6	0
P62857	RPS28	2	69	7840.94	3	0.382607	3	3	0
P62861	FAU	2	133	14389.5	5	0.347474	5	5	0
P62873	GNB1	2	340	37376.4	13	0.347813	13	13	0
P62875	POLR2L	2	67	7645.03	5	0.65402	5	5	0
P62877	RBX1	2	108	12273.8	4	0.325897	4	4	0
P62879	GNB2	2	340	37330.5	13	0.348241	13	13	0
P62888	RPL30	2	115	12783.9	8	0.625786	8	8	0
P62899	RPL31	2	125	14462.7	7	0.484002	7	7	0
P62906	RPL10A	2	217	24831	13	0.523539	13	15	-0.153846
P62910	RPL32	2	135	15859.6	7	0.441372	7	8	-0.142857
P62913	RPL11	2	178	20252.2	10	0.493774	10	9	0.1
P62917	RPL8	2	257	28024.4	13	0.463881	13	14	-0.0769231
P62937	PPIA	2	165	18012.4	14	0.777243	14	14	0
P62942	FKBP1A	1	108	11950.6	3	0.251034	3	3	0
P62979	RPS27A	2	156	17964.8	11	0.61231	11	11	0
P62987	UBA52	2	128	14728.1	9	0.611075	9	9	0
P62993	GRB2	2	217	25206	19	0.753788	19	18	0.0526316
P62995	TRA2B	2	288	33665.2	12	0.356451	12	11	0.0833333
P63000	RAC1	2	192	21449.9	10	0.466203	10	9	0.1
P63010	AP2B1	2	937	104551	48	0.459106	48	47	0.0208333
P63027	VAMP2	2	116	12662.5	5	0.394867	5	5	0
P63098	PPP3R1	2	170	19299.7	10	0.518143	10	10	0
P63104	YWHAZ	2	245	27744.7	19	0.684815	19	19	0
P63146	UBE2B	2	152	17312.1	4	0.231052	4	4	0
P63151	PPP2R2A	2	447	51691.4	28	0.541676	28	27	0.0357143
P63162	SNRPN	2	240	24613.8	17	0.690669	17	15	0.117647
P63165	SUMO1	2	101	11556.9	10	0.865287	10	9	0.1
P63173	RPL38	2	70	8217.81	3	0.365061	3	3	0
P63208	SKP1	2	163	18657.8	12	0.643164	12	12	0
P63220	RPS21	2	83	9111.27	7	0.768279	7	7	0
P63241	EIF5A	2	154	16832.1	8	0.475284	8	8	0
P63244	RACK1	2	317	35076.2	22	0.627206	22	22	0
P63261	ACTG1	1	375	41792.3	23	0.550341	23	23	0
P63279	UBE2I	2	158	18006.6	7	0.388747	7	7	0
P63316	TNNC1	1	161	18402.3	7	0.380387	7	7	0
P67775	PPP2CA	2	309	35593.7	18	0.505707	18	18	0
P67809	YBX1	2	324	35923.8	14	0.389714	14	13	0.0714286
P67812	SEC11A	2	179	20625.1	12	0.581816	12	12	0
P67870	CSNK2B	2	215	24942.1	11	0.441022	11	11	0
P67936	TPM4	1	248	28521.4	21	0.736289	21	21	0
P68032	ACTC1	1	377	42018.4	23	0.547379	23	23	0
P68036	UBE2L3	2	154	17861.4	8	0.447894	8	8	0
P68104	EEF1A1	2	462	50140.4	25	0.4986	25	23	0.08
P68106	FKBP1B	1	108	11782.4	3	0.254617	3	3	0
P68133	ACTA1	1	377	42050.5	23	0.546962	23	23	0
P68363	TUBA1B	2	451	50151	23	0.458615	23	22	0.0434783
P68366	TUBA4A	2	448	49923.8	23	0.460702	23	22	0.0434783
P68371	TUBB4B	2	445	49830.4	22	0.441497	22	21	0.0454545
P68400	CSNK2A1	2	391	45142.9	20	0.443037	20	21	-0.05
P68402	PAFAH1B2	2	229	25568.9	9	0.35199	9	10	-0.111111
P68871	HBB	2	147	15998.2	11	0.687576	11	11	0
P69849	NOMO3	2	1222	134132	71	0.529329	71	69	0.028169
P69891	HBG1	2	147	16128.2	12	0.744039	12	12	0
P78318	IGBP1	2	339	39221.2	23	0.586418	23	23	0
P78330	PSPH	2	225	25007.4	14	0.559835	14	14	0
P78344	EIF4G2	2	907	102360	56	0.547087	56	56	0
P78347	GTF2I	2	998	112415	61	0.542632	61	60	0.0163934
P78356	PIP4K2B	2	416	47377.5	25	0.527677	25	25	0
P78357	CNTNAP1	2	1384	156265	73	0.467156	73	64	0.123288
P78371	CCT2	2	535	57487.3	36	0.626225	36	36	0
P78406	RAE1	2	368	40967.6	19	0.463781	19	19	0
P78410	BTN3A2	2	334	36427	20	0.549043	20	20	0
P78417	GSTO1	2	241	27565.5	15	0.544158	15	15	0
P78527	PRKDC	2	4128	469082	245	0.522297	245	245	0
P78559	MAP1A	2	2803	305481	132	0.432106	132	123	0.0681818
P80188	LCN2	2	198	22587.8	11	0.486989	11	11	0
P80303	NUCB2	2	420	50222	24	0.477879	24	24	0
P81605	DCD	2	110	11283.7	7	0.620363	7	8	-0.142857
P82650	MRPS22	2	360	41279.7	25	0.605624	25	25	0
P82663	MRPS25	2	173	20116.2	11	0.546823	11	11	0
P82664	MRPS10	2	201	22999.2	15	0.652197	15	15	0
P82675	MRPS5	2	430	48005.8	28	0.583262	28	27	0.0357143
P82909	KGD4	2	103	11466	7	0.610499	7	6	0.142857
P82914	MRPS15	2	257	29841.7	18	0.603183	18	19	-0.0555556
P82921	MRPS21	2	87	10688.4	5	0.467796	5	6	-0.2
P82930	MRPS34	2	218	25650	14	0.545808	14	15	-0.0714286
P82932	MRPS6	2	125	14226.4	9	0.632629	9	9	0
P82933	MRPS9	2	396	45834.1	29	0.632716	29	29	0
P82979	SARNP	2	210	23670.5	15	0.6337	15	12	0.2
P83111	LACTB	2	547	60692.9	33	0.543721	33	31	0.0606061
P83731	RPL24	2	157	17778.7	8	0.449976	8	10	-0.25
P84022	SMAD3	2	425	48080.1	21	0.436771	21	21	0
P84074	HPCA	2	193	22427.1	15	0.668833	15	15	0
P84077	ARF1	1	181	20696.5	11	0.531491	11	12	-0.0909091
P84085	ARF5	2	180	20529.4	12	0.584529	12	13	-0.0833333
P84090	ERH	2	104	12258.8	6	0.489446	6	6	0
P84098	RPL19	2	196	23465.7	9	0.383539	9	9	0
P84103	SRSF3	2	164	19329.4	9	0.465613	9	10	-0.111111
P84157	MXRA7	2	204	21465.4	8	0.372692	8	7	0.125
P84243	H3-3A	2	136	15327.7	6	0.391449	6	6	0
P98095	FBLN2	2	1184	126572	51	0.402934	51	48	0.0588235
P98160	HSPG2	2	4391	468824	185	0.394605	185	171	0.0756757
P98179	RBM3	2	157	17170.2	9	0.524163	9	9	0
P98194	ATP2C1	2	919	100576	48	0.477251	48	47	0.0208333
P99999	CYCS	2	105	11748.6	8	0.680929	8	8	0
Q00013	MPP1	2	466	52295.7	30	0.573661	30	29	0.0333333
Q00059	TFAM	2	246	29096.2	20	0.687375	20	20	0
Q00169	PITPNA	2	270	31805.9	26	0.817457	26	25	0.0384615
Q00325	SLC25A3	2	362	40094.4	19	0.473882	19	20	-0.0526316
Q00341	HDLBP	2	1268	141438	80	0.56562	80	80	0
Q00536	CDK16	2	496	55714.8	35	0.628199	35	33	0.0571429
Q00537	CDK17	2	523	59581.4	35	0.587432	35	33	0.0571429
Q00577	PURA	2	322	34910.3	14	0.401027	14	15	-0.0714286
Q00587	CDC42EP1	2	391	40294.1	19	0.471533	19	20	-0.0526316
Q00610	CLTC	2	1675	191612	98	0.511451	98	95	0.0306122
Q00653	NFKB2	2	900	96747.7	47	0.485799	47	46	0.0212766
Q00688	FKBP3	2	224	25176.5	15	0.595793	15	17	-0.133333
Q00765	REEP5	2	189	21492.8	7	0.32569	7	8	-0.142857
Q00796	SORD	2	357	38324.2	24	0.626236	24	23	0.0416667
Q00839	HNRNPU	2	825	90583.6	49	0.540937	49	44	0.102041
Q00872	MYBPC1	1	1141	128293	72	0.561216	72	67	0.0694444
Q00978	IRF9	2	393	43695.6	19	0.434826	19	18	0.0526316
